counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,37.585,37.784,37.784,38.284,38.285,39.363,,0,[0.4221598877980365],[-0.2980364656381487],[1],[0],[0],[1.0760000000000005],"[""button_right""]",1.076,1,39.363,39.868,0,5,5,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,39.87,40.073,40.073,40.567,40.568,41.864,,0,[0.48807854137447404],[-0.32608695652173914],[1],[0],[0],[1.2920000000000016],"[""button_right""]",1.292,1,41.864,42.367,0,6,6,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,42.369,42.567,42.567,43.067,43.068,45.062,,0,[-0.42496493688639553],[-0.31626928471248245],[1],[0],[0],[1.9919999999999973],"[""button_left""]",1.992,1,45.062,45.567,0,7,7,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,45.568,45.767,45.767,46.267,46.268,47.148,,0,[-0.36185133239831696],[-0.31626928471248245],[1],[0],[0],[0.8780000000000001],"[""button_left""]",0.878,1,47.149,47.65,0,8,8,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,47.651,47.85,47.85,48.35,48.351,49.163,,0,[0.41374474053295934],[-0.2966339410939691],[1],[0],[0],[0.8099999999999952],"[""button_right""]",0.81,1,49.163,49.666,0,9,9,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,49.668,49.867,49.867,50.366,50.369,51.083,,0,[0.42917251051893407],[-0.2980364656381487],[1],[0],[0],[0.7109999999999985],"[""button_right""]",0.711,1,51.084,51.583,0,10,10,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,51.584,51.783,51.783,52.284,52.285,53.196,,0,[-0.3534361851332398],[-0.31486676016830295],[1],[0],[0],[0.9089999999999989],"[""button_left""]",0.909,1,53.196,53.7,0,11,11,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,53.701,53.9,53.9,54.4,54.401,55.262,,0,[-0.3506311360448808],[-0.3190743338008415],[1],[0],[0],[0.8590000000000018],"[""button_left""]",0.859,1,55.262,55.766,0,12,12,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,55.768,55.966,55.966,56.466,56.467,57.345,,0,[-0.3492286115007013],[-0.3246844319775596],[1],[0],[0],[0.8770000000000024],"[""button_left""]",0.877,1,57.345,57.833,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,57.834,58.033,58.033,58.533,58.534,59.445,,0,[0.43899018232819076],[-0.2966339410939691],[1],[0],[0],[0.9089999999999918],"[""button_right""]",0.909,1,59.445,59.949,0,14,14,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,59.951,60.149,60.15,60.649,60.65,61.811,,0,[-0.3548387096774194],[-0.3330995792426367],[1],[0],[0],[1.1589999999999918],"[""button_left""]",1.159,1,61.811,62.299,0,15,15,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.312,64.412,,-0.089761571,-0.390603086,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,64.434,64.616,64.616,65.115,,,,,,,,,,,,2.189,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,65.117,67.312,,0,[-0.36746143057503505],[-0.3302945301542777],[1],[0],[0],[2.188999999999993],"[""button_left_main""]",67.313,69.316,69.316,69.322,[],[],[],[],[],[],[],,69.323,69.327,-0.367461431,-0.33029453,0,0,0,,0,0,0,93,1,3,word,CEREMONY,cursive,ceremony_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,69.328,69.515,69.515,70.032,,,,,,,,,,,,1.762,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,0,70.032,71.796,,0,[-0.3506311360448808],[-0.32047685834502104],[1],[0],[0],[1.7620000000000005],"[""button_left_main""]",71.796,73.798,73.798,73.799,[],[],[],[],[],[],[],,73.799,73.799,-0.350631136,-0.320476858,0,0,0,,0,1,1,90,1,3,word,CAPITAL,cursive,capital_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,73.801,73.998,73.998,74.498,,,,,,,,,,,,1.111,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,1,74.499,75.611,,0,[-0.3548387096774194],[-0.32187938288920054],[1],[0],[0],[1.1110000000000042],"[""button_left_main""]",75.612,77.615,77.615,80.211,[-0.36044880785413747],[-0.3134642356241234],[1],[0],[0],[2.594999999999999],"[""button_left_probe""]",,80.211,80.211,-0.360448808,-0.313464236,1,0,0,,0,2,2,17,1,3,RL,motide,cursive,motide_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,80.212,80.415,80.415,80.915,,,,,,,,,,,,1.376,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,1,80.916,82.293,,0,[-0.36746143057503505],[-0.32187938288920054],[1],[0],[0],[1.3760000000000048],"[""button_left_main""]",82.293,84.281,84.281,85.76,[0.49228611500701264],[-0.28541374474053294],[1],[0],[0],[1.4779999999999944],"[""button_right_probe""]",,85.76,85.76,0.492286115,-0.285413745,1,0,0,,0,3,3,45,1,3,TL,dentisy,print,dentisy_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,85.761,85.948,85.949,86.448,,,,,,,,,,,,1.31,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,86.448,87.761,,0,[-0.35624123422159887],[-0.30504908835904626],[1],[0],[0],[1.3100000000000023],"[""button_left_main""]",87.761,89.764,89.764,89.765,[],[],[],[],[],[],[],,89.765,89.765,-0.356241234,-0.305049088,0,0,0,,0,4,4,25,1,3,RL,retupar,print,retupar_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,89.766,89.964,89.964,90.464,,,,,,,,,,,,1.677,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,90.464,92.142,,0,[0.49789621318373073],[-0.3022440392706872],[1],[0],[0],[1.6769999999999925],"[""button_right_main""]",92.142,94.131,94.131,94.131,[],[],[],[],[],[],[],,94.132,94.132,0.497896213,-0.302244039,0,0,0,,0,5,5,159,1,3,word,VETERAN,cursive,veteran_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,94.133,94.331,94.331,94.831,,,,,,,,,,,,1.661,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,94.831,96.493,,0,[-0.3744740532959327],[-0.3232819074333801],[1],[0],[0],[1.6610000000000014],"[""button_left_main""]",96.493,98.497,98.497,98.498,[],[],[],[],[],[],[],,98.498,98.498,-0.374474053,-0.323281907,0,0,0,,0,6,6,38,1,3,TL,carnidal,print,carnidal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,98.499,98.697,98.697,99.197,,,,,,,,,,,,1.144,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,99.197,100.342,,0,[0.4670406732117812],[-0.28541374474053294],[1],[0],[0],[1.1440000000000055],"[""button_right_main""]",100.342,102.347,102.347,102.348,[],[],[],[],[],[],[],,102.348,102.348,0.467040673,-0.285413745,0,0,0,,0,7,7,134,1,3,word,QUALIFY,print,qualify_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,102.349,102.547,102.547,103.047,,,,,,,,,,,,0.795,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,103.047,103.843,,0,[0.453015427769986],[-0.2812061711079944],[1],[0],[0],[0.7950000000000017],"[""button_right_main""]",103.843,105.846,105.847,105.847,[],[],[],[],[],[],[],,105.847,105.847,0.453015428,-0.281206171,0,0,0,,0,8,8,130,1,3,word,POLICY,print,policy_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,105.849,106.047,106.047,106.547,,,,,,,,,,,,1.11,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,106.547,107.658,,0,[0.45161290322580644],[-0.2826086956521739],[1],[0],[0],[1.1099999999999994],"[""button_right_main""]",107.658,109.646,109.646,109.647,[],[],[],[],[],[],[],,109.647,109.647,0.451612903,-0.282608696,0,0,0,,0,9,9,83,1,3,word,ANIMAL,cursive,animal_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,109.648,109.846,109.846,110.346,,,,,,,,,,,,2.078,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,0,110.347,112.426,,0,[-0.3492286115007013],[-0.3246844319775596],[1],[0],[0],[2.078000000000003],"[""button_left_main""]",112.426,114.43,114.43,114.431,[],[],[],[],[],[],[],,114.431,114.431,-0.349228612,-0.324684432,0,0,0,,0,10,10,33,1,3,TL,adsivory,print,adsivory_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,114.433,114.63,114.63,115.129,,,,,,,,,,,,1.027,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,115.13,116.158,,0,[-0.3394109396914446],[-0.31626928471248245],[1],[0],[0],[1.027000000000001],"[""button_left_main""]",116.159,118.162,118.162,118.163,[],[],[],[],[],[],[],,118.163,118.163,-0.33941094,-0.316269285,0,0,0,,0,11,11,30,1,3,RL,strapely,print,strapely_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,118.164,118.363,118.363,118.862,,,,,,,,,,,,0.76,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,118.863,119.625,,0,[0.4431977559607293],[-0.2938288920056101],[1],[0],[0],[0.7599999999999909],"[""button_right_main""]",119.625,121.629,121.629,121.63,[],[],[],[],[],[],[],,121.63,121.63,0.443197756,-0.293828892,0,0,0,,0,12,12,89,1,3,word,CAPACITY,cursive,capacity_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,121.632,121.829,121.829,122.329,,,,,,,,,,,,1.511,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,122.33,123.841,,0,[-0.3520336605890603],[-0.32047685834502104],[1],[0],[0],[1.51100000000001],"[""button_left_main""]",123.842,125.846,125.846,125.846,[],[],[],[],[],[],[],,125.846,125.846,-0.352033661,-0.320476858,0,0,0,,0,13,13,37,1,3,TL,cacapity,cursive,cacapity_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,125.848,126.045,126.045,126.545,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,126.546,127.536,,0,[-0.34221598877980364],[-0.31486676016830295],[1],[0],[0],[0.9899999999999807],"[""button_left_main""]",127.536,129.528,129.528,129.529,[],[],[],[],[],[],[],,129.529,129.529,-0.342215989,-0.31486676,0,0,0,,0,14,14,21,1,3,RL,potugar,print,potugar_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,129.531,129.728,129.728,130.228,,,,,,,,,,,,0.84,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,1,130.229,131.069,,0,[0.4474053295932679],[-0.2826086956521739],[1],[0],[0],[0.8400000000000034],"[""button_right_main""]",131.069,133.061,133.062,134.24,[0.45161290322580644],[-0.27980364656381485],[1],[0],[0],[1.1779999999999973],"[""button_right_probe""]",,134.241,134.241,0.451612903,-0.279803647,1,0,0,,0,15,15,116,1,3,word,MARGINAL,print,marginal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,134.242,134.428,134.428,134.945,,,,,,,,,,,,1.022,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,0,134.946,135.969,,0,[-0.3225806451612903],[-0.3022440392706872],[1],[0],[0],[1.0220000000000198],"[""button_left_main""]",135.969,137.961,137.961,137.962,[],[],[],[],[],[],[],,137.962,137.962,-0.322580645,-0.302244039,0,0,0,,0,16,16,31,1,3,RL,trilude,print,trilude_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,137.964,138.162,138.162,138.661,,,,,,,,,,,,0.66,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,138.662,139.323,,0,[0.453015427769986],[-0.2812061711079944],[1],[0],[0],[0.6599999999999966],"[""button_right_main""]",139.324,141.328,141.328,141.328,[],[],[],[],[],[],[],,141.329,141.329,0.453015428,-0.281206171,0,0,0,,0,17,17,96,1,3,word,CONSIDER,print,consider_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,141.33,141.528,141.528,142.028,,,,,,,,,,,,1.34,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,1,142.028,143.369,,0,[0.4642356241234222],[-0.29102384291725103],[1],[0],[0],[1.3400000000000034],"[""button_right_main""]",143.369,145.361,145.361,146.351,[0.47685834502103785],[-0.28541374474053294],[1],[0],[0],[0.9900000000000091],"[""button_right_probe""]",,146.351,146.351,0.476858345,-0.285413745,1,0,0,,0,18,18,102,1,3,word,DENSITY,print,density_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,146.352,146.544,146.544,147.044,,,,,,,,,,,,1.057,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,147.044,148.102,,0,[-0.33660589060308554],[-0.3345021037868163],[1],[0],[0],[1.056999999999988],"[""button_left_main""]",148.102,150.094,150.094,150.094,[],[],[],[],[],[],[],,150.094,150.094,-0.336605891,-0.334502104,0,0,0,,0,19,19,110,1,3,word,HERITAGE,cursive,heritage_c.png,,,
