counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,65.2934,65.4918,65.4919,65.991,65.992,67.142,z,1,1.1282,,[],[],[],[],[],[],[],1.1282,1,67.1422,67.641,0,5,5,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,67.6426,67.8416,67.8417,68.3417,68.3426,69.1585,z,1,0.7902,,[],[],[],[],[],[],[],0.7902,1,69.1586,69.6575,0,6,6,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,69.6591,69.8571,69.8571,70.3576,70.3586,71.0253,m,1,0.6564,,[],[],[],[],[],[],[],0.6564,1,71.0255,71.5249,0,7,7,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,71.5256,71.7243,71.7243,72.2243,72.2255,72.9421,z,1,0.7034,,[],[],[],[],[],[],[],0.7034,1,72.9421,73.4408,0,8,8,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,73.4416,73.6419,73.642,74.1416,74.1426,74.7412,m,1,0.5785,,[],[],[],[],[],[],[],0.5785,1,74.7413,75.2419,0,9,9,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,75.2432,75.4415,75.4416,75.9417,75.943,76.7245,z,1,0.766,,[],[],[],[],[],[],[],0.766,1,76.7246,77.2253,0,10,10,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,77.2269,77.4251,77.4252,77.925,77.926,78.7239,z,1,0.7775,,[],[],[],[],[],[],[],0.7775,1,78.724,79.2251,0,11,11,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,79.2264,79.424,79.424,79.9244,79.9255,80.7076,m,1,0.7591,,[],[],[],[],[],[],[],0.7591,1,80.7078,81.2084,0,12,12,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,81.2099,81.4084,81.4084,81.9087,81.9096,82.4582,m,1,0.5358,,[],[],[],[],[],[],[],0.5358,1,82.4582,82.9587,0,13,13,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,82.9602,83.1584,83.1585,83.6575,83.6586,84.3575,m,1,0.6773,,[],[],[],[],[],[],[],0.6773,1,84.3576,84.8585,0,14,14,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,84.8603,85.0585,85.0585,85.5581,85.5585,86.241,z,1,0.6661,,[],[],[],[],[],[],[],0.6661,1,86.2411,86.741,0,15,15,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7483,91.6764,space,4.8971,,0.121850347,-0.379641594,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,91.6879,91.8749,91.875,92.3751,,,,,,,,,,,,,,1.3682,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,1,0,92.3769,93.7575,z,1,1.3682,,[],[],[],[],[],[],[],93.7576,95.7588,95.759,95.7615,[],[],[],[],[],[],[],,95.7617,95.7633,0.121850347,-0.379641594,0,0,0,,0,0,0,4,1,1,RL,carminal,print,carminal_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,95.7642,95.9583,95.9583,96.4582,,,,,,,,,,,,,,1.6208,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,2,0,96.4589,98.0909,m,0,1.6208,,[],[],[],[],[],[],[],98.091,100.0916,100.0917,100.0921,[],[],[],[],[],[],[],,100.0922,100.0923,0.121850347,-0.379641594,0,0,0,,0,1,1,48,1,1,TL,cemerony,cursive,cemerony_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,100.0937,100.2915,100.2915,100.7918,,,,,,,,,,,,,,0.8228,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,3,0,100.7925,101.6249,m,1,0.8228,,[],[],[],[],[],[],[],101.625,103.6249,103.625,103.6252,[],[],[],[],[],[],[],,103.6253,103.6253,0.121850347,-0.379641594,0,0,0,,0,2,2,91,1,1,word,CARDINAL,print,cardinal_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,103.6264,103.825,103.8251,104.3248,,,,,,,,,,,,,,0.6864,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,4,0,104.3251,105.0237,m,1,0.6864,,[],[],[],[],[],[],[],105.0238,107.025,107.0251,107.0253,[],[],[],[],[],[],[],,107.0255,107.0256,0.121850347,-0.379641594,0,0,0,,0,3,3,131,1,1,word,POPULAR,cursive,popular_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,107.0269,107.2251,107.2252,107.7251,,,,,,,,,,,,,,2.3036,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,5,0,107.7257,110.0415,m,1,2.3036,,[],[],[],[],[],[],[],110.0415,112.0417,112.0418,112.0421,[],[],[],[],[],[],[],,112.0422,112.0423,0.121850347,-0.379641594,0,0,0,,0,4,4,156,1,1,word,TRIBUTE,cursive,tribute_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,112.0434,112.2416,112.2417,112.7416,,,,,,,,,,,,,,0.7864,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,6,0,112.7423,113.5406,z,1,0.7864,,[],[],[],[],[],[],[],113.5406,115.5414,115.5415,115.5418,[],[],[],[],[],[],[],,115.5418,115.5419,0.121850347,-0.379641594,0,0,0,,0,5,5,30,1,1,RL,relone,print,relone_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,115.543,115.7417,115.7418,116.2418,,,,,,,,,,,,,,0.8738,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,7,0,116.2427,117.1252,z,1,0.8738,,[],[],[],[],[],[],[],117.1252,119.1249,119.1251,119.1252,[],[],[],[],[],[],[],,119.1252,119.1254,0.121850347,-0.379641594,0,0,0,,0,6,6,55,1,1,TL,fornute,print,fornute_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,119.1266,119.3249,119.325,119.8249,,,,,,,,,,,,,,0.871,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,8,0,119.8255,120.7084,m,1,0.871,,[],[],[],[],[],[],[],120.7085,122.7082,122.7083,122.7086,[],[],[],[],[],[],[],,122.7086,122.7088,0.121850347,-0.379641594,0,0,0,,0,7,7,153,1,1,word,STOLEN,print,stolen_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,122.7099,122.9083,122.9084,123.4083,,,,,,,,,,,,,,1.753,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,123.409,125.1747,z,0,1.753,,[],[],[],[],[],[],[],125.1748,127.175,127.175,127.1753,[],[],[],[],[],[],[],,127.1753,127.1755,0.121850347,-0.379641594,0,0,0,,0,8,8,102,1,1,word,DENSITY,cursive,density_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,127.1768,127.374,127.374,127.875,,,,,,,,,,,,,,0.8746,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,10,0,127.8756,128.7584,m,1,0.8746,,[],[],[],[],[],[],[],128.7584,130.7583,130.7584,130.7587,[],[],[],[],[],[],[],,130.7588,130.7589,0.121850347,-0.379641594,0,0,0,,0,9,9,116,1,1,word,MARGINAL,print,marginal_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,130.7603,130.9583,130.9583,131.4584,,,,,,,,,,,,,,0.7052,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,11,0,131.4589,132.175,m,1,0.7052,,[],[],[],[],[],[],[],132.175,134.175,134.175,134.1754,[],[],[],[],[],[],[],,134.1755,134.1757,0.121850347,-0.379641594,0,0,0,,0,10,10,121,1,1,word,MISTAKE,print,mistake_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,134.1771,134.375,134.375,134.875,,,,,,,,,,,,,,0.8048,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,134.8757,135.6918,z,1,0.8048,,[],[],[],[],[],[],[],135.6919,137.6917,137.6918,137.6919,[],[],[],[],[],[],[],,137.692,137.6922,0.121850347,-0.379641594,0,0,0,,0,11,11,11,1,1,RL,elacodate,print,elacodate_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,137.6936,137.8917,137.8917,138.3917,,,,,,,,,,,,,,0.6319,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,13,0,138.3922,139.0253,z,1,0.6319,,[],[],[],[],[],[],[],139.0253,141.0249,141.0251,141.0252,[],[],[],[],[],[],[],,141.0253,141.0256,0.121850347,-0.379641594,0,0,0,,0,12,12,60,1,1,TL,manire,print,manire_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,141.027,141.225,141.2251,141.725,,,,,,,,,,,,,,1.2029,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,14,0,141.7256,142.9417,m,1,1.2029,,[],[],[],[],[],[],[],142.9417,144.9415,144.9415,144.9417,[],[],[],[],[],[],[],,144.9418,144.942,0.121850347,-0.379641594,0,0,0,,0,13,13,93,1,1,word,CEREMONY,cursive,ceremony_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,144.9432,145.1417,145.1417,145.6416,,,,,,,,,,,,,,0.6484,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,15,0,145.6422,146.2918,m,1,0.6484,,[],[],[],[],[],[],[],146.2919,148.2908,148.2908,148.291,[],[],[],[],[],[],[],,148.291,148.2911,0.121850347,-0.379641594,0,0,0,,0,14,14,138,1,1,word,REFUSAL,print,refusal_p.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,148.2921,148.4915,148.4916,148.9916,,,,,,,,,,,,,,2.2655,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,0,148.9924,151.2587,z,1,2.2655,,[],[],[],[],[],[],[],151.2589,153.2584,153.2585,153.2587,[],[],[],[],[],[],[],,153.2588,153.2588,0.121850347,-0.379641594,0,0,0,,0,15,15,54,1,1,TL,distupe,cursive,distupe_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,153.2599,153.4584,153.4585,153.9583,,,,,,,,,,,,,,0.9406,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,153.9589,154.9084,m,1,0.9406,,[],[],[],[],[],[],[],154.9085,156.908,156.9081,156.9082,[],[],[],[],[],[],[],,156.9082,156.9084,0.121850347,-0.379641594,0,0,0,,0,16,16,141,1,1,word,RELIGION,cursive,religion_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,156.9093,157.1081,157.1081,157.6084,,,,,,,,,,,,,,0.5486,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,18,1,157.6089,158.1584,m,1,0.5486,,[],[],[],[],[],[],[],158.1585,160.1583,160.1583,170.5587,[],[],[],[],[],[],[],m,170.5588,170.5589,0.121850347,-0.379641594,0,0,0,,0,17,17,114,1,1,word,LOCATE,print,locate_p.png,10.4,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,170.5595,170.7582,170.7583,171.2582,,,,,,,,,,,,,,1.9539,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,19,0,171.2589,173.2247,z,1,1.9539,,[],[],[],[],[],[],[],173.2248,175.225,175.2252,175.2255,[],[],[],[],[],[],[],,175.2255,175.2258,0.121850347,-0.379641594,0,0,0,,0,18,18,9,1,1,RL,docirant,cursive,docirant_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,175.2273,175.4143,175.4143,175.925,,,,,,,,,,,,,,0.8626,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,20,0,175.9257,176.7913,m,1,0.8626,,[],[],[],[],[],[],[],176.7914,178.7917,178.7918,178.792,[],[],[],[],[],[],[],,178.7921,178.7922,0.121850347,-0.379641594,0,0,0,,0,19,19,152,1,1,word,SPECIMEN,cursive,specimen_c.png,,,,,,
,,,,31160,001,2025-10-16_18h46.47.463,HW_LDT_1,2024.2.4,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,178.7935,178.9914,178.9915,179.4917,,,,,,,,,,,,,,1.1046,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,21,0,179.4925,180.6082,z,1,1.1046,,[],[],[],[],[],[],[],180.6083,182.6082,182.6082,182.6086,[],[],[],[],[],[],[],,182.6087,182.6088,0.121850347,-0.379641594,0,0,0,,0,20,20,47,1,1,TL,cagetory,print,cagetory_p.png,,,,,,
