counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,219.3233,219.5215,219.5215,220.0211,,,,,,,,,,,,,,1.0729,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,23,0,220.0218,221.1048,z,1,1.0729,,[],[],[],[],[],[],[],221.105,223.1047,223.1048,223.105,[],[],[],[],[],[],[],,,,223.105,223.1051,0.091280382,-0.168797743,0,0,0,,0,22,22,48,1,3,TL,grafetul,cursive,grafetul_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,223.1062,223.3048,223.3049,223.8048,,,,,,,,,,,,,,1.485,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,24,0,223.8054,225.3047,z,1,1.485,,[],[],[],[],[],[],[],225.3048,227.3047,227.3048,227.305,[],[],[],[],[],[],[],,,,227.3051,227.3053,0.091280382,-0.168797743,0,0,0,,0,23,23,29,1,3,RL,selamor,cursive,selamor_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,227.3067,227.5047,227.5047,228.0048,,,,,,,,,,,,,,1.5532,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,25,0,228.0054,229.5712,z,1,1.5532,,[],[],[],[],[],[],[],229.5713,231.5714,231.5714,231.5718,[],[],[],[],[],[],[],,,,231.5718,231.5719,0.091280382,-0.168797743,0,0,0,,0,24,24,22,1,3,RL,procogal,print,procogal_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,231.5734,231.7714,231.7714,232.2714,,,,,,,,,,,,,,2.2972,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,26,0,232.272,234.5714,z,1,2.2972,,[],[],[],[],[],[],[],234.5715,236.5714,236.5714,236.5717,[],[],[],[],[],[],[],,,,236.5718,236.572,0.091280382,-0.168797743,0,0,0,,0,25,25,19,1,3,RL,opcifal,cursive,opcifal_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,236.5734,236.7714,236.7714,237.2714,,,,,,,,,,,,,,1.2223,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,27,0,237.2721,238.5044,z,1,1.2223,,[],[],[],[],[],[],[],238.5045,240.5047,240.5048,240.505,[],[],[],[],[],[],[],,,,240.5051,240.5052,0.091280382,-0.168797743,0,0,0,,0,26,26,6,1,3,RL,cenesony,cursive,cenesony_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,240.5067,240.7043,240.7044,241.2035,,,,,,,,,,,,,,1.417,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,28,0,241.204,242.6216,m,1,1.417,,[],[],[],[],[],[],[],242.6218,244.6214,244.6215,244.6218,[],[],[],[],[],[],[],,,,244.6218,244.622,0.091280382,-0.168797743,0,0,0,,0,27,27,137,1,3,word,RAPIDLY,print,rapidly_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,244.6234,244.8208,244.8209,245.3214,,,,,,,,,,,,,,3.8691,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,1,245.3219,249.2047,z,1,3.8691,,[],[],[],[],[],[],[],249.2048,251.2047,251.2047,252.7537,[],[],[],[],[],[],[],m,1.5414,,252.7537,252.7538,0.092092014,-0.168819444,0,0,0,,0,28,28,33,1,3,TL,adsivory,print,adsivory_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,252.7546,252.9548,252.9548,253.4544,,,,,,,,,,,,,,1.5863,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,30,0,253.4546,255.0546,z,1,1.5863,,[],[],[],[],[],[],[],255.0547,257.0547,257.0548,257.0551,[],[],[],[],[],[],[],,,,257.0551,257.0552,0.092092014,-0.167725694,0,0,0,,0,29,29,70,1,3,TL,remuse,cursive,remuse_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,257.0567,257.2546,257.2547,257.7548,,,,,,,,,,,,,,1.0857,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,31,0,257.7555,258.8548,m,1,1.0857,,[],[],[],[],[],[],[],258.8549,260.8548,260.8548,260.8549,[],[],[],[],[],[],[],,,,260.8549,260.855,0.092092014,-0.166944444,0,0,0,,0,30,30,113,1,3,word,LITERAL,print,literal_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,260.856,261.0547,261.0547,261.5538,,,,,,,,,,,,,,1.4202,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,32,1,261.5543,262.9881,z,1,1.4202,,[],[],[],[],[],[],[],262.9882,264.9881,264.9881,266.7715,[],[],[],[],[],[],[],m,1.7818,,266.7715,266.7716,0.092092014,-0.166944444,0,0,0,,0,31,31,61,1,3,TL,pocily,print,pocily_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,266.7728,266.9714,266.9714,267.4713,,,,,,,,,,,,,,1.47,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,33,0,267.4718,268.9549,m,0,1.47,,[],[],[],[],[],[],[],268.955,270.9547,270.9548,270.9551,[],[],[],[],[],[],[],,,,270.9552,270.9554,0.092092014,-0.166944444,0,0,0,,0,32,32,55,1,3,TL,mecidine,print,mecidine_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,270.9568,271.1547,271.1548,271.6546,,,,,,,,,,,,,,1.3892,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,34,0,271.6552,273.0548,m,1,1.3892,,[],[],[],[],[],[],[],273.0548,275.0536,275.0536,275.0538,[],[],[],[],[],[],[],,,,275.0539,275.0539,0.094188368,-0.164275174,0,0,0,,0,33,33,135,1,3,word,QUALITY,print,quality_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,275.0548,275.2547,275.2547,275.7549,,,,,,,,,,,,,,1.6018,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,35,0,275.7556,277.3714,z,1,1.6018,,[],[],[],[],[],[],[],277.3715,279.3714,279.3714,279.3717,[],[],[],[],[],[],[],,,,279.3717,279.3719,0.094188368,-0.164275174,0,0,0,,0,34,34,21,1,3,RL,potugar,print,potugar_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,279.3732,279.5715,279.5716,280.0714,,,,,,,,,,,,,,1.2867,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,36,0,280.072,281.3714,m,1,1.2867,,[],[],[],[],[],[],[],281.3715,283.3715,283.3715,283.3718,[],[],[],[],[],[],[],,,,283.372,283.372,0.094188368,-0.163763021,0,0,0,,0,35,35,82,1,3,word,AMATEUR,print,amateur_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,283.373,283.5715,283.5716,284.0704,,,,,,,,,,,,,,1.4002,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,37,0,284.0707,285.4716,z,1,1.4002,,[],[],[],[],[],[],[],285.4716,287.4714,287.4715,287.4717,[],[],[],[],[],[],[],,,,287.4719,287.4721,0.094188368,-0.163763021,0,0,0,,0,36,36,3,1,3,RL,bebine,cursive,bebine_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,287.4738,287.6714,287.6715,288.1714,,,,,,,,,,,,,,3.9526,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,38,0,288.1721,292.1381,m,1,3.9526,,[],[],[],[],[],[],[],292.1382,294.138,294.1381,294.1383,[],[],[],[],[],[],[],,,,294.1384,294.1386,0.094192708,-0.163763021,0,0,0,,0,37,37,93,1,3,word,CEREMONY,cursive,ceremony_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,294.1399,294.338,294.3381,294.8381,,,,,,,,,,,,,,1.5379,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,39,0,294.8386,296.3881,z,1,1.5379,,[],[],[],[],[],[],[],296.3881,298.3881,298.3881,298.3883,[],[],[],[],[],[],[],,,,298.3884,298.3884,0.094192708,-0.163763021,0,0,0,,0,38,38,9,1,3,RL,docirant,print,docirant_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,298.3898,298.5881,298.5881,299.0881,,,,,,,,,,,,,,1.6206,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,40,0,299.0888,300.7215,z,0,1.6206,,[],[],[],[],[],[],[],300.7215,302.7214,302.7215,302.7217,[],[],[],[],[],[],[],,,,302.7218,302.7219,0.094192708,-0.163763021,0,0,0,,0,39,39,108,1,3,word,FORTUNE,cursive,fortune_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,302.7236,302.9214,302.9214,303.421,,,,,,,,,,,,,,0.9019,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,41,0,303.4216,304.3381,m,1,0.9019,,[],[],[],[],[],[],[],304.3381,306.3382,306.3382,306.3385,[],[],[],[],[],[],[],,,,306.3386,306.3387,0.094192708,-0.163763021,0,0,0,,0,40,40,125,1,3,word,OPERATOR,print,operator_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,306.3402,306.538,306.5382,307.038,,,,,,,,,,,,,,0.7205,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,42,1,307.0386,307.7714,m,1,0.7205,,[],[],[],[],[],[],[],307.7715,309.7714,309.7715,311.6208,[],[],[],[],[],[],[],m,1.8369,,311.6209,311.621,0.094192708,-0.163763021,0,0,0,,0,41,41,94,1,3,word,CLINICAL,print,clinical_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,311.6223,311.8212,311.8212,312.3214,,,,,,,,,,,,,,1.429,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,43,0,312.322,313.7544,z,1,1.429,,[],[],[],[],[],[],[],313.7545,315.7547,315.7548,315.7549,[],[],[],[],[],[],[],,,,315.755,315.7552,0.094192708,-0.163763021,0,0,0,,0,42,42,25,1,3,RL,retupar,print,retupar_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,315.7561,315.9547,315.9548,316.4547,,,,,,,,,,,,,,0.8361,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,44,0,316.4552,317.3048,m,1,0.8361,,[],[],[],[],[],[],[],317.3049,319.3045,319.3045,319.3047,[],[],[],[],[],[],[],,,,319.3048,319.3049,0.094192708,-0.163763021,0,0,0,,0,43,43,96,1,3,word,CONSIDER,print,consider_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,319.3064,319.5043,319.5043,320.0044,,,,,,,,,,,,,,1.7031,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,45,0,320.0049,321.7216,m,1,1.7031,,[],[],[],[],[],[],[],321.7216,323.7215,323.7215,323.7219,[],[],[],[],[],[],[],,,,323.722,323.7221,0.094192708,-0.163763021,0,0,0,,0,44,44,80,1,3,word,ACADEMY,print,academy_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,323.7236,323.9215,323.9215,324.4214,,,,,,,,,,,,,,1.7554,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,46,0,324.422,326.1882,z,1,1.7554,,[],[],[],[],[],[],[],326.1882,328.1882,328.1882,328.1884,[],[],[],[],[],[],[],,,,328.1885,328.1887,0.094192708,-0.163763021,0,0,0,,0,45,45,12,1,3,RL,formuke,cursive,formuke_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,328.1901,328.388,328.3881,328.8881,,,,,,,,,,,,,,2.7154,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,47,0,328.8887,331.6048,z,0,2.7154,,[],[],[],[],[],[],[],331.605,333.6048,333.6049,333.605,[],[],[],[],[],[],[],,,,333.6051,333.6052,0.094192708,-0.163763021,0,0,0,,0,46,46,127,1,3,word,ORIGINAL,cursive,original_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,333.6068,333.8048,333.8048,334.3048,,,,,,,,,,,,,,3.2849,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,48,0,334.3053,337.6037,m,1,3.2849,,[],[],[],[],[],[],[],337.6038,339.6048,339.6048,339.605,[],[],[],[],[],[],[],,,,339.605,339.6051,0.094192708,-0.163763021,0,0,0,,0,47,47,133,1,3,word,PROVIDE,print,provide_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,339.6064,339.8048,339.8048,340.3039,,,,,,,,,,,,,,2.2859,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,49,0,340.3044,342.6037,z,1,2.2859,,[],[],[],[],[],[],[],342.6037,344.6037,344.6038,344.6039,[],[],[],[],[],[],[],,,,344.604,344.6041,0.094192708,-0.163763021,0,0,0,,0,48,48,54,1,3,TL,manire,cursive,manire_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,344.6053,344.8048,344.8049,345.3038,,,,,,,,,,,,,,1.5591,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,50,0,345.3041,346.8704,m,0,1.5591,,[],[],[],[],[],[],[],346.8704,348.8714,348.8715,348.8716,[],[],[],[],[],[],[],,,,348.8717,348.8719,0.094192708,-0.163763021,0,0,0,,0,49,49,58,1,3,TL,nuremical,print,nuremical_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,348.8732,349.0705,349.0705,349.5704,,,,,,,,,,,,,,1.1872,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,51,0,349.5708,350.7716,m,1,1.1872,,[],[],[],[],[],[],[],350.7717,352.7704,352.7705,352.7707,[],[],[],[],[],[],[],,,,352.7707,352.7708,0.094192708,-0.163763021,0,0,0,,0,50,50,95,1,3,word,COMEDY,print,comedy_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,352.772,352.9714,352.9714,353.4704,,,,,,,,,,,,,,3.2161,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,52,0,353.4709,356.688,z,1,3.2161,,[],[],[],[],[],[],[],356.6881,358.6882,358.6883,358.6886,[],[],[],[],[],[],[],,,,358.6886,358.6888,0.094192708,-0.163763021,0,0,0,,0,51,51,53,1,3,TL,marnigal,print,marnigal_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,358.6901,358.8881,358.8881,359.387,,,,,,,,,,,,,,1.1211,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,53,0,359.3875,360.5216,z,1,1.1211,,[],[],[],[],[],[],[],360.5217,362.5206,362.5206,362.5207,[],[],[],[],[],[],[],,,,362.5209,362.521,0.094192708,-0.163763021,0,0,0,,0,52,52,57,1,3,TL,moredate,cursive,moredate_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,362.5222,362.7215,362.7215,363.2215,,,,,,,,,,,,,,0.9318,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,54,0,363.2222,364.1548,z,0,0.9318,,[],[],[],[],[],[],[],364.1549,366.1541,366.1541,366.1544,[],[],[],[],[],[],[],,,,366.1544,366.1544,0.094192708,-0.163763021,0,0,0,,0,53,53,88,1,3,word,CAMERA,cursive,camera_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,366.1559,366.3538,366.3538,366.8549,,,,,,,,,,,,,,1.1534,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,55,1,366.8555,368.0215,m,1,1.1534,,[],[],[],[],[],[],[],368.0217,370.0213,370.0214,371.6549,[],[],[],[],[],[],[],m,1.6331,,371.6549,371.655,0.094192708,-0.163763021,0,0,0,,0,54,54,119,1,3,word,MEMORY,print,memory_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,371.6562,371.8538,371.8538,372.3548,,,,,,,,,,,,,,2.4818,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,56,0,372.3554,374.8381,z,1,2.4818,,[],[],[],[],[],[],[],374.8382,376.8381,376.8381,376.8383,[],[],[],[],[],[],[],,,,376.8384,376.8386,0.094192708,-0.163763021,0,0,0,,0,55,55,5,1,3,RL,capefory,cursive,capefory_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,376.8398,377.0381,377.0381,377.5381,,,,,,,,,,,,,,2.6572,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,57,0,377.5387,380.2048,z,1,2.6572,,[],[],[],[],[],[],[],380.2049,382.2043,382.2043,382.2045,[],[],[],[],[],[],[],,,,382.2046,382.2047,0.094192708,-0.163763021,0,0,0,,0,56,56,69,1,3,TL,redisent,cursive,redisent_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,382.206,382.4048,382.4049,382.9049,,,,,,,,,,,,,,1.4519,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,58,0,382.9056,384.3705,z,0,1.4519,,[],[],[],[],[],[],[],384.3707,386.3714,386.3714,386.3716,[],[],[],[],[],[],[],,,,386.3716,386.3716,0.094192708,-0.163763021,0,0,0,,0,57,57,154,1,3,word,STORAGE,cursive,storage_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,386.3729,386.5702,386.5702,387.0715,,,,,,,,,,,,,,1.2362,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,59,0,387.072,388.3215,m,1,1.2362,,[],[],[],[],[],[],[],388.3216,390.3213,390.3214,390.3216,[],[],[],[],[],[],[],,,,390.3217,390.3217,0.094192708,-0.163763021,0,0,0,,0,58,58,98,1,3,word,CRIMINAL,print,criminal_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,390.3231,390.5214,390.5215,391.0214,,,,,,,,,,,,,,1.3065,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,60,1,391.0222,392.3382,m,1,1.3065,,[],[],[],[],[],[],[],392.3383,394.3381,394.3381,396.0548,[],[],[],[],[],[],[],z,1.7036,,396.0548,396.055,0.094192708,-0.163763021,0,0,0,,0,59,59,142,1,3,word,REMOTE,print,remote_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,396.0565,396.2549,396.2549,396.7549,,,,,,,,,,,,,,1.7736,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,61,0,396.7556,398.5378,z,0,1.7736,,[],[],[],[],[],[],[],398.5379,400.5382,400.5382,400.5384,[],[],[],[],[],[],[],,,,400.5384,400.5386,0.094192708,-0.163763021,0,0,0,,0,60,60,123,1,3,word,MODERATE,cursive,moderate_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,400.5402,400.7382,400.7383,401.2368,,,,,,,,,,,,,,2.0159,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,62,1,401.2371,403.2547,z,1,2.0159,,[],[],[],[],[],[],[],403.2548,405.2547,405.2548,406.7539,[],[],[],[],[],[],[],z,1.4864,,406.7539,406.7541,0.094192708,-0.163763021,0,0,0,,0,61,61,8,1,3,RL,cocewage,print,cocewage_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,406.7555,406.9549,406.9549,407.4537,,,,,,,,,,,,,,0.8708,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,63,0,407.4542,408.338,m,0,0.8708,,[],[],[],[],[],[],[],408.3381,410.3381,410.3381,410.3383,[],[],[],[],[],[],[],,,,410.3383,410.3384,0.094192708,-0.163763021,0,0,0,,0,62,62,35,1,3,TL,cateferia,print,cateferia_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,410.3398,410.5381,410.5382,411.0381,,,,,,,,,,,,,,2.1371,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,64,0,411.0387,413.1883,z,1,2.1371,,[],[],[],[],[],[],[],413.1885,415.1881,415.1882,415.1884,[],[],[],[],[],[],[],,,,415.1885,415.1886,0.094192708,-0.163763021,0,0,0,,0,63,63,72,1,3,TL,senmitent,print,senmitent_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,415.1901,415.3881,415.3882,415.8881,,,,,,,,,,,,,,5.031,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,65,0,415.8886,420.9213,z,1,5.031,,[],[],[],[],[],[],[],420.9213,422.9215,422.9215,422.9218,[],[],[],[],[],[],[],,,,422.9218,422.9219,0.094192708,-0.163763021,0,0,0,,0,64,64,39,1,3,TL,clicinal,print,clicinal_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,422.9235,423.1214,423.1215,423.6214,,,,,,,,,,,,,,2.0865,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,66,0,423.622,425.7215,m,1,2.0865,,[],[],[],[],[],[],[],425.7216,427.7215,427.7216,427.7217,[],[],[],[],[],[],[],,,,427.7218,427.7219,0.094192708,-0.163763021,0,0,0,,0,65,65,105,1,3,word,EDITOR,print,editor_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,427.7235,427.9207,427.9207,428.4214,,,,,,,,,,,,,,3.3821,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,67,0,428.4219,431.8049,z,1,3.3821,,[],[],[],[],[],[],[],431.8051,433.8049,433.805,433.8053,[],[],[],[],[],[],[],,,,433.8054,433.8055,0.094192708,-0.163763021,0,0,0,,0,66,66,63,1,3,TL,racidal,cursive,racidal_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,433.8071,434.0048,434.0048,434.5049,,,,,,,,,,,,,,2.3526,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,68,0,434.5054,436.8715,z,0,2.3526,,[],[],[],[],[],[],[],436.8715,438.8715,438.8715,438.8718,[],[],[],[],[],[],[],,,,438.8719,438.872,0.094192708,-0.163763021,0,0,0,,0,67,67,90,1,3,word,CAPITAL,cursive,capital_c.png,,,
