counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,19.976,20.174,20.174,20.674,20.676,22.041,m,1,1.348,,[],[],[],[],[],[],[],1.348,1,22.042,22.541,0,5,5,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,22.542,22.741,22.741,23.241,23.243,24.276,m,1,1.021,,[],[],[],[],[],[],[],1.021,1,24.276,24.774,0,6,6,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,24.776,24.975,24.975,25.474,25.475,26.807,m,1,1.316,,[],[],[],[],[],[],[],1.316,1,26.808,27.308,0,7,7,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,27.309,27.508,27.508,28.008,28.009,28.808,m,1,0.786,,[],[],[],[],[],[],[],0.786,1,28.808,29.308,0,8,8,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,29.31,29.508,29.508,30.008,30.009,31.907,z,1,1.886,,[],[],[],[],[],[],[],1.886,1,31.908,32.407,0,9,9,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,32.409,32.608,32.609,33.108,33.109,34.459,z,1,1.331,,[],[],[],[],[],[],[],1.331,1,34.459,34.958,0,10,10,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,34.959,35.158,35.158,35.657,35.658,36.608,z,1,0.934,,[],[],[],[],[],[],[],0.934,1,36.609,37.109,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,37.11,37.309,37.309,37.808,37.81,38.825,z,1,0.997,,[],[],[],[],[],[],[],0.997,1,38.826,39.325,0,12,12,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,39.326,39.525,39.525,40.025,40.027,41.742,z,1,1.699,,[],[],[],[],[],[],[],1.699,1,41.742,42.242,0,13,13,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,42.243,42.442,42.442,42.941,42.942,44.609,z,1,1.655,,[],[],[],[],[],[],[],1.655,1,44.609,45.109,0,14,14,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,45.111,45.309,45.309,45.809,45.81,46.709,z,1,0.886,,[],[],[],[],[],[],[],0.886,1,46.709,47.209,0,15,15,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.218,62.711,,0.014444444,-0.411111111,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,62.721,62.91,62.91,63.41,,,,,,,,,,,,,,4.553,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,1,0,63.412,67.979,z,1,4.553,,[],[],[],[],[],[],[],67.979,69.978,69.978,69.983,[],[],[],[],[],[],[],,69.984,69.986,0.014444444,-0.411111111,0,0,0,,0,0,0,19,1,1,RL,monebate,print,monebate_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,69.987,70.177,70.177,70.677,,,,,,,,,,,,,,1.507,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,70.678,72.194,z,1,1.507,,[],[],[],[],[],[],[],72.194,74.193,74.193,74.194,[],[],[],[],[],[],[],,74.194,74.194,0.014444444,-0.411111111,0,0,0,,0,1,1,28,1,1,RL,renutal,print,renutal_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,74.196,74.394,74.394,74.894,,,,,,,,,,,,,,2.371,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,74.895,77.277,z,1,2.371,,[],[],[],[],[],[],[],77.278,79.277,79.277,79.278,[],[],[],[],[],[],[],,79.278,79.278,0.014444444,-0.411111111,0,0,0,,0,2,2,6,1,1,RL,crisival,print,crisival_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,79.279,79.477,79.478,79.977,,,,,,,,,,,,,,0.807,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,79.978,80.794,m,1,0.807,,[],[],[],[],[],[],[],80.794,82.794,82.794,82.795,[],[],[],[],[],[],[],,82.795,82.795,0.014444444,-0.411111111,0,0,0,,0,3,3,107,1,1,word,EVIDENT,print,evident_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,82.796,82.994,82.994,83.494,,,,,,,,,,,,,,1.004,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,1,83.495,84.511,z,1,1.004,,[],[],[],[],[],[],[],84.511,86.511,86.511,90.227,[],[],[],[],[],[],[],m,90.227,90.228,0.014444444,-0.411111111,0,0,0,,0,4,4,12,1,1,RL,ebiwent,print,ebiwent_p.png,3.706,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,90.229,90.428,90.428,90.928,,,,,,,,,,,,,,1.322,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,6,0,90.928,92.262,z,1,1.322,,[],[],[],[],[],[],[],92.262,94.261,94.261,94.262,[],[],[],[],[],[],[],,94.262,94.262,0.014444444,-0.411111111,0,0,0,,0,5,5,24,1,1,RL,probice,print,probice_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,94.264,94.462,94.462,94.962,,,,,,,,,,,,,,1.088,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,94.962,96.062,z,1,1.088,,[],[],[],[],[],[],[],96.063,98.062,98.062,98.063,[],[],[],[],[],[],[],,98.063,98.063,0.014444444,-0.411111111,0,0,0,,0,6,6,4,1,1,RL,carminal,print,carminal_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,98.064,98.262,98.262,98.762,,,,,,,,,,,,,,1.403,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,1,98.763,100.179,m,1,1.403,,[],[],[],[],[],[],[],100.179,102.179,102.179,103.746,[],[],[],[],[],[],[],z,103.746,103.746,0.014444444,-0.411111111,0,0,0,,0,7,7,94,1,1,word,CLINICAL,cursive,clinical_c.png,1.558,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,103.747,103.945,103.945,104.445,,,,,,,,,,,,,,5.81,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,104.446,110.263,z,1,5.81,,[],[],[],[],[],[],[],110.263,112.263,112.263,112.263,[],[],[],[],[],[],[],,112.263,112.264,0.014444444,-0.411111111,0,0,0,,0,8,8,53,1,1,TL,dentisy,cursive,dentisy_c.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,112.265,112.463,112.463,112.963,,,,,,,,,,,,,,1.694,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,112.964,114.664,m,0,1.694,,[],[],[],[],[],[],[],114.664,116.663,116.663,116.664,[],[],[],[],[],[],[],,116.664,116.665,0.014444444,-0.411111111,0,0,0,,0,9,9,45,1,1,TL,cacapity,print,cacapity_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,116.667,116.863,116.863,117.363,,,,,,,,,,,,,,1.327,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,117.364,118.697,m,1,1.327,,[],[],[],[],[],[],[],118.697,120.696,120.696,120.697,[],[],[],[],[],[],[],,120.697,120.697,0.014444444,-0.411111111,0,0,0,,0,10,10,132,1,1,word,PROPOSAL,cursive,proposal_c.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,120.699,120.896,120.896,121.396,,,,,,,,,,,,,,5.676,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,121.397,127.079,z,1,5.676,,[],[],[],[],[],[],[],127.079,129.08,129.08,129.081,[],[],[],[],[],[],[],,129.081,129.081,0.014444444,-0.411111111,0,0,0,,0,11,11,50,1,1,TL,condiser,cursive,condiser_c.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,129.082,129.28,129.28,129.78,,,,,,,,,,,,,,1.039,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,129.781,130.83,m,1,1.039,,[],[],[],[],[],[],[],130.83,132.83,132.831,132.831,[],[],[],[],[],[],[],,132.831,132.832,0.014444444,-0.411111111,0,0,0,,0,12,12,100,1,1,word,DECADE,print,decade_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,132.833,133.031,133.031,133.53,,,,,,,,,,,,,,1.923,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,133.531,135.463,z,1,1.923,,[],[],[],[],[],[],[],135.463,137.464,137.464,137.464,[],[],[],[],[],[],[],,137.465,137.465,0.014444444,-0.411111111,0,0,0,,0,13,13,37,1,1,RL,skofen,print,skofen_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,137.466,137.664,137.664,138.164,,,,,,,,,,,,,,1.677,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,1,138.165,139.848,m,1,1.677,,[],[],[],[],[],[],[],139.848,141.847,141.848,146.081,[],[],[],[],[],[],[],z,146.082,146.082,0.014444444,-0.411111111,0,0,0,,0,14,14,81,1,1,word,ADVISORY,cursive,advisory_c.png,4.23,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,146.083,146.281,146.281,146.781,,,,,,,,,,,,,,12.279,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,1,146.782,159.066,m,1,12.279,,[],[],[],[],[],[],[],159.067,161.065,161.066,163.099,[],[],[],[],[],[],[],z,163.099,163.099,0.014444444,-0.411111111,0,0,0,,0,15,15,102,1,1,word,DENSITY,cursive,density_c.png,2.03,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,163.1,163.299,163.299,163.799,,,,,,,,,,,,,,0.972,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,163.799,164.782,m,1,0.972,,[],[],[],[],[],[],[],164.782,166.782,166.782,166.783,[],[],[],[],[],[],[],,166.783,166.783,0.014444444,-0.411111111,0,0,0,,0,16,16,120,1,1,word,MILITARY,print,military_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,166.784,166.982,166.982,167.482,,,,,,,,,,,,,,2.814,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,167.483,170.302,m,1,2.814,,[],[],[],[],[],[],[],170.302,172.298,172.298,172.299,[],[],[],[],[],[],[],,172.299,172.299,0.014444444,-0.411111111,0,0,0,,0,17,17,142,1,1,word,REMOTE,print,remote_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,172.3,172.499,172.499,172.999,,,,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,1,173,173.633,m,1,0.628,,[],[],[],[],[],[],[],173.634,175.633,175.633,177.833,[],[],[],[],[],[],[],m,177.833,177.833,0.014444444,-0.411111111,0,0,0,,0,18,18,92,1,1,word,CATEGORY,print,category_p.png,2.193,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,177.833,178.033,178.033,178.533,,,,,,,,,,,,,,0.94,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,178.533,179.482,m,1,0.94,,[],[],[],[],[],[],[],179.482,181.483,181.483,181.483,[],[],[],[],[],[],[],,181.483,181.484,0.014444444,-0.411111111,0,0,0,,0,19,19,97,1,1,word,COVERAGE,print,coverage_p.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,181.485,181.682,181.683,182.183,,,,,,,,,,,,,,0.989,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,182.183,183.183,m,1,0.989,,[],[],[],[],[],[],[],183.183,185.182,185.182,185.183,[],[],[],[],[],[],[],,185.183,185.183,0.014444444,-0.411111111,0,0,0,,0,20,20,147,1,1,word,ROMANTIC,cursive,romantic_c.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,185.184,185.383,185.383,185.883,,,,,,,,,,,,,,1.324,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,185.884,187.216,m,1,1.324,,[],[],[],[],[],[],[],187.216,189.216,189.216,189.216,[],[],[],[],[],[],[],,189.216,189.216,0.014444444,-0.411111111,0,0,0,,0,21,21,135,1,1,word,QUALITY,cursive,quality_c.png,,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,189.217,189.417,189.417,189.916,,,,,,,,,,,,,,0.623,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,23,1,189.917,190.55,m,1,0.623,,[],[],[],[],[],[],[],190.55,192.55,192.55,193.367,[],[],[],[],[],[],[],m,193.368,193.368,0.014444444,-0.411111111,0,0,0,,0,22,22,99,1,1,word,DEBATE,print,debate_p.png,0.812,,,,,
,,,,31926,001,2025-10-19_17h03.40.985,HW_LDT_1,2024.2.4,MacIntel,250,,,,,,,,,,,,,,,,,,,,193.369,193.566,193.566,194.066,,,,,,,,,,,,,,3.305,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,24,0,194.067,197.384,z,1,3.305,,[],[],[],[],[],[],[],197.384,199.384,199.384,199.385,[],[],[],[],[],[],[],,199.385,199.385,0.014444444,-0.411111111,0,0,0,,0,23,23,16,1,1,RL,marmipal,print,marmipal_p.png,,,,,,
