counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,142.1488,142.3467,142.3468,142.8477,,,,,,,,,,,,0.6475,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,22,0,142.8483,143.497,m,0,0.6475,,[],[],[],[],[],[],[],143.497,145.4976,145.4977,145.498,[],[],[],[],[],[],[],,145.498,145.4982,0.30535411,-0.263862942,0,0,0,,0,21,21,5,1,4,RL,bebine,print,bebine_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,145.4996,145.6976,145.6977,146.1976,,,,,,,,,,,,1.354,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,23,0,146.1981,147.5643,m,1,1.354,,[],[],[],[],[],[],[],147.5644,149.5642,149.5643,149.5644,[],[],[],[],[],[],[],,149.5644,149.5645,0.30535411,-0.263862942,0,0,0,,0,22,22,95,1,4,word,COMEDY,print,comedy_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,149.5655,149.7634,149.7635,150.2642,,,,,,,,,,,,0.9491,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,24,0,150.2648,151.2147,z,1,0.9491,,[],[],[],[],[],[],[],151.2147,153.2143,153.2143,153.2145,[],[],[],[],[],[],[],,153.2145,153.2146,0.30535411,-0.263862942,0,0,0,,0,23,23,19,1,4,RL,elacodate,cursive,elacodate_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,153.2158,153.4143,153.4144,153.9142,,,,,,,,,,,,1.5484,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,25,0,153.9149,155.4642,m,0,1.5484,,[],[],[],[],[],[],[],155.4644,157.4642,157.4642,157.4645,[],[],[],[],[],[],[],,157.4645,157.4647,0.30535411,-0.263862942,0,0,0,,0,24,24,66,1,4,TL,opmital,print,opmital_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,157.4659,157.6645,157.6646,158.1641,,,,,,,,,,,,1.0352,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,26,0,158.1646,159.2142,z,0,1.0352,,[],[],[],[],[],[],[],159.2142,161.2143,161.2143,161.2146,[],[],[],[],[],[],[],,161.2146,161.2147,0.30535411,-0.263862942,0,0,0,,0,25,25,129,1,4,word,PARENT,cursive,parent_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,161.2162,161.4143,161.4143,161.9143,,,,,,,,,,,,0.7728,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,27,0,161.9148,162.6973,m,1,0.7728,,[],[],[],[],[],[],[],162.6973,164.6975,164.6976,164.6979,[],[],[],[],[],[],[],,164.698,164.698,0.30535411,-0.263862942,0,0,0,,0,26,26,141,1,4,word,RELIGION,print,religion_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,164.6993,164.8975,164.8975,165.3975,,,,,,,,,,,,1.0554,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,28,0,165.398,166.4641,z,1,1.0554,,[],[],[],[],[],[],[],166.4642,168.4641,168.4642,168.4644,[],[],[],[],[],[],[],,168.4644,168.4644,0.30535411,-0.263862942,0,0,0,,0,27,27,28,1,4,RL,mifikary,print,mifikary_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,168.4657,168.6635,168.6636,169.1632,,,,,,,,,,,,0.8832,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,29,1,169.1637,170.0478,m,1,0.8832,,[],[],[],[],[],[],[],170.0478,172.0475,172.0476,174.1309,[],[],[],[],[],[],[],m,174.1309,174.131,0.30535411,-0.263862942,0,0,0,,0,28,28,143,1,4,word,REMOVAL,print,removal_p.png,2.0722,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,174.1322,174.3307,174.3308,174.8306,,,,,,,,,,,,0.9211,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,30,0,174.8311,175.7635,m,1,0.9211,,[],[],[],[],[],[],[],175.7637,177.7638,177.7639,177.764,[],[],[],[],[],[],[],,177.7641,177.7642,0.30535411,-0.263862942,0,0,0,,0,29,29,85,1,4,word,BENEFIT,cursive,benefit_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,177.7656,177.9641,177.9642,178.464,,,,,,,,,,,,0.669,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,31,1,178.4646,179.1474,z,0,0.669,,[],[],[],[],[],[],[],179.1474,181.1474,181.1475,182.3475,[],[],[],[],[],[],[],m,182.3476,182.3477,0.30535411,-0.263862942,0,0,0,,0,30,30,135,1,4,word,QUALITY,print,quality_p.png,1.1929,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,182.3489,182.5472,182.5473,183.0474,,,,,,,,,,,,1.9047,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,32,0,183.0478,184.9641,z,1,1.9047,,[],[],[],[],[],[],[],184.9641,186.9641,186.9642,186.9644,[],[],[],[],[],[],[],,186.9644,186.9645,0.30535411,-0.263862942,0,0,0,,0,31,31,59,1,4,TL,fornute,cursive,fornute_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,186.9659,187.1631,187.1632,187.664,,,,,,,,,,,,0.7702,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,33,0,187.6646,188.4474,m,0,0.7702,,[],[],[],[],[],[],[],188.4475,190.4472,190.4473,190.4475,[],[],[],[],[],[],[],,190.4475,190.4476,0.30535411,-0.263862942,0,0,0,,0,32,32,70,1,4,TL,quatily,print,quatily_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,190.4489,190.647,190.647,191.1473,,,,,,,,,,,,0.9476,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,34,0,191.1479,192.0973,z,1,0.9476,,[],[],[],[],[],[],[],192.0974,194.0963,194.0964,194.0965,[],[],[],[],[],[],[],,194.0966,194.0968,0.30535411,-0.263862942,0,0,0,,0,33,33,39,1,4,RL,relone,cursive,relone_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,194.098,194.2962,194.2963,194.7973,,,,,,,,,,,,0.8984,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,35,0,194.7977,195.6973,z,1,0.8984,,[],[],[],[],[],[],[],195.6974,197.6963,197.6964,197.6965,[],[],[],[],[],[],[],,197.6966,197.6966,0.30535411,-0.263862942,0,0,0,,0,34,34,24,1,4,RL,marmipal,cursive,marmipal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,197.6978,197.8974,197.8975,198.3973,,,,,,,,,,,,0.6398,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,36,1,198.3978,199.0474,m,1,0.6398,,[],[],[],[],[],[],[],199.0474,201.0463,201.0463,202.4468,[],[],[],[],[],[],[],m,202.4468,202.4469,0.30535411,-0.263862942,0,0,0,,0,35,35,140,1,4,word,RELATIVE,print,relative_p.png,1.3993,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,202.4477,202.6473,202.6473,203.1472,,,,,,,,,,,,0.9871,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,37,0,203.1477,204.1472,m,0,0.9871,,[],[],[],[],[],[],[],204.1473,206.1469,206.147,206.1471,[],[],[],[],[],[],[],,206.1472,206.1473,0.30535411,-0.263862942,0,0,0,,0,36,36,21,1,4,RL,insibate,print,insibate_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,206.1484,206.3472,206.3473,206.8462,,,,,,,,,,,,0.8085,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,38,0,206.8467,207.6639,z,1,0.8085,,[],[],[],[],[],[],[],207.6639,209.6639,209.664,209.6641,[],[],[],[],[],[],[],,209.6642,209.6642,0.30535411,-0.263862942,0,0,0,,0,37,37,48,1,4,RL,vabifity,print,vabifity_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,209.6657,209.8635,209.8636,210.364,,,,,,,,,,,,0.6816,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,39,0,210.3647,211.0473,z,1,0.6816,,[],[],[],[],[],[],[],211.0474,213.0471,213.0471,213.0472,[],[],[],[],[],[],[],,213.0473,213.0474,0.30535411,-0.263862942,0,0,0,,0,38,38,32,1,4,RL,patisic,cursive,patisic_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,213.0485,213.2471,213.2472,213.7471,,,,,,,,,,,,1.3579,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,40,0,213.7476,215.1139,z,1,1.3579,,[],[],[],[],[],[],[],215.114,217.1138,217.1139,217.1141,[],[],[],[],[],[],[],,217.1141,217.1142,0.30535411,-0.263862942,0,0,0,,0,39,39,31,1,4,RL,orimipal,print,orimipal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,217.1156,217.3138,217.3138,217.8138,,,,,,,,,,,,0.8866,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,41,0,217.8144,218.7129,z,1,0.8866,,[],[],[],[],[],[],[],218.7129,220.7138,220.7138,220.714,[],[],[],[],[],[],[],,220.7141,220.7141,0.30535411,-0.263862942,0,0,0,,0,40,40,13,1,4,RL,crisival,cursive,crisival_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,220.7152,220.9139,220.914,221.4138,,,,,,,,,,,,0.7303,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,42,0,221.4146,222.147,z,0,0.7303,,[],[],[],[],[],[],[],222.1471,224.1464,224.1465,224.1467,[],[],[],[],[],[],[],,224.1467,224.1468,0.30535411,-0.263862942,0,0,0,,0,41,41,151,1,4,word,SPECIFIC,cursive,specific_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,224.1478,224.347,224.3472,224.8462,,,,,,,,,,,,0.7362,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,43,0,224.8467,225.5968,z,0,0.7362,,[],[],[],[],[],[],[],225.5969,227.597,227.5971,227.5974,[],[],[],[],[],[],[],,227.5974,227.5975,0.30535411,-0.263862942,0,0,0,,0,42,42,142,1,4,word,REMOTE,cursive,remote_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,227.5989,227.797,227.7971,228.2971,,,,,,,,,,,,0.831,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,44,0,228.2977,229.1303,m,1,0.831,,[],[],[],[],[],[],[],229.1304,231.1303,231.1303,231.1305,[],[],[],[],[],[],[],,231.1306,231.1306,0.30535411,-0.263862942,0,0,0,,0,43,43,145,1,4,word,RESUME,print,resume_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,231.1318,231.3298,231.3298,231.8304,,,,,,,,,,,,0.6972,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,45,1,231.8309,232.5292,m,0,0.6972,,[],[],[],[],[],[],[],232.5293,234.5303,234.5303,235.3138,[],[],[],[],[],[],[],m,235.3139,235.314,0.30535411,-0.263862942,0,0,0,,0,44,44,68,1,4,TL,prosopal,print,prosopal_p.png,0.7715,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,235.3152,235.5137,235.5137,236.0137,,,,,,,,,,,,1.5689,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,46,0,236.0141,237.5959,m,1,1.5689,,[],[],[],[],[],[],[],237.5959,239.5971,239.5971,239.5973,[],[],[],[],[],[],[],,239.5974,239.5976,0.30535411,-0.263862942,0,0,0,,0,45,45,136,1,4,word,RADICAL,print,radical_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,239.5989,239.7969,239.797,240.296,,,,,,,,,,,,0.4151,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,47,0,240.2965,240.7135,m,0,0.4151,,[],[],[],[],[],[],[],240.7136,242.7126,242.7127,242.7129,[],[],[],[],[],[],[],,242.713,242.7131,0.30535411,-0.263862942,0,0,0,,0,46,46,64,1,4,TL,moredate,print,moredate_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,242.714,242.9138,242.9138,243.4127,,,,,,,,,,,,0.331,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,48,0,243.4133,243.7465,z,0,0.331,,[],[],[],[],[],[],[],243.7466,245.7469,245.7469,245.7471,[],[],[],[],[],[],[],,245.7472,245.7473,0.30535411,-0.263862942,0,0,0,,0,47,47,100,1,4,word,DECADE,cursive,decade_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,245.7483,245.9469,245.947,246.447,,,,,,,,,,,,0.2643,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,49,0,246.4475,246.7128,z,1,0.2643,,[],[],[],[],[],[],[],246.7129,248.7127,248.7128,248.7129,[],[],[],[],[],[],[],,248.713,248.7131,0.30535411,-0.263862942,0,0,0,,0,48,48,20,1,4,RL,gralekul,print,gralekul_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,248.7141,248.9136,248.9136,249.4128,,,,,,,,,,,,1.5045,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,50,0,249.4132,250.9295,z,0,1.5045,,[],[],[],[],[],[],[],250.9296,252.9292,252.9293,252.9294,[],[],[],[],[],[],[],,252.9295,252.9295,0.30535411,-0.263862942,0,0,0,,0,49,49,157,1,4,word,VALIDITY,print,validity_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,252.9304,253.1302,253.1302,253.6302,,,,,,,,,,,,0.5646,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,51,0,253.6307,254.1968,z,0,0.5646,,[],[],[],[],[],[],[],254.1969,256.1968,256.1968,256.197,[],[],[],[],[],[],[],,256.1971,256.1972,0.30535411,-0.263862942,0,0,0,,0,50,50,155,1,4,word,STRATEGY,print,strategy_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,256.1983,256.3969,256.3969,256.8965,,,,,,,,,,,,0.4536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,52,1,256.897,257.363,z,1,0.4536,,[],[],[],[],[],[],[],257.363,259.3626,259.3626,261.5466,[],[],[],[],[],[],[],m,261.5466,261.5467,0.30535411,-0.263862942,0,0,0,,0,51,51,50,1,4,RL,vecelan,cursive,vecelan_c.png,2.1834,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,261.548,261.7467,261.7467,262.2459,,,,,,,,,,,,3.6354,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,53,0,262.2464,265.8966,m,0,3.6354,,[],[],[],[],[],[],[],265.8966,267.8968,267.8968,267.897,[],[],[],[],[],[],[],,267.897,267.8971,0.30535411,-0.263862942,0,0,0,,0,52,52,23,1,4,RL,linefal,cursive,linefal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,267.8985,268.0969,268.097,268.5968,,,,,,,,,,,,0.0221,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,54,0,268.5973,268.6301,z,0,0.0221,,[],[],[],[],[],[],[],268.6303,270.6301,270.6301,270.6303,[],[],[],[],[],[],[],,270.6303,270.6304,0.30535411,-0.263862942,0,0,0,,0,53,53,131,1,4,word,POPULAR,print,popular_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,270.6318,270.8293,270.8293,271.3293,,,,,,,,,,,,1.248,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,55,0,271.3298,272.5799,m,1,1.248,,[],[],[],[],[],[],[],272.58,274.579,274.5791,274.5793,[],[],[],[],[],[],[],,274.5794,274.5794,0.305086617,-0.264363961,0,0,0,,0,54,54,111,1,4,word,INDICATE,print,indicate_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,274.5805,274.7801,274.7801,275.28,,,,,,,,,,,,2.0887,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,56,0,275.2806,277.379,m,0,2.0887,,[],[],[],[],[],[],[],277.379,279.3804,279.3805,279.3807,[],[],[],[],[],[],[],,279.3807,279.3807,0.30480214,-0.265111243,0,0,0,,0,55,55,75,1,4,TL,sanile,print,sanile_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,279.3818,279.5801,279.5801,280.0799,,,,,,,,,,,,2.232,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,57,0,280.0802,282.3134,m,1,2.232,,[],[],[],[],[],[],[],282.3135,284.3134,284.3134,284.3136,[],[],[],[],[],[],[],,284.3137,284.3139,0.30480214,-0.265365999,0,0,0,,0,56,56,133,1,4,word,PROVIDE,cursive,provide_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,284.3152,284.5133,284.5134,285.0132,,,,,,,,,,,,1.3529,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,58,0,285.0134,286.3792,m,0,1.3529,,[],[],[],[],[],[],[],286.3793,288.38,288.38,288.3802,[],[],[],[],[],[],[],,288.3803,288.3803,0.30480214,-0.265365999,0,0,0,,0,57,57,35,1,4,RL,probice,cursive,probice_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,288.3817,288.58,288.58,289.0801,,,,,,,,,,,,3.955,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,59,0,289.0808,293.0465,m,1,3.955,,[],[],[],[],[],[],[],293.0465,295.0467,295.0468,295.047,[],[],[],[],[],[],[],,295.0471,295.0472,0.305048404,-0.264605978,0,0,0,,0,58,58,148,1,4,word,SALINE,print,saline_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,295.0486,295.2467,295.2468,295.7467,,,,,,,,,,,,7.1208,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,60,0,295.7472,302.8798,m,1,7.1208,,[],[],[],[],[],[],[],302.8799,304.8799,304.88,304.8801,[],[],[],[],[],[],[],,304.8803,304.8804,0.305048404,-0.264087976,0,0,0,,0,59,59,86,1,4,word,BESIDE,print,beside_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,304.8819,305.0799,305.08,305.5801,,,,,,,,,,,,1.5183,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,61,0,305.5806,307.113,m,1,1.5183,,[],[],[],[],[],[],[],307.113,309.1133,309.1133,309.1136,[],[],[],[],[],[],[],,309.1136,309.1138,0.305048404,-0.263837466,0,0,0,,0,60,60,118,1,4,word,MEDICINE,cursive,medicine_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,309.115,309.3133,309.3133,309.8128,,,,,,,,,,,,15.2024,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,62,0,309.813,325.0296,m,0,15.2024,,[],[],[],[],[],[],[],325.0296,327.0295,327.0295,327.0296,[],[],[],[],[],[],[],,327.0296,327.0296,0.305048404,-0.263586957,0,0,0,,0,61,61,40,1,4,RL,reconal,print,reconal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,327.0299,327.2298,327.2299,327.7298,,,,,,,,,,,,0.4636,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,63,0,327.7304,328.1961,m,1,0.4636,,[],[],[],[],[],[],[],328.1961,330.1953,330.1953,330.1954,[],[],[],[],[],[],[],,330.1955,330.1955,0.305048404,-0.263336447,0,0,0,,0,62,62,91,1,4,word,CARDINAL,cursive,cardinal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,330.1961,330.3964,330.3964,330.8964,,,,,,,,,,,,4.4703,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,64,0,330.8969,335.3787,m,0,4.4703,,[],[],[],[],[],[],[],335.3787,337.3797,337.3797,337.3798,[],[],[],[],[],[],[],,337.3799,337.3799,0.305048404,-0.263336447,0,0,0,,0,63,63,43,1,4,RL,rovastic,print,rovastic_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,337.3811,337.5789,337.5789,338.0798,,,,,,,,,,,,1.1478,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,65,0,338.0804,339.2294,m,1,1.1478,,[],[],[],[],[],[],[],339.2295,341.2296,341.2296,341.2297,[],[],[],[],[],[],[],,341.2299,341.23,0.303664232,-0.264962636,0,0,0,,0,64,64,116,1,4,word,MARGINAL,cursive,marginal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,341.2311,341.4293,341.4293,341.9296,,,,,,,,,,,,0.6022,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,66,0,341.9301,342.5461,m,1,0.6022,,[],[],[],[],[],[],[],342.5461,344.5462,344.5462,344.5463,[],[],[],[],[],[],[],,344.5463,344.5463,0.303664232,-0.264436141,0,0,0,,0,65,65,156,1,4,word,TRIBUTE,print,tribute_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,344.547,344.7462,344.7463,345.2463,,,,,,,,,,,,1.2193,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,67,0,345.2468,346.4794,z,1,1.2193,,[],[],[],[],[],[],[],346.4795,348.4796,348.4796,348.4798,[],[],[],[],[],[],[],,348.4798,348.48,0.303664232,-0.264066746,0,0,0,,0,66,66,58,1,4,TL,edivent,print,edivent_p.png,,,,,,
