counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,38.4261,38.6244,38.6245,39.1243,39.1251,39.8749,z,1,0.7294,,[],[],[],[],[],[],[],0.7294,1,39.875,40.3751,0,7,7,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,40.3765,40.575,40.575,41.0753,41.0758,41.7086,m,1,0.6132,,[],[],[],[],[],[],[],0.6132,1,41.7087,42.2089,0,8,8,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,42.2101,42.4086,42.4086,42.9085,42.9091,43.6588,z,1,0.7297,,[],[],[],[],[],[],[],0.7297,1,43.6589,44.1586,0,9,9,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,44.1595,44.3586,44.3586,44.8588,44.8597,45.5244,m,1,0.6547,,[],[],[],[],[],[],[],0.6547,1,45.5244,46.0244,0,10,10,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,46.0253,46.2253,46.2254,46.7244,46.725,47.3422,m,1,0.5994,,[],[],[],[],[],[],[],0.5994,1,47.3423,47.8421,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,47.8433,48.0421,48.0421,48.5411,48.5417,49.3589,m,1,0.7951,,[],[],[],[],[],[],[],0.7951,1,49.3591,49.8578,0,12,12,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,49.8586,50.0588,50.0588,50.5588,50.5597,51.3078,z,1,0.7285,,[],[],[],[],[],[],[],0.7285,1,51.3079,51.8091,0,13,13,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,51.8103,52.008,52.008,52.5089,52.5101,53.209,m,1,0.69,,[],[],[],[],[],[],[],0.69,1,53.2091,53.709,0,14,14,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,53.7102,53.9081,53.9082,54.4089,54.41,55.5589,z,1,1.1273,,[],[],[],[],[],[],[],1.1273,1,55.559,56.0591,0,15,15,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0646,57.3594,,0.023576389,-0.400807292,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,57.381,57.5591,57.5592,58.0589,,,,,,,,,,,,,,1.6343,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,1,58.0598,59.7088,m,1,1.6343,,[],[],[],[],[],[],[],59.7091,61.7082,61.7084,63.9258,[],[],[],[],[],[],[],z,2.2068,,63.9259,63.9286,0.082703993,-0.146966146,0,0,0,,0,0,0,98,1,4,word,CRIMINAL,cursive,criminal_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,63.9295,64.1258,64.1259,64.6258,,,,,,,,,,,,,,1.4579,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,0,64.6262,66.0928,m,1,1.4579,,[],[],[],[],[],[],[],66.093,68.0926,68.0926,68.0928,[],[],[],[],[],[],[],,,,68.0928,68.0929,0.082703993,-0.146966146,0,0,0,,0,1,1,141,1,4,word,RELIGION,print,religion_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,68.0936,68.2926,68.2926,68.7925,,,,,,,,,,,,,,1.1085,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,0,68.793,69.9089,m,1,1.1085,,[],[],[],[],[],[],[],69.9091,71.9093,71.9094,71.9096,[],[],[],[],[],[],[],,,,71.9096,71.9097,0.082703993,-0.146966146,0,0,0,,0,2,2,145,1,4,word,RESUME,print,resume_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,71.9108,72.1084,72.1084,72.6087,,,,,,,,,,,,,,1.3537,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,72.6094,73.9762,m,1,1.3537,,[],[],[],[],[],[],[],73.9762,75.9753,75.9753,75.9754,[],[],[],[],[],[],[],,,,75.9754,75.9755,0.082703993,-0.146966146,0,0,0,,0,3,3,81,1,4,word,ADVISORY,cursive,advisory_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,75.9763,76.1754,76.1754,76.6763,,,,,,,,,,,,,,1.0853,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,76.677,77.7763,z,1,1.0853,,[],[],[],[],[],[],[],77.7765,79.7762,79.7762,79.7764,[],[],[],[],[],[],[],,,,79.7764,79.7764,0.082703993,-0.146966146,0,0,0,,0,4,4,44,1,4,RL,senvilent,print,senvilent_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,79.7774,79.9763,79.9764,80.4752,,,,,,,,,,,,,,2.3376,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,6,0,80.4756,82.826,z,1,2.3376,,[],[],[],[],[],[],[],82.8262,84.8256,84.8257,84.826,[],[],[],[],[],[],[],,,,84.8261,84.8262,0.082703993,-0.146966146,0,0,0,,0,5,5,49,1,4,RL,vesofity,cursive,vesofity_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,84.8274,85.0262,85.0263,85.5264,,,,,,,,,,,,,,0.7201,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,85.5268,86.2598,m,0,0.7201,,[],[],[],[],[],[],[],86.2599,88.26,88.2601,88.2603,[],[],[],[],[],[],[],,,,88.2603,88.2604,0.082703993,-0.146966146,0,0,0,,0,6,6,68,1,4,TL,prosopal,print,prosopal_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,88.2615,88.4598,88.4598,88.9598,,,,,,,,,,,,,,2.0355,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,88.9601,91.01,z,0,2.0355,,[],[],[],[],[],[],[],91.0102,93.0099,93.0099,93.01,[],[],[],[],[],[],[],,,,93.0101,93.0101,0.082703993,-0.146966146,0,0,0,,0,7,7,138,1,4,word,REFUSAL,cursive,refusal_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,93.0109,93.2099,93.21,93.7095,,,,,,,,,,,,,,2.5035,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,93.71,96.2265,z,1,2.5035,,[],[],[],[],[],[],[],96.2266,98.2266,98.2267,98.2268,[],[],[],[],[],[],[],,,,98.2268,98.2269,0.082703993,-0.146966146,0,0,0,,0,8,8,26,1,4,RL,mesibine,cursive,mesibine_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,98.2277,98.4267,98.4268,98.9267,,,,,,,,,,,,,,1.0534,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,98.9272,99.9935,m,1,1.0534,,[],[],[],[],[],[],[],99.9936,101.9935,101.9936,101.9938,[],[],[],[],[],[],[],,,,101.9939,101.9941,0.082703993,-0.146966146,0,0,0,,0,9,9,94,1,4,word,CLINICAL,print,clinical_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,101.9955,102.1928,102.1928,102.6936,,,,,,,,,,,,,,0.6527,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,102.6942,103.36,m,1,0.6527,,[],[],[],[],[],[],[],103.3601,105.3602,105.3602,105.3605,[],[],[],[],[],[],[],,,,105.3605,105.3607,0.082703993,-0.146966146,0,0,0,,0,10,10,140,1,4,word,RELATIVE,print,relative_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,105.3619,105.5601,105.5602,106.0603,,,,,,,,,,,,,,0.7661,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,1,106.0605,106.8273,z,1,0.7661,,[],[],[],[],[],[],[],106.8273,108.8269,108.8269,110.177,[],[],[],[],[],[],[],m,1.3368,,110.1771,110.1772,0.082703993,-0.146966146,0,0,0,,0,11,11,74,1,4,TL,rerite,print,rerite_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,110.178,110.377,110.377,110.8772,,,,,,,,,,,,,,2.0858,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,0,110.8778,112.9772,z,1,2.0858,,[],[],[],[],[],[],[],112.9773,114.9771,114.9772,114.9774,[],[],[],[],[],[],[],,,,114.9774,114.9776,0.082703993,-0.146966146,0,0,0,,0,12,12,56,1,4,TL,donimant,cursive,donimant_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,114.9784,115.1772,115.1773,115.6764,,,,,,,,,,,,,,1.3759,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,115.6769,117.0605,z,1,1.3759,,[],[],[],[],[],[],[],117.0606,119.0607,119.0607,119.0608,[],[],[],[],[],[],[],,,,119.0609,119.0609,0.082703993,-0.146966146,0,0,0,,0,13,13,53,1,4,TL,cemerony,print,cemerony_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,119.0618,119.2605,119.2605,119.7603,,,,,,,,,,,,,,1.1369,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,119.7607,120.9103,z,1,1.1369,,[],[],[],[],[],[],[],120.9104,122.9107,122.9107,122.9109,[],[],[],[],[],[],[],,,,122.9109,122.911,0.082703993,-0.146966146,0,0,0,,0,14,14,10,1,4,RL,carminal,cursive,carminal_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,122.9118,123.1105,123.1106,123.6106,,,,,,,,,,,,,,0.5918,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,1,123.6111,124.2108,m,1,0.5918,,[],[],[],[],[],[],[],124.2108,126.2107,126.2108,128.7277,[],[],[],[],[],[],[],z,2.506,,128.7278,128.728,0.082703993,-0.146966146,0,0,0,,0,15,15,155,1,4,word,STRATEGY,print,strategy_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,128.7294,128.9274,128.9274,129.4276,,,,,,,,,,,,,,1.8025,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,129.4281,131.2443,z,0,1.8025,,[],[],[],[],[],[],[],131.2444,133.2443,133.2443,133.2445,[],[],[],[],[],[],[],,,,133.2446,133.2447,0.082703993,-0.146966146,0,0,0,,0,16,16,101,1,4,word,DELICATE,cursive,delicate_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,133.2461,133.4443,133.4444,133.9442,,,,,,,,,,,,,,1.253,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,1,133.9446,135.2111,m,0,1.253,,[],[],[],[],[],[],[],135.2112,137.2109,137.211,138.2611,[],[],[],[],[],[],[],z,1.0376,,138.2612,138.2614,0.082703993,-0.146966146,0,0,0,,0,17,17,39,1,4,RL,relone,cursive,relone_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,138.2625,138.461,138.461,138.9611,,,,,,,,,,,,,,1.3874,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,19,1,138.9615,140.3614,z,1,1.3874,,[],[],[],[],[],[],[],140.3615,142.361,142.3611,143.5281,[],[],[],[],[],[],[],m,1.154,,143.5281,143.5284,0.082703993,-0.146966146,0,0,0,,0,18,18,79,1,4,TL,tritube,print,tritube_p.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,143.5296,143.7277,143.7277,144.2276,,,,,,,,,,,,,,1.3135,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,144.228,145.5446,z,1,1.3135,,[],[],[],[],[],[],[],145.5446,147.5445,147.5446,147.5448,[],[],[],[],[],[],[],,,,147.5448,147.5449,0.082703993,-0.146966146,0,0,0,,0,19,19,2,1,4,RL,asiral,cursive,asiral_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,147.5461,147.7445,147.7445,148.2442,,,,,,,,,,,,,,1.7199,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,148.2446,149.9782,m,1,1.7199,,[],[],[],[],[],[],[],149.9782,151.9782,151.9782,151.9785,[],[],[],[],[],[],[],,,,151.9785,151.9786,0.082703993,-0.146966146,0,0,0,,0,20,20,82,1,4,word,AMATEUR,cursive,amateur_c.png,,,
,,,,31194,001,2025-11-06_11h18.19.669,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,151.9799,152.1779,152.178,152.6782,,,,,,,,,,,,,,2.1316,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,152.6788,154.8116,z,1,2.1316,,[],[],[],[],[],[],[],154.8117,156.8117,156.8118,156.812,[],[],[],[],[],[],[],,,,156.812,156.8122,0.082703993,-0.146966146,0,0,0,,0,21,21,36,1,4,RL,rabigly,cursive,rabigly_c.png,,,
