counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,50.8614,51.0604,51.0604,51.5603,51.5613,52.3602,m,1,[],[],[],[],[],[],[],0.7781,1,52.3603,52.8604,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,0.7781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,52.8619,53.0603,53.0604,53.5602,53.5612,54.5433,z,1,[],[],[],[],[],[],[],0.9643,1,54.5435,55.0438,0,7,7,11,1,1012,NW,"ID",16,rashet,RASHET,z,0.9643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,55.0454,55.2436,55.2437,55.7436,55.7445,56.6271,z,1,[],[],[],[],[],[],[],0.8615,1,56.6273,57.1265,0,8,8,15,1,1016,NW,UN,16,mushed,WHAISE,z,0.8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,57.128,57.327,57.3271,57.8269,57.8283,58.9271,m,1,[],[],[],[],[],[],[],1.0733,1,58.9272,59.427,0,9,9,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,1.0733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,59.4285,59.627,59.627,60.127,60.1282,60.877,m,1,[],[],[],[],[],[],[],0.734,1,60.8772,61.3772,0,10,10,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,61.3786,61.5769,61.577,62.077,62.078,62.96,z,1,[],[],[],[],[],[],[],0.8613,1,62.9601,63.4604,0,11,11,9,1,1010,NW,"ID",33,fariny,FARINY,z,0.8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,63.462,63.6603,63.6603,64.1603,64.1613,65.1105,z,1,[],[],[],[],[],[],[],0.928,1,65.1106,65.6104,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,65.6119,65.8103,65.8103,66.3103,66.3113,67.1766,z,1,[],[],[],[],[],[],[],0.8442,1,67.1768,67.677,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,67.6784,67.8769,67.877,68.377,68.3781,70.3602,m,1,[],[],[],[],[],[],[],1.968,1,70.3605,70.8603,0,14,14,4,1,1005,WORD,UN,33,abound,SQUEAK,m,1.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,70.8617,71.0603,71.0604,71.5602,71.5611,72.4934,z,1,[],[],[],[],[],[],[],0.9182,1,72.4935,72.9937,0,15,15,14,1,1015,NW,UN,16,miaber,THRALE,z,0.9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9999,76.9102,,0.148343988,-0.41039003,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,76.922,77.1103,77.1103,77.6099,,,,,,,,,,,,0.7646,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,1,1,77.6108,78.3773,m,1,0.7646,,[],[],[],[],[],[],[],78.3776,80.3773,80.3776,84.4106,[],[],[],[],[],[],[],m,4.0186,,84.4109,84.4129,0.151519144,-0.409616431,0,0,0,,0,0,0,131,1,4,word,POPULAR,print,popular_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,84.4137,84.6105,84.6106,85.11,,,,,,,,,,,,1.13,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,2,1,85.1103,86.2438,m,1,1.13,,[],[],[],[],[],[],[],86.2438,88.2436,88.2437,90.0437,[],[],[],[],[],[],[],m,1.7881,,90.0438,90.044,0.151519144,-0.409616431,0,0,0,,0,1,1,115,1,4,word,LOGICAL,print,logical_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,90.0453,90.2435,90.2435,90.7436,,,,,,,,,,,,3.1981,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,3,1,90.7443,93.9439,z,1,3.1981,,[],[],[],[],[],[],[],93.944,95.9435,95.9436,96.4936,[],[],[],[],[],[],[],z,0.5409,,96.4936,96.4937,0.151519144,-0.409616431,0,0,0,,0,2,2,1,1,4,RL,afaneur,cursive,afaneur_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,96.4944,96.6935,96.6935,97.1936,,,,,,,,,,,,0.9535,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,4,0,97.1942,98.1599,m,1,0.9535,,[],[],[],[],[],[],[],98.16,100.1602,100.1603,100.1606,[],[],[],[],[],[],[],,,,100.1606,100.1608,0.151255611,-0.408086235,0,0,0,,0,3,3,156,1,4,word,TRIBUTE,print,tribute_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,100.1621,100.3603,100.3604,100.8601,,,,,,,,,,,,2.728,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,5,0,100.8608,103.5933,m,1,2.728,,[],[],[],[],[],[],[],103.5934,105.5936,105.5937,105.594,[],[],[],[],[],[],[],,,,105.594,105.5942,0.151255611,-0.407049102,0,0,0,,0,4,4,129,1,4,word,PARENT,cursive,parent_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,105.5955,105.7937,105.7937,106.2936,,,,,,,,,,,,1.2538,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,6,0,106.2945,107.5602,z,1,1.2538,,[],[],[],[],[],[],[],107.5602,109.5601,109.5602,109.5605,[],[],[],[],[],[],[],,,,109.5607,109.5608,0.151255611,-0.407049102,0,0,0,,0,5,5,75,1,4,TL,sanile,print,sanile_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,109.5623,109.7602,109.7603,110.2601,,,,,,,,,,,,1.0318,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,7,1,110.2609,111.2938,z,1,1.0318,,[],[],[],[],[],[],[],111.2939,113.2937,113.2938,114.9601,[],[],[],[],[],[],[],m,1.6546,,114.9602,114.9603,0.151255611,-0.407049102,0,0,0,,0,6,6,43,1,4,RL,rovastic,print,rovastic_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,114.9611,115.1603,115.1604,115.6601,,,,,,,,,,,,0.8785,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,8,0,115.6607,116.5436,z,1,0.8785,,[],[],[],[],[],[],[],116.5437,118.5436,118.5436,118.5438,[],[],[],[],[],[],[],,,,118.5439,118.544,0.150737044,-0.405268124,0,0,0,,0,7,7,9,1,4,RL,cafigal,print,cafigal_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,118.5454,118.7429,118.743,119.2436,,,,,,,,,,,,0.9885,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,9,0,119.2448,120.2426,m,1,0.9885,,[],[],[],[],[],[],[],120.2429,122.2437,122.2437,122.2441,[],[],[],[],[],[],[],,,,122.2441,122.2443,0.150737044,-0.405268124,0,0,0,,0,8,8,90,1,4,word,CAPITAL,print,capital_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,122.2461,122.4438,122.4438,122.9436,,,,,,,,,,,,1.3533,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,10,0,122.9444,124.3104,m,1,1.3533,,[],[],[],[],[],[],[],124.3105,126.3104,126.3105,126.3108,[],[],[],[],[],[],[],,,,126.3109,126.3112,0.150737044,-0.405268124,0,0,0,,0,9,9,120,1,4,word,MILITARY,print,military_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,126.3129,126.5101,126.5102,127.0102,,,,,,,,,,,,3.6893,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,11,0,127.011,130.7103,z,0,3.6893,,[],[],[],[],[],[],[],130.7104,132.7102,132.7103,132.7105,[],[],[],[],[],[],[],,,,132.7106,132.7108,0.150737044,-0.405268124,0,0,0,,0,10,10,114,1,4,word,LOCATE,cursive,locate_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,132.7125,132.9102,132.9103,133.4103,,,,,,,,,,,,4.8706,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,12,0,133.411,138.2936,z,1,4.8706,,[],[],[],[],[],[],[],138.2937,140.2935,140.2935,140.2938,[],[],[],[],[],[],[],,,,140.2939,140.294,0.15124711,-0.406534786,0,0,0,,0,11,11,26,1,4,RL,mesibine,cursive,mesibine_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,140.2954,140.4935,140.4936,140.9934,,,,,,,,,,,,2.7639,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,13,0,140.9942,143.7598,z,0,2.7639,,[],[],[],[],[],[],[],143.7599,145.7603,145.7604,145.7608,[],[],[],[],[],[],[],,,,145.7609,145.761,0.139745137,-0.393647137,0,0,0,,0,12,12,101,1,4,word,DELICATE,cursive,delicate_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,145.7629,145.9604,145.9605,146.4601,,,,,,,,,,,,0.7725,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,14,0,146.4607,147.2436,z,1,0.7725,,[],[],[],[],[],[],[],147.2437,149.2435,149.2436,149.2439,[],[],[],[],[],[],[],,,,149.2439,149.2441,0.139745137,-0.391853407,0,0,0,,0,13,13,7,1,4,RL,casena,print,casena_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,149.2456,149.4435,149.4435,149.9435,,,,,,,,,,,,1.0309,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,15,0,149.9443,150.9768,z,1,1.0309,,[],[],[],[],[],[],[],150.9769,152.9768,152.9769,152.9771,[],[],[],[],[],[],[],,,,152.9772,152.9773,0.139745137,-0.391853407,0,0,0,,0,14,14,0,1,4,RL,abanemy,print,abanemy_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,152.9786,153.1768,153.1768,153.6768,,,,,,,,,,,,1.1038,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,16,0,153.6775,154.7932,m,1,1.1038,,[],[],[],[],[],[],[],154.7933,156.7925,156.7926,156.7927,[],[],[],[],[],[],[],,,,156.7929,156.793,0.139745137,-0.391853407,0,0,0,,0,15,15,151,1,4,word,SPECIFIC,cursive,specific_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,156.7945,156.9993,156.9993,157.4934,,,,,,,,,,,,0.7779,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,17,0,157.494,158.2768,m,1,0.7779,,[],[],[],[],[],[],[],158.2769,160.2768,160.2769,160.2771,[],[],[],[],[],[],[],,,,160.2772,160.2772,0.139745137,-0.391853407,0,0,0,,0,16,16,117,1,4,word,MARINE,print,marine_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,160.2786,160.4767,160.4769,160.9767,,,,,,,,,,,,1.6624,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,18,0,160.9773,162.6435,z,1,1.6624,,[],[],[],[],[],[],[],162.6436,164.6435,164.6436,164.6439,[],[],[],[],[],[],[],,,,164.6439,164.644,0.139745137,-0.392099939,0,0,0,,0,17,17,4,1,4,RL,betemit,cursive,betemit_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,164.6453,164.8431,164.8431,165.3435,,,,,,,,,,,,0.7579,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,19,0,165.3441,166.1103,m,1,0.7579,,[],[],[],[],[],[],[],166.1104,168.1102,168.1102,168.1105,[],[],[],[],[],[],[],,,,168.1105,168.1108,0.139745137,-0.392099939,0,0,0,,0,18,18,136,1,4,word,RADICAL,print,radical_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,168.1121,168.3101,168.3103,168.8101,,,,,,,,,,,,0.7135,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,20,0,168.8108,169.5268,m,1,0.7135,,[],[],[],[],[],[],[],169.527,171.5268,171.5268,171.5273,[],[],[],[],[],[],[],,,,171.5274,171.5278,0.139745137,-0.392099939,0,0,0,,0,19,19,94,1,4,word,CLINICAL,print,clinical_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,171.5292,171.7268,171.7268,172.2268,,,,,,,,,,,,0.5566,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,21,0,172.2274,172.7935,m,1,0.5566,,[],[],[],[],[],[],[],172.7936,174.7932,174.7933,174.7935,[],[],[],[],[],[],[],,,,174.7935,174.7936,0.139745137,-0.392099939,0,0,0,,0,20,20,127,1,4,word,ORIGINAL,print,original_p.png,,,,
