counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,110.0606,110.2601,110.2601,110.7606,,,,,,,,,,,,0.9619,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,110.7609,111.7233,,0,[-0.3723958333333333],[-0.3015625],[1],[0],[0],[0.961900000095369],"[""button_left_main""]",111.7234,113.7231,113.7231,113.7233,[],[],[],[],[],[],[],,113.7234,113.7235,-0.372395833,-0.3015625,0,0,0,,0,6,6,78,1,1,TL,vecolity,print,vecolity_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,113.7242,113.9236,113.9236,114.4241,,,,,,,,,,,,0.9757,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,1,114.4245,115.4006,,0,[-0.37604166666666666],[-0.296875],[1],[0],[0],[0.9757000000476808],"[""button_left_main""]",115.4007,117.3953,117.3954,118.4553,[0.43333333333333335],[-0.3026041666666667],[1],[0],[0],[1.0596999999284833],"[""button_right_probe""]",,118.4553,118.4554,0.433333333,-0.302604167,1,0,0,,0,7,7,44,1,1,TL,cateferia,cursive,cateferia_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,118.4562,118.6556,118.6556,119.1564,,,,,,,,,,,,1.4679,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,119.1566,120.6252,,0,[-0.3567708333333333],[-0.31302083333333336],[1],[0],[0],[1.4679000000953693],"[""button_left_main""]",120.6253,122.62,122.6201,122.6202,[],[],[],[],[],[],[],,122.6203,122.6203,-0.35625,-0.313541667,0,0,0,,0,8,8,10,1,1,RL,efibor,cursive,efibor_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,122.6211,122.8205,122.8206,123.321,,,,,,,,,,,,1.4348,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,123.3217,124.7571,,0,[0.3932291666666667],[-0.3],[1],[0],[0],[1.434800000071533],"[""button_right_main""]",124.7571,126.7516,126.7516,126.7519,[],[],[],[],[],[],[],,126.7519,126.7521,0.393229167,-0.3,0,0,0,,0,9,9,129,1,1,word,PARENT,cursive,parent_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,126.7529,126.952,126.952,127.4525,,,,,,,,,,,,1.1008,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,0,127.4528,128.554,,0,[-0.3229166666666667],[-0.29739583333333336],[1],[0],[0],[1.1007999999523008],"[""button_left_main""]",128.554,130.5486,130.5487,130.549,[],[],[],[],[],[],[],,130.549,130.5491,-0.322916667,-0.297395833,0,0,0,,0,10,10,12,1,1,RL,ebiwent,print,ebiwent_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,130.5498,130.7491,130.7491,131.2499,,,,,,,,,,,,1.2672,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,0,131.2504,132.5181,,0,[0.3802083333333333],[-0.31145833333333334],[1],[0],[0],[1.2672000000476942],"[""button_right_main""]",132.5183,134.5129,134.513,134.5131,[],[],[],[],[],[],[],,134.5131,134.5133,0.380208333,-0.311458333,0,0,0,,0,11,11,121,1,1,word,MISTAKE,print,mistake_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,134.5141,134.7132,134.7132,135.214,,,,,,,,,,,,1.1006,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,135.2145,136.3157,,0,[-0.32447916666666665],[-0.3078125],[1],[0],[0],[1.10060000002386],"[""button_left_main""]",136.3157,138.3108,138.3108,138.3109,[],[],[],[],[],[],[],,138.3109,138.3111,-0.323958333,-0.308854167,0,0,0,,0,12,12,149,1,1,word,SENATOR,cursive,senator_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,138.312,138.5107,138.5108,139.0117,,,,,,,,,,,,1.3009,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,139.0121,140.3134,,0,[-0.325],[-0.296875],[1],[0],[0],[1.300899999976167],"[""button_left_main""]",140.3135,142.3081,142.3082,142.3084,[],[],[],[],[],[],[],,142.3085,142.3087,-0.324479167,-0.303125,0,0,0,,0,13,13,74,1,1,TL,setanor,cursive,setanor_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,142.3097,142.5087,142.5087,143.0092,,,,,,,,,,,,1.3851,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,143.0096,144.3951,,0,[-0.32395833333333335],[-0.309375],[1],[0],[0],[1.38510000002384],"[""button_left_main""]",144.3953,146.3897,146.3898,146.39,[],[],[],[],[],[],[],,146.3901,146.3902,-0.323958333,-0.309375,0,0,0,,0,14,14,71,1,1,TL,regilion,cursive,regilion_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,146.3909,146.5903,146.5903,147.0907,,,,,,,,,,,,1.8689,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,1,147.091,148.9602,,0,[-0.3234375],[-0.296875],[1],[0],[0],[1.8689000000953513],"[""button_left_main""]",148.9603,150.9549,150.955,152.3232,[-0.34427083333333336],[-0.275],[1],[0],[0],[1.367999999999995],"[""button_left_probe""]",,152.3232,152.3233,-0.344270833,-0.275,1,0,0,,0,15,15,50,1,1,TL,condiser,cursive,condiser_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,152.324,152.5236,152.5236,153.0243,,,,,,,,,,,,1.6957,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,0,153.0247,154.721,,0,[-0.3182291666666667],[-0.3104166666666667],[1],[0],[0],[1.6956999999284506],"[""button_left_main""]",154.721,156.7232,156.7232,156.7234,[],[],[],[],[],[],[],,156.7235,156.7236,-0.318229167,-0.310416667,0,0,0,,0,16,16,5,1,1,RL,cobeny,cursive,cobeny_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,156.7243,156.9222,156.9223,157.423,,,,,,,,,,,,1.3338,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,157.4235,158.758,,0,[-0.31927083333333334],[-0.296875],[1],[0],[0],[1.333799999952305],"[""button_left_main""]",158.758,160.7532,160.7533,160.7536,[],[],[],[],[],[],[],,160.7536,160.7537,-0.319270833,-0.297916667,0,0,0,,0,17,17,9,1,1,RL,docirant,cursive,docirant_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,160.7545,160.9533,160.9534,161.4542,,,,,,,,,,,,1.4926,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,161.4547,162.9476,,0,[0.3859375],[-0.3109375],[1],[0],[0],[1.492600000023856],"[""button_right_main""]",162.9477,164.9425,164.9427,164.9429,[],[],[],[],[],[],[],,164.943,164.9432,0.3859375,-0.3109375,0,0,0,,0,18,18,156,1,1,word,TRIBUTE,cursive,tribute_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,164.9443,165.1429,165.1429,165.6435,,,,,,,,,,,,1.5179,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,165.6439,167.1623,,0,[-0.3328125],[-0.27291666666666664],[1],[0],[0],[1.5179000000953522],"[""button_left_main""]",167.1623,169.1574,169.1575,169.1577,[],[],[],[],[],[],[],,169.1577,169.1577,-0.33125,-0.278125,0,0,0,,0,19,19,28,1,1,RL,renutal,print,renutal_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,169.1586,169.3573,169.3573,169.858,,,,,,,,,,,,1.4013,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,169.8585,171.2601,,0,[-0.30364583333333334],[-0.315625],[1],[0],[0],[1.4013000000715294],"[""button_left_main""]",171.2601,173.2549,173.255,173.255,[],[],[],[],[],[],[],,173.2551,173.2552,-0.303645833,-0.315625,0,0,0,,0,20,20,125,1,1,word,OPERATOR,cursive,operator_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,173.2561,173.4554,173.4554,173.956,,,,,,,,,,,,1.3594,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,173.9566,175.3163,,0,[-0.31666666666666665],[-0.2765625],[1],[0],[0],[1.359399999976148],"[""button_left_main""]",175.3164,177.3112,177.3113,177.3115,[],[],[],[],[],[],[],,177.3115,177.3116,-0.31875,-0.280208333,0,0,0,,0,21,21,16,1,1,RL,marmipal,print,marmipal_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,177.3127,177.512,177.5121,178.0126,,,,,,,,,,,,1.3254,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,23,0,178.0132,179.339,,0,[-0.3125],[-0.30520833333333336],[1],[0],[0],[1.3253999999761845],"[""button_left_main""]",179.3391,181.3342,181.3342,181.3344,[],[],[],[],[],[],[],,181.3345,181.3346,-0.3109375,-0.309375,0,0,0,,0,22,22,49,1,1,TL,clicinal,cursive,clicinal_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,181.3358,181.5346,181.5346,182.0353,,,,,,,,,,,,0.7832,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,24,0,182.0358,182.8193,,0,[0.39479166666666665],[-0.2890625],[1],[0],[0],[0.7831999999284847],"[""button_right_main""]",182.8193,184.814,184.8141,184.8142,[],[],[],[],[],[],[],,184.8142,184.8143,0.394791667,-0.2890625,0,0,0,,0,23,23,126,1,1,word,OPTIMAL,print,optimal_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,184.8152,185.0144,185.0145,185.5157,,,,,,,,,,,,0.7915,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,25,0,185.5162,186.308,,0,[0.3854166666666667],[-0.3098958333333333],[1],[0],[0],[0.7915000000000134],"[""button_right_main""]",186.308,188.3031,188.3032,188.3034,[],[],[],[],[],[],[],,188.3034,188.3036,0.385416667,-0.309895833,0,0,0,,0,24,24,108,1,1,word,FORTUNE,print,fortune_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,188.3045,188.5032,188.5033,189.0039,,,,,,,,,,,,1.2341,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,26,0,189.0044,190.239,,0,[0.3770833333333333],[-0.3125],[1],[0],[0],[1.2341000000238296],"[""button_right_main""]",190.2391,192.2341,192.2342,192.2343,[],[],[],[],[],[],[],,192.2343,192.2344,0.377083333,-0.3125,0,0,0,,0,25,25,157,1,1,word,VALIDITY,cursive,validity_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,192.2353,192.4339,192.434,192.9351,,,,,,,,,,,,1.5933,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,27,1,192.9356,194.5294,,0,[-0.3255208333333333],[-0.31354166666666666],[1],[0],[0],[1.5932999999523076],"[""button_left_main""]",194.5295,196.5239,196.524,198.0258,[-0.3182291666666667],[-0.31354166666666666],[1],[0],[0],[1.501499999999993],"[""button_left_probe""]",,198.0259,198.0259,-0.318229167,-0.313541667,1,0,0,,0,26,26,1,1,1,RL,adnicory,cursive,adnicory_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,198.0267,198.2262,198.2262,198.727,,,,,,,,,,,,0.9586,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,28,1,198.7274,199.6865,,0,[0.37135416666666665],[-0.3260416666666667],[1],[0],[0],[0.9586000000238641],"[""button_right_main""]",199.6866,201.6812,201.6813,203.0501,[0.3729166666666667],[-0.32916666666666666],[1],[0],[0],[1.3687000000476814],"[""button_right_probe""]",,203.0501,203.0502,0.372916667,-0.329166667,1,0,0,,0,27,27,139,1,1,word,REGULAR,print,regular_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,203.051,203.2505,203.2505,203.7515,,,,,,,,,,,,1.5512,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,1,203.7519,205.3035,,0,[-0.4322916666666667],[-0.3458333333333333],[1],[0],[0],[1.551200000047686],"[""button_left_main""]",205.3036,207.2979,207.298,208.4749,[-0.3567708333333333],[-0.3125],[1],[0],[0],[1.1766999999284735],"[""button_left_probe""]",,208.4749,208.475,-0.356770833,-0.3125,1,0,0,,0,28,28,31,1,1,RL,reconal,cursive,reconal_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,208.4758,208.6758,208.6758,209.1764,,,,,,,,,,,,1.4676,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,30,0,209.1768,210.6447,,0,[-0.32083333333333336],[-0.3177083333333333],[1],[0],[0],[1.4676000000238218],"[""button_left_main""]",210.6448,212.6396,212.6396,212.6399,[],[],[],[],[],[],[],,212.6399,212.64,-0.320833333,-0.3234375,0,0,0,,0,29,29,39,1,1,RL,vabifity,cursive,vabifity_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,212.6411,212.8399,212.84,213.3407,,,,,,,,,,,,0.9173,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,31,0,213.341,214.2587,,0,[0.40572916666666664],[-0.3223958333333333],[1],[0],[0],[0.9173000000715206],"[""button_right_main""]",214.2588,216.2532,216.2533,216.2533,[],[],[],[],[],[],[],,216.2534,216.2534,0.405729167,-0.322395833,0,0,0,,0,30,30,106,1,1,word,ELABORATE,print,elaborate_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,216.2548,216.4538,216.4538,216.9543,,,,,,,,,,,,1.2428,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,32,0,216.9546,218.1979,,0,[-0.33645833333333336],[-0.2791666666666667],[1],[0],[0],[1.2427999999523536],"[""button_left_main""]",218.1979,220.1927,220.1927,220.1929,[],[],[],[],[],[],[],,220.193,220.193,-0.333854167,-0.281770833,0,0,0,,0,31,31,11,1,1,RL,elacodate,print,elacodate_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,220.1939,220.393,220.393,220.8936,,,,,,,,,,,,1.3929,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,33,0,220.8941,222.2874,,0,[0.3770833333333333],[-0.31354166666666666],[1],[0],[0],[1.39289999997618],"[""button_right_main""]",222.2874,224.2822,224.2822,224.2824,[],[],[],[],[],[],[],,224.2825,224.2826,0.377083333,-0.313541667,0,0,0,,0,32,32,138,1,1,word,REFUSAL,print,refusal_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,224.2832,224.4825,224.4825,224.9833,,,,,,,,,,,,1.1839,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,34,0,224.9838,226.1682,,0,[-0.3109375],[-0.31614583333333335],[1],[0],[0],[1.1839000000953774],"[""button_left_main""]",226.1682,228.1631,228.1632,228.1632,[],[],[],[],[],[],[],,228.1633,228.1633,-0.3109375,-0.316145833,0,0,0,,0,33,33,42,1,1,TL,befenit,print,befenit_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,228.164,228.3666,228.3666,228.864,,,,,,,,,,,,0.9759,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,35,0,228.8642,229.8405,,0,[0.38697916666666665],[-0.30520833333333336],[1],[0],[0],[0.97589999997615],"[""button_right_main""]",229.8406,231.8352,231.8352,231.8354,[],[],[],[],[],[],[],,231.8354,231.8354,0.386979167,-0.305208333,0,0,0,,0,34,34,85,1,1,word,BENEFIT,print,benefit_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,231.8364,232.0355,232.0356,232.5369,,,,,,,,,,,,1.4092,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,36,1,232.5373,233.9469,,0,[-0.3296875],[-0.30885416666666665],[1],[0],[0],[1.4091999999284326],"[""button_left_main""]",233.947,235.9415,235.9415,237.0014,[-0.34270833333333334],[-0.3020833333333333],[1],[0],[0],[1.0596999999284549],"[""button_left_probe""]",,237.0015,237.0015,-0.342708333,-0.302083333,1,0,0,,0,35,35,76,1,1,TL,stragety,cursive,stragety_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,237.0023,237.2018,237.2019,237.6974,,,,,,,,,,,,0.9808,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,37,0,237.6978,238.679,,0,[0.3880208333333333],[-0.3234375],[1],[0],[0],[0.9807999999523531],"[""button_right_main""]",238.6791,240.6736,240.6736,240.6737,[],[],[],[],[],[],[],,240.6738,240.6738,0.388020833,-0.3234375,0,0,0,,0,36,36,124,1,1,word,NUMERICAL,print,numerical_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,240.6749,240.8738,240.8739,241.375,,,,,,,,,,,,1.2336,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,38,0,241.3755,242.6098,,0,[-0.3458333333333333],[-0.3072916666666667],[1],[0],[0],[1.2336000000238414],"[""button_left_main""]",242.6099,244.605,244.605,244.6054,[],[],[],[],[],[],[],,244.6054,244.6055,-0.345833333,-0.318229167,0,0,0,,0,37,37,25,1,1,RL,quakity,cursive,quakity_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,244.6062,244.8052,244.8053,245.3071,,,,,,,,,,,,1.7671,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,39,0,245.3075,247.0751,,0,[0.35260416666666666],[-0.33645833333333336],[1],[0],[0],[1.767100000023845],"[""button_right_main""]",247.0751,249.0701,249.0702,249.0704,[],[],[],[],[],[],[],,249.0704,249.0705,0.352604167,-0.336458333,0,0,0,,0,38,38,65,1,1,TL,orinigal,cursive,orinigal_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,249.0716,249.2703,249.2704,249.7712,,,,,,,,,,,,0.9416,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,40,0,249.7718,250.7138,,0,[0.384375],[-0.31614583333333335],[1],[0],[0],[0.9416000000238682],"[""button_right_main""]",250.7138,252.709,252.709,252.7092,[],[],[],[],[],[],[],,252.7093,252.7093,0.384375,-0.316145833,0,0,0,,0,39,39,153,1,1,word,STOLEN,print,stolen_p.png,,,
