counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_touch.clicked_name,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,157.1588,157.3571,157.3571,157.8571,,,,,,,,,,,,,,1.2292,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,157.8577,159.0904,m,1,1.2292,,[],[],[],[],[],[],[],159.0905,161.0904,161.0904,161.0907,[],[],[],[],[],[],[],,161.0907,161.0908,0.009185426,-0.253153904,0,0,0,,0,21,21,135,1,2,word,QUALITY,cursive,quality_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,161.092,161.2904,161.2904,161.7904,,,,,,,,,,,,,,2.2221,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,23,1,161.7908,164.0238,m,1,2.2221,,[],[],[],[],[],[],[],164.0239,166.0238,166.0238,168.6569,[],[],[],[],[],[],[],z,168.657,168.6572,0.009185426,-0.253153904,0,0,0,,0,22,22,150,1,2,word,SENTIMENT,cursive,sentiment_c.png,2.624,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,168.6582,168.8569,168.857,169.3569,,,,,,,,,,,,,,2.3644,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,24,0,169.3575,171.7236,z,1,2.3644,,[],[],[],[],[],[],[],171.7237,173.7235,173.7236,173.7238,[],[],[],[],[],[],[],,173.7238,173.7239,0.009185426,-0.253153904,0,0,0,,0,23,23,66,1,2,TL,prodive,cursive,prodive_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,173.725,173.9234,173.9235,174.4235,,,,,,,,,,,,,,1.7466,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,25,0,174.4241,176.1733,m,1,1.7466,,[],[],[],[],[],[],[],176.1734,178.1724,178.1725,178.1727,[],[],[],[],[],[],[],,178.1729,178.173,0.009185426,-0.253153904,0,0,0,,0,24,24,134,1,2,word,QUALIFY,cursive,qualify_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,178.1744,178.3734,178.3735,178.8734,,,,,,,,,,,,,,0.8543,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,26,0,178.8739,179.7401,z,1,0.8543,,[],[],[],[],[],[],[],179.7403,181.74,181.7401,181.7403,[],[],[],[],[],[],[],,181.7403,181.7405,0.009185426,-0.253153904,0,0,0,,0,25,25,35,1,2,RL,vesofity,print,vesofity_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,181.7417,181.9399,181.9401,182.439,,,,,,,,,,,,,,0.8658,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,27,0,182.4395,183.3063,z,1,0.8658,,[],[],[],[],[],[],[],183.3063,185.3064,185.3066,185.3068,[],[],[],[],[],[],[],,185.3068,185.307,0.009185426,-0.253153904,0,0,0,,0,26,26,43,1,2,TL,carema,print,carema_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,185.3082,185.5055,185.5056,186.0066,,,,,,,,,,,,,,1.3875,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,28,0,186.0072,187.4057,z,1,1.3875,,[],[],[],[],[],[],[],187.4058,189.4055,189.4056,189.4059,[],[],[],[],[],[],[],,189.4059,189.406,0.009185426,-0.253153904,0,0,0,,0,27,27,67,1,2,TL,quafily,cursive,quafily_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,189.4073,189.6066,189.6067,190.1055,,,,,,,,,,,,,,0.8823,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,1,190.1061,190.9893,z,1,0.8823,,[],[],[],[],[],[],[],190.9894,192.9898,192.9899,194.2566,[],[],[],[],[],[],[],m,194.2566,194.2568,0.009185426,-0.253153904,0,0,0,,0,28,28,25,1,2,RL,rabigly,print,rabigly_p.png,1.2592,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,194.2578,194.4564,194.4565,194.9566,,,,,,,,,,,,,,1.4204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,30,0,194.9571,196.3899,m,1,1.4204,,[],[],[],[],[],[],[],196.3899,198.3889,198.389,198.3894,[],[],[],[],[],[],[],,198.3894,198.3895,0.009185426,-0.253153904,0,0,0,,0,29,29,140,1,2,word,RELATIVE,print,relative_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,198.391,198.5886,198.5887,199.0901,,,,,,,,,,,,,,0.747,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,31,1,199.0909,199.8388,m,1,0.747,,[],[],[],[],[],[],[],199.8388,201.8387,201.8388,203.3398,[],[],[],[],[],[],[],m,203.3399,203.34,0.009185426,-0.253153904,0,0,0,,0,30,30,149,1,2,word,SENATOR,print,senator_p.png,1.4934,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,203.3415,203.5396,203.5396,204.0396,,,,,,,,,,,,,,1.3859,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,32,1,204.0404,205.4397,z,1,1.3859,,[],[],[],[],[],[],[],205.4398,207.4395,207.4396,208.973,[],[],[],[],[],[],[],m,208.9731,208.9731,0.009185426,-0.253153904,0,0,0,,0,31,31,48,1,2,TL,detabe,print,detabe_p.png,1.5225,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,208.9741,209.1719,209.172,209.6728,,,,,,,,,,,,,,2.0751,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,33,0,209.6735,211.7564,z,1,2.0751,,[],[],[],[],[],[],[],211.7565,213.7561,213.7561,213.7563,[],[],[],[],[],[],[],,213.7563,213.7564,0.009185426,-0.253153904,0,0,0,,0,32,32,78,1,2,TL,stogare,print,stogare_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,213.7575,213.955,213.9551,214.4553,,,,,,,,,,,,,,1.1565,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,34,0,214.4558,215.6228,m,1,1.1565,,[],[],[],[],[],[],[],215.6229,217.6229,217.6229,217.623,[],[],[],[],[],[],[],,217.6231,217.6232,0.009185426,-0.253153904,0,0,0,,0,33,33,152,1,2,word,SPECIMEN,print,specimen_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,217.6242,217.8222,217.8223,218.3228,,,,,,,,,,,,,,0.7388,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,35,0,218.3232,219.0729,m,1,0.7388,,[],[],[],[],[],[],[],219.073,221.0727,221.0728,221.0729,[],[],[],[],[],[],[],,221.0731,221.0732,0.009185426,-0.253153904,0,0,0,,0,34,34,130,1,2,word,POLICY,print,policy_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,221.0745,221.2716,221.2717,221.7727,,,,,,,,,,,,,,1.604,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,36,0,221.7733,223.3883,z,0,1.604,,[],[],[],[],[],[],[],223.3884,225.3892,225.3893,225.3895,[],[],[],[],[],[],[],,225.3895,225.3897,0.009185426,-0.253153904,0,0,0,,0,35,35,103,1,2,word,DISPUTE,cursive,dispute_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,225.3909,225.5893,225.5893,226.0892,,,,,,,,,,,,,,1.0376,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,37,0,226.0896,227.1393,m,1,1.0376,,[],[],[],[],[],[],[],227.1394,229.1381,229.1382,229.1385,[],[],[],[],[],[],[],,229.1385,229.1386,0.009185426,-0.253153904,0,0,0,,0,36,36,87,1,2,word,CAFETERIA,print,cafeteria_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,229.1398,229.3391,229.3392,229.8383,,,,,,,,,,,,,,0.9041,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,38,0,229.8388,230.7549,m,0,0.9041,,[],[],[],[],[],[],[],230.7551,232.7558,232.7559,232.7561,[],[],[],[],[],[],[],,232.7562,232.7562,0.009185426,-0.253153904,0,0,0,,0,37,37,77,1,2,TL,sloten,print,sloten_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,232.7575,232.9549,232.9549,233.4547,,,,,,,,,,,,,,1.054,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,39,1,233.4553,234.5226,m,1,1.054,,[],[],[],[],[],[],[],234.5227,236.5223,236.5224,237.7381,[],[],[],[],[],[],[],m,237.7382,237.7382,0.009185426,-0.253153904,0,0,0,,0,38,38,88,1,2,word,CAMERA,print,camera_p.png,1.2098,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,237.7395,237.9391,237.9391,238.4389,,,,,,,,,,,,,,1.9375,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,40,0,238.4396,240.3883,m,1,1.9375,,[],[],[],[],[],[],[],240.3884,242.3889,242.389,242.3892,[],[],[],[],[],[],[],,242.3893,242.3894,0.009185426,-0.253153904,0,0,0,,0,39,39,131,1,2,word,POPULAR,cursive,popular_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,242.3907,242.5879,242.5879,243.0889,,,,,,,,,,,,,,0.9864,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,41,0,243.0894,244.089,z,1,0.9864,,[],[],[],[],[],[],[],244.0891,246.0887,246.0888,246.089,[],[],[],[],[],[],[],,246.089,246.0891,0.009185426,-0.253153904,0,0,0,,0,40,40,63,1,2,TL,orinigal,print,orinigal_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,246.0899,246.288,246.288,246.7878,,,,,,,,,,,,,,0.8873,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,42,0,246.7884,247.6891,z,1,0.8873,,[],[],[],[],[],[],[],247.6892,249.6889,249.6889,249.6892,[],[],[],[],[],[],[],,249.6892,249.6894,0.009185426,-0.253153904,0,0,0,,0,41,41,41,1,2,TL,befenit,cursive,befenit_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,249.6905,249.8888,249.8889,250.3879,,,,,,,,,,,,,,1.4546,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,43,0,250.3885,251.8555,m,1,1.4546,,[],[],[],[],[],[],[],251.8556,253.8545,253.8546,253.8548,[],[],[],[],[],[],[],,253.8548,253.8548,0.009185426,-0.253153904,0,0,0,,0,42,42,104,1,2,word,DOMINANT,print,dominant_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,253.856,254.0543,254.0544,254.5545,,,,,,,,,,,,,,1.555,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,44,0,254.5551,256.1221,z,1,1.555,,[],[],[],[],[],[],[],256.1222,258.122,258.122,258.1223,[],[],[],[],[],[],[],,258.1223,258.1224,0.009185426,-0.253153904,0,0,0,,0,43,43,51,1,2,TL,etidor,cursive,etidor_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,258.1236,258.321,258.321,258.822,,,,,,,,,,,,,,2.4322,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,45,0,258.8226,261.2555,m,1,2.4322,,[],[],[],[],[],[],[],261.2556,263.2552,263.2553,263.2556,[],[],[],[],[],[],[],,263.2557,263.2558,0.009185426,-0.253153904,0,0,0,,0,44,44,145,1,2,word,RESUME,cursive,resume_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,263.2569,263.4542,263.4543,263.9553,,,,,,,,,,,,,,0.9712,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,46,0,263.9558,264.9377,z,1,0.9712,,[],[],[],[],[],[],[],264.9378,266.9385,266.9386,266.9387,[],[],[],[],[],[],[],,266.9389,266.939,0.009185426,-0.253153904,0,0,0,,0,45,45,9,1,2,RL,denficy,print,denficy_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,266.9402,267.1385,267.1385,267.6375,,,,,,,,,,,,,,3.5901,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,47,0,267.6381,271.2376,m,1,3.5901,,[],[],[],[],[],[],[],271.2376,273.2374,273.2375,273.2377,[],[],[],[],[],[],[],,273.2377,273.2379,0.009185426,-0.253153904,0,0,0,,0,46,46,116,1,2,word,MARGINAL,cursive,marginal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,273.2392,273.4374,273.4375,273.9383,,,,,,,,,,,,,,0.996,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,48,0,273.9389,274.9382,m,1,0.996,,[],[],[],[],[],[],[],274.9383,276.9384,276.9385,276.9386,[],[],[],[],[],[],[],,276.9387,276.9387,0.009185426,-0.253153904,0,0,0,,0,47,47,82,1,2,word,AMATEUR,cursive,amateur_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,276.94,277.1383,277.1385,277.6383,,,,,,,,,,,,,,1.2587,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,49,0,277.6389,278.904,m,1,1.2587,,[],[],[],[],[],[],[],278.9041,280.9047,280.9047,280.9049,[],[],[],[],[],[],[],,280.905,280.9051,0.009185426,-0.253153904,0,0,0,,0,48,48,101,1,2,word,DELICATE,print,delicate_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,280.9056,281.1048,281.1049,281.6049,,,,,,,,,,,,,,0.657,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,50,1,281.6055,282.2716,m,1,0.657,,[],[],[],[],[],[],[],282.2717,284.2715,284.2716,284.9873,[],[],[],[],[],[],[],m,284.9874,284.9876,0.009185426,-0.253153904,0,0,0,,0,49,49,122,1,2,word,MOBILE,print,mobile_p.png,0.704,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,284.9888,285.1881,285.1882,285.6882,,,,,,,,,,,,,,1.389,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,51,0,285.6888,287.0871,m,1,1.389,,[],[],[],[],[],[],[],287.0872,289.0871,289.0872,289.0874,[],[],[],[],[],[],[],,289.0875,289.0876,0.009185426,-0.253153904,0,0,0,,0,50,50,153,1,2,word,STOLEN,print,stolen_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,289.0888,289.288,289.2882,289.7882,,,,,,,,,,,,,,1.0373,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,52,0,289.7887,290.8382,z,0,1.0373,,[],[],[],[],[],[],[],290.8383,292.838,292.838,292.8383,[],[],[],[],[],[],[],,292.8383,292.8385,0.009185426,-0.253153904,0,0,0,,0,51,51,148,1,2,word,SALINE,cursive,saline_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,292.8397,293.038,293.0381,293.538,,,,,,,,,,,,,,0.7029,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,53,0,293.5385,294.2547,m,1,0.7029,,[],[],[],[],[],[],[],294.2549,296.2537,296.2537,296.2539,[],[],[],[],[],[],[],,296.254,296.2541,0.009185426,-0.253153904,0,0,0,,0,52,52,114,1,2,word,LOCATE,print,locate_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,296.2553,296.4547,296.4547,296.9546,,,,,,,,,,,,,,0.8422,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,54,0,296.9552,297.8046,z,1,0.8422,,[],[],[],[],[],[],[],297.8048,299.8036,299.8036,299.8039,[],[],[],[],[],[],[],,299.804,299.8041,0.009185426,-0.253153904,0,0,0,,0,53,53,55,1,2,TL,lotace,print,lotace_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,299.8053,300.0036,300.0038,300.5036,,,,,,,,,,,,,,1.7909,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,55,0,300.5042,302.3046,z,1,1.7909,,[],[],[],[],[],[],[],302.3046,304.3045,304.3045,304.3047,[],[],[],[],[],[],[],,304.3048,304.3049,0.009185426,-0.253153904,0,0,0,,0,54,54,56,1,2,TL,marnigal,cursive,marnigal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,304.3063,304.5044,304.5045,305.0035,,,,,,,,,,,,,,0.6833,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,56,0,305.0041,305.6883,m,1,0.6833,,[],[],[],[],[],[],[],305.6884,307.6868,307.6869,307.6871,[],[],[],[],[],[],[],,307.6872,307.6873,0.009185426,-0.253153904,0,0,0,,0,55,55,129,1,2,word,PARENT,print,parent_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,307.6886,307.8878,307.8879,308.3878,,,,,,,,,,,,,,1.3368,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,57,0,308.3884,309.7368,z,1,1.3368,,[],[],[],[],[],[],[],309.7371,311.7377,311.7377,311.738,[],[],[],[],[],[],[],,311.738,311.7381,0.009185426,-0.253153904,0,0,0,,0,56,56,62,1,2,TL,opmital,cursive,opmital_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,311.7393,311.9368,311.9368,312.4377,,,,,,,,,,,,,,2.3863,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,58,0,312.4382,314.8378,z,0,2.3863,,[],[],[],[],[],[],[],314.8379,316.8377,316.8377,316.838,[],[],[],[],[],[],[],,316.838,316.8381,0.009185426,-0.253153904,0,0,0,,0,57,57,123,1,2,word,MODERATE,cursive,moderate_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,316.8393,317.0369,317.0369,317.5375,,,,,,,,,,,,,,0.9362,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,59,0,317.5382,318.4877,z,1,0.9362,,[],[],[],[],[],[],[],318.4878,320.4875,320.4876,320.4878,[],[],[],[],[],[],[],,320.4878,320.4879,0.009185426,-0.253153904,0,0,0,,0,58,58,30,1,2,RL,selamor,print,selamor_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,320.4891,320.6866,320.6866,321.1875,,,,,,,,,,,,,,2.0864,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,60,0,321.1881,323.2875,m,1,2.0864,,[],[],[],[],[],[],[],323.2877,325.2874,325.2875,325.2877,[],[],[],[],[],[],[],,325.2877,325.2879,0.009185426,-0.253153904,0,0,0,,0,59,59,132,1,2,word,PROPOSAL,cursive,proposal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,325.289,325.4876,325.4877,325.9874,,,,,,,,,,,,,,3.3655,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,61,0,325.988,329.3545,m,1,3.3655,,[],[],[],[],[],[],[],329.3545,331.353,331.3531,331.3534,[],[],[],[],[],[],[],,331.3534,331.3535,0.009185426,-0.253153904,0,0,0,,0,60,60,146,1,2,word,RETIRE,cursive,retire_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,331.3548,331.554,331.554,332.0541,,,,,,,,,,,,,,1.2043,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,62,0,332.0546,333.2707,z,1,1.2043,,[],[],[],[],[],[],[],333.2709,335.2707,335.2708,335.271,[],[],[],[],[],[],[],,335.271,335.2711,0.009185426,-0.253153904,0,0,0,,0,61,61,71,1,2,TL,retome,cursive,retome_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,335.2722,335.4706,335.4706,335.9707,,,,,,,,,,,,,,1.7756,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,63,0,335.9713,337.7529,z,0,1.7756,,[],[],[],[],[],[],[],337.753,339.7538,339.754,339.7542,[],[],[],[],[],[],[],,339.7543,339.7544,0.009185426,-0.253153904,0,0,0,,0,62,62,93,1,2,word,CEREMONY,print,ceremony_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,339.7556,339.9538,339.9539,340.4539,,,,,,,,,,,,,,3.3879,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,64,0,340.4544,343.8538,z,1,3.3879,,[],[],[],[],[],[],[],343.8539,345.853,345.853,345.8531,[],[],[],[],[],[],[],,345.8532,345.8533,0.009185426,-0.253153904,0,0,0,,0,63,63,74,1,2,TL,rerite,cursive,rerite_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,345.8542,346.0535,346.0535,346.5527,,,,,,,,,,,,,,1.9413,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,65,0,346.5534,348.5038,z,1,1.9413,,[],[],[],[],[],[],[],348.5039,350.5027,350.5027,350.503,[],[],[],[],[],[],[],,350.5031,350.5031,0.009185426,-0.253153904,0,0,0,,0,64,64,8,1,2,RL,desifate,print,desifate_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,350.5045,350.7028,350.7028,351.2038,,,,,,,,,,,,,,1.5972,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,66,0,351.2043,352.8036,z,1,1.5972,,[],[],[],[],[],[],[],352.8037,354.8026,354.8026,354.8029,[],[],[],[],[],[],[],,354.8029,354.803,0.009185426,-0.253153904,0,0,0,,0,65,65,12,1,2,RL,gralekul,cursive,gralekul_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,354.8042,355.0036,355.0036,355.5036,,,,,,,,,,,,,,1.1374,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,67,0,355.5042,356.6536,m,1,1.1374,,[],[],[],[],[],[],[],356.6538,358.6526,358.6526,358.6528,[],[],[],[],[],[],[],,358.6529,358.653,0.009185426,-0.253153904,0,0,0,,0,66,66,119,1,2,word,MEMORY,cursive,memory_c.png,,,,,,
