counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,53.9745,54.1732,54.1732,54.6727,54.6736,55.1898,m,1,0.4963,,[],[],[],[],[],[],[],0.4963,1,55.1901,55.6898,0,5,5,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,55.6912,55.8898,55.8899,56.3898,56.3907,56.8565,m,0,0.4494,,[],[],[],[],[],[],[],0.4494,0,56.8573,57.3565,0,6,6,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,57.3577,57.5566,57.5567,58.0564,58.0573,59.6399,z,1,1.5632,,[],[],[],[],[],[],[],1.5632,1,59.6407,60.1398,0,7,7,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,60.1411,60.3397,60.3398,60.8399,60.8408,62.2063,z,1,1.3545,,[],[],[],[],[],[],[],1.3545,1,62.2064,62.7065,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,62.7078,62.9058,62.9058,63.4064,63.4073,64.5398,z,1,1.1151,,[],[],[],[],[],[],[],1.1151,1,64.5399,65.0399,0,9,9,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,65.0411,65.2397,65.2398,65.7398,65.7406,66.7236,z,1,0.9755,,[],[],[],[],[],[],[],0.9755,1,66.7237,67.2222,0,10,10,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,67.2234,67.423,67.4231,67.9221,67.923,68.5731,m,1,0.6348,,[],[],[],[],[],[],[],0.6348,1,68.5731,69.0732,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,69.0744,69.273,69.2731,69.7732,69.7741,70.8389,m,1,1.0466,,[],[],[],[],[],[],[],1.0466,1,70.8391,71.3397,0,12,12,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,71.3409,71.5388,71.5389,72.0398,72.0406,72.7731,m,1,0.7132,,[],[],[],[],[],[],[],0.7132,1,72.7733,73.2732,0,13,13,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,73.2743,73.4731,73.4731,73.973,73.9738,75.0055,z,1,1.0137,,[],[],[],[],[],[],[],1.0137,1,75.0056,75.5054,0,14,14,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,75.5066,75.7063,75.7064,76.2055,76.2062,77.2231,z,1,0.9996,,[],[],[],[],[],[],[],0.9996,1,77.2232,77.7221,0,15,15,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7276,84.9395,,0.04272027,-0.375946416,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,84.9447,85.1395,85.1396,85.6397,,,,,,,,,,,,,,2.3776,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,1,1,85.6411,88.0218,z,1,2.3776,,[],[],[],[],[],[],[],88.0219,90.0223,90.0226,94.3903,[],[],[],[],[],[],[],z,4.3541,,94.3906,94.3933,0.04228543,-0.375946416,0,0,0,,0,0,0,10,1,1,RL,efibor,cursive,efibor_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,94.3942,94.5897,94.5897,95.0896,,,,,,,,,,,,,,3.0569,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,95.0903,98.1562,z,1,3.0569,,[],[],[],[],[],[],[],98.1563,100.1563,100.1564,100.1566,[],[],[],[],[],[],[],,,,100.1567,100.1568,0.04228543,-0.375946416,0,0,0,,0,1,1,5,1,1,RL,cobeny,cursive,cobeny_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,100.1578,100.3563,100.3563,100.8563,,,,,,,,,,,,,,1.2548,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,1,100.8569,102.1231,m,1,1.2548,,[],[],[],[],[],[],[],102.1232,104.1229,104.123,105.573,[],[],[],[],[],[],[],m,1.4396,,105.5731,105.5732,0.04228543,-0.375946416,0,0,0,,0,2,2,107,1,1,word,EVIDENT,print,evident_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,105.5741,105.773,105.773,106.2728,,,,,,,,,,,,,,1.0578,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,106.2734,107.3396,m,0,1.0578,,[],[],[],[],[],[],[],107.3397,109.3395,109.3395,109.3397,[],[],[],[],[],[],[],,,,109.3397,109.3398,0.04228543,-0.375946416,0,0,0,,0,3,3,45,1,1,TL,cacapity,print,cacapity_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,109.341,109.5395,109.5397,110.0397,,,,,,,,,,,,,,2.6546,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,110.0402,112.7062,z,1,2.6546,,[],[],[],[],[],[],[],112.7063,114.7063,114.7064,114.7066,[],[],[],[],[],[],[],,,,114.7066,114.7067,0.04228543,-0.375946416,0,0,0,,0,4,4,23,1,1,RL,potugar,cursive,potugar_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,114.7078,114.9058,114.9059,115.4053,,,,,,,,,,,,,,0.7877,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,6,0,115.406,116.2064,m,0,0.7877,,[],[],[],[],[],[],[],116.2065,118.2062,118.2063,118.2066,[],[],[],[],[],[],[],,,,118.2066,118.2068,0.04228543,-0.375946416,0,0,0,,0,5,5,47,1,1,TL,cagetory,print,cagetory_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,118.2079,118.4063,118.4063,118.9062,,,,,,,,,,,,,,0.6422,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,118.9069,119.5564,m,1,0.6422,,[],[],[],[],[],[],[],119.5565,121.5553,121.5554,121.5556,[],[],[],[],[],[],[],,,,121.5556,121.5558,0.04228543,-0.375946416,0,0,0,,0,6,6,85,1,1,word,BENEFIT,print,benefit_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,121.5569,121.7563,121.7563,122.2562,,,,,,,,,,,,,,2.9046,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,0,122.2567,125.1727,z,1,2.9046,,[],[],[],[],[],[],[],125.1728,127.1719,127.172,127.1721,[],[],[],[],[],[],[],,,,127.1721,127.1723,0.04228543,-0.375946416,0,0,0,,0,7,7,68,1,1,TL,prosopal,cursive,prosopal_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,127.1731,127.3719,127.372,127.8729,,,,,,,,,,,,,,4.1388,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,127.8735,132.0229,z,1,4.1388,,[],[],[],[],[],[],[],132.023,134.0229,134.0229,134.0231,[],[],[],[],[],[],[],,,,134.0232,134.0233,0.04228543,-0.375946416,0,0,0,,0,8,8,26,1,1,RL,quafidy,cursive,quafidy_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,134.0244,134.2229,134.2229,134.7228,,,,,,,,,,,,,,1.0045,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,134.7234,135.7396,z,1,1.0045,,[],[],[],[],[],[],[],135.7397,137.7396,137.7396,137.7398,[],[],[],[],[],[],[],,,,137.7398,137.74,0.04228543,-0.375946416,0,0,0,,0,9,9,8,1,1,RL,debave,print,debave_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,137.7411,137.9396,137.9396,138.4396,,,,,,,,,,,,,,2.4079,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,138.4401,140.8562,m,1,2.4079,,[],[],[],[],[],[],[],140.8563,142.8561,142.8562,142.8563,[],[],[],[],[],[],[],,,,142.8564,142.8565,0.04228543,-0.375946416,0,0,0,,0,10,10,146,1,1,word,RETIRE,cursive,retire_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,142.8577,143.0553,143.0554,143.5562,,,,,,,,,,,,,,5.2884,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,143.5568,148.8561,z,1,5.2884,,[],[],[],[],[],[],[],148.8562,150.8553,150.8554,150.8556,[],[],[],[],[],[],[],,,,150.8557,150.8557,0.04228543,-0.375946416,0,0,0,,0,11,11,9,1,1,RL,docirant,cursive,docirant_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,150.8568,151.0561,151.0562,151.5561,,,,,,,,,,,,,,1.3557,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,0,151.5566,152.9229,m,0,1.3557,,[],[],[],[],[],[],[],152.923,154.9228,154.9228,154.923,[],[],[],[],[],[],[],,,,154.923,154.9231,0.04228543,-0.375946416,0,0,0,,0,12,12,59,1,1,TL,lirebal,cursive,lirebal_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,154.9242,155.1228,155.1228,155.6218,,,,,,,,,,,,,,1.5886,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,155.6223,157.2218,z,1,1.5886,,[],[],[],[],[],[],[],157.222,159.2225,159.2225,159.2227,[],[],[],[],[],[],[],,,,159.2228,159.2229,0.04228543,-0.375946416,0,0,0,,0,13,13,16,1,1,RL,marmipal,print,marmipal_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,159.2241,159.4219,159.422,159.9223,,,,,,,,,,,,,,0.9218,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,159.9227,160.8561,m,1,0.9218,,[],[],[],[],[],[],[],160.8563,162.8561,162.8561,162.8562,[],[],[],[],[],[],[],,,,162.8564,162.8565,0.04228543,-0.375946416,0,0,0,,0,14,14,158,1,1,word,VELOCITY,print,velocity_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,162.8576,163.0551,163.0552,163.5562,,,,,,,,,,,,,,4.4048,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,0,163.5566,167.9728,z,1,4.4048,,[],[],[],[],[],[],[],167.9729,169.9727,169.9728,169.973,[],[],[],[],[],[],[],,,,169.973,169.9732,0.04228543,-0.375946416,0,0,0,,0,15,15,31,1,1,RL,reconal,cursive,reconal_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,169.9742,170.1718,170.1718,170.6727,,,,,,,,,,,,,,0.7049,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,170.6732,171.3893,m,1,0.7049,,[],[],[],[],[],[],[],171.3893,173.3893,173.3894,173.3896,[],[],[],[],[],[],[],,,,173.3897,173.3898,0.04228543,-0.375946416,0,0,0,,0,16,16,117,1,1,word,MARINE,print,marine_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,173.3908,173.5885,173.5886,174.0886,,,,,,,,,,,,,,0.7885,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,174.0891,174.8894,m,1,0.7885,,[],[],[],[],[],[],[],174.8894,176.8893,176.8894,176.8896,[],[],[],[],[],[],[],,,,176.8896,176.8897,0.04228543,-0.375946416,0,0,0,,0,17,17,89,1,1,word,CAPACITY,print,capacity_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,176.8909,177.0894,177.0894,177.5892,,,,,,,,,,,,,,0.6761,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,177.5896,178.2727,m,1,0.6761,,[],[],[],[],[],[],[],178.2728,180.272,180.272,180.2722,[],[],[],[],[],[],[],,,,180.2723,180.2725,0.04228543,-0.375946416,0,0,0,,0,18,18,92,1,1,word,CATEGORY,print,category_p.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,180.2737,180.4727,180.4728,180.9719,,,,,,,,,,,,,,1.0158,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,1,180.9725,181.9892,m,0,1.0158,,[],[],[],[],[],[],[],181.9892,183.9885,183.9886,186.106,[],[],[],[],[],[],[],m,2.1052,,186.1062,186.1062,0.04228543,-0.375946416,0,0,0,,0,19,19,77,1,1,TL,tritube,cursive,tritube_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,186.1071,186.306,186.306,186.806,,,,,,,,,,,,,,3.9546,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,1,186.8065,190.7727,z,0,3.9546,,[],[],[],[],[],[],[],190.7728,192.7727,192.7727,193.8728,[],[],[],[],[],[],[],z,1.0888,,193.8729,193.873,0.04228543,-0.375946416,0,0,0,,0,20,20,110,1,1,word,HERITAGE,cursive,heritage_c.png,,,
,,,,32095,001,2025-10-24_15h54.44.749,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,193.8741,194.0727,194.0728,194.5717,,,,,,,,,,,,,,0.6889,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,194.5724,195.272,m,1,0.6889,,[],[],[],[],[],[],[],195.2721,197.2726,197.2727,197.2729,[],[],[],[],[],[],[],,,,197.273,197.2731,0.04228543,-0.375946416,0,0,0,,0,21,21,148,1,1,word,SALINE,print,saline_p.png,,,
