counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1494.83,1495.028,1495.028,1495.528,1495.529,1496.201,m,1,0.656,,[],[],[],[],[],[],[],0.656,1,1496.201,1496.695,0,5,5,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1496.696,1496.895,1496.895,1497.395,1497.396,1498.012,m,1,0.599,,[],[],[],[],[],[],[],0.599,1,1498.012,1498.512,0,6,6,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1498.513,1498.712,1498.712,1499.211,1499.212,1499.861,m,1,0.63,,[],[],[],[],[],[],[],0.63,1,1499.862,1500.361,0,7,7,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1500.363,1500.561,1500.561,1501.062,1501.062,1501.778,z,1,0.701,,[],[],[],[],[],[],[],0.701,1,1501.779,1502.278,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1502.279,1502.478,1502.478,1502.978,1502.979,1503.745,m,0,0.748,,[],[],[],[],[],[],[],0.748,0,1503.746,1504.245,0,9,9,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1504.246,1504.445,1504.445,1504.945,1504.945,1505.645,z,1,0.681,,[],[],[],[],[],[],[],0.681,1,1505.646,1506.144,0,10,10,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1506.146,1506.344,1506.344,1506.844,1506.845,1507.445,m,1,0.582,,[],[],[],[],[],[],[],0.582,1,1507.445,1507.945,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1507.946,1508.145,1508.145,1508.645,1508.646,1509.312,z,1,0.646,,[],[],[],[],[],[],[],0.646,1,1509.312,1509.811,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1509.812,1510.011,1510.012,1510.511,1510.512,1511.328,z,1,0.797,,[],[],[],[],[],[],[],0.797,1,1511.329,1511.828,0,13,13,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1511.829,1512.028,1512.028,1512.528,1512.529,1513.078,m,1,0.529,,[],[],[],[],[],[],[],0.529,1,1513.078,1513.577,0,14,14,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,1513.579,1513.778,1513.778,1514.278,1514.279,1515.045,z,1,0.745,,[],[],[],[],[],[],[],0.745,1,1515.045,1515.545,0,15,15,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.55,2161.293,space,645.707,,0.011258278,-0.265562914,0,0,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2161.309,2161.492,2161.493,2161.992,,,,,,,,,,,,,,1.701,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,1,0,2161.993,2163.709,z,0,1.701,,[],[],[],[],[],[],[],2163.71,2165.709,2165.709,2165.714,[],[],[],[],[],[],[],,2165.714,2165.716,0.011258278,-0.265562914,0,0,0,,0,0,0,125,1,2,word,OPERATOR,cursive,operator_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2165.717,2165.908,2165.909,2166.408,,,,,,,,,,,,,,1.052,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,2,0,2166.409,2167.475,z,1,1.052,,[],[],[],[],[],[],[],2167.475,2169.475,2169.475,2169.475,[],[],[],[],[],[],[],,2169.475,2169.476,0.011258278,-0.265562914,0,0,0,,0,1,1,37,1,2,TL,adacemy,cursive,adacemy_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2169.477,2169.675,2169.675,2170.175,,,,,,,,,,,,,,1.208,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,3,0,2170.176,2171.392,m,0,1.208,,[],[],[],[],[],[],[],2171.393,2173.392,2173.392,2173.392,[],[],[],[],[],[],[],,2173.392,2173.392,0.011258278,-0.265562914,0,0,0,,0,2,2,10,1,2,RL,disluge,cursive,disluge_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2173.394,2173.592,2173.592,2174.092,,,,,,,,,,,,,,1.087,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,4,0,2174.092,2175.192,m,0,1.087,,[],[],[],[],[],[],[],2175.192,2177.192,2177.192,2177.192,[],[],[],[],[],[],[],,2177.192,2177.192,0.011258278,-0.265562914,0,0,0,,0,3,3,70,1,2,TL,retalive,print,retalive_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2177.193,2177.392,2177.392,2177.892,,,,,,,,,,,,,,0.853,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,5,0,2177.892,2178.759,z,1,0.853,,[],[],[],[],[],[],[],2178.759,2180.758,2180.758,2180.759,[],[],[],[],[],[],[],,2180.759,2180.759,0.011258278,-0.265562914,0,0,0,,0,4,4,31,1,2,RL,spetisic,print,spetisic_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2180.76,2180.958,2180.958,2181.458,,,,,,,,,,,,,,0.726,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,6,0,2181.459,2182.192,z,1,0.726,,[],[],[],[],[],[],[],2182.192,2184.192,2184.192,2184.192,[],[],[],[],[],[],[],,2184.192,2184.192,0.011258278,-0.265562914,0,0,0,,0,5,5,2,1,2,RL,casagity,print,casagity_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2184.193,2184.392,2184.392,2184.892,,,,,,,,,,,,,,0.74,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,7,1,2184.892,2185.642,z,1,0.74,,[],[],[],[],[],[],[],2185.642,2187.642,2187.642,2189.175,[],[],[],[],[],[],[],m,2189.176,2189.176,0.000662252,-0.241721854,0,0,0,,0,6,6,43,1,2,TL,carema,print,carema_p.png,1.525,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2189.177,2189.375,2189.375,2189.875,,,,,,,,,,,,,,1.204,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,8,0,2189.875,2191.092,m,0,1.204,,[],[],[],[],[],[],[],2191.092,2193.091,2193.091,2193.091,[],[],[],[],[],[],[],,2193.091,2193.092,0.000662252,-0.241721854,0,0,0,,0,7,7,71,1,2,TL,retome,cursive,retome_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2193.093,2193.292,2193.292,2193.792,,,,,,,,,,,,,,3.137,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,9,0,2193.792,2196.942,z,1,3.137,,[],[],[],[],[],[],[],2196.942,2198.942,2198.942,2198.942,[],[],[],[],[],[],[],,2198.942,2198.942,0.000662252,-0.241721854,0,0,0,,0,8,8,7,1,2,RL,cocewage,cursive,cocewage_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2198.943,2199.142,2199.142,2199.642,,,,,,,,,,,,,,0.854,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,10,0,2199.642,2200.508,m,1,0.854,,[],[],[],[],[],[],[],2200.509,2202.508,2202.508,2202.508,[],[],[],[],[],[],[],,2202.509,2202.509,0.000662252,-0.241721854,0,0,0,,0,9,9,92,1,2,word,CATEGORY,print,category_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2202.51,2202.708,2202.708,2203.208,,,,,,,,,,,,,,0.679,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,11,0,2203.208,2203.899,m,1,0.679,,[],[],[],[],[],[],[],2203.899,2205.891,2205.891,2205.892,[],[],[],[],[],[],[],,2205.892,2205.892,0.000662252,-0.241721854,0,0,0,,0,10,10,152,1,2,word,SPECIMEN,print,specimen_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2205.893,2206.092,2206.092,2206.592,,,,,,,,,,,,,,0.545,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,12,0,2206.592,2207.149,m,1,0.545,,[],[],[],[],[],[],[],2207.149,2209.142,2209.142,2209.142,[],[],[],[],[],[],[],,2209.142,2209.142,0.000662252,-0.241721854,0,0,0,,0,11,11,108,1,2,word,FORTUNE,print,fortune_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2209.143,2209.342,2209.342,2209.841,,,,,,,,,,,,,,0.741,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,13,0,2209.842,2210.592,z,1,0.741,,[],[],[],[],[],[],[],2210.592,2212.592,2212.592,2212.592,[],[],[],[],[],[],[],,2212.592,2212.592,0.000662252,-0.241721854,0,0,0,,0,12,12,60,1,2,TL,molibe,print,molibe_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2212.593,2212.792,2212.792,2213.291,,,,,,,,,,,,,,0.69,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,14,0,2213.292,2213.992,m,1,0.69,,[],[],[],[],[],[],[],2213.992,2215.992,2215.992,2215.992,[],[],[],[],[],[],[],,2215.992,2215.992,0.000662252,-0.241721854,0,0,0,,0,13,13,93,1,2,word,CEREMONY,print,ceremony_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2215.993,2216.192,2216.192,2216.691,,,,,,,,,,,,,,0.703,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,15,0,2216.692,2217.408,z,1,0.703,,[],[],[],[],[],[],[],2217.409,2219.408,2219.408,2219.409,[],[],[],[],[],[],[],,2219.409,2219.409,0.000662252,-0.241721854,0,0,0,,0,14,14,35,1,2,RL,vesofity,print,vesofity_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2219.41,2219.608,2219.608,2220.107,,,,,,,,,,,,,,0.754,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,16,0,2220.108,2220.875,z,1,0.754,,[],[],[],[],[],[],[],2220.875,2222.875,2222.875,2222.875,[],[],[],[],[],[],[],,2222.875,2222.875,0.000662252,-0.241721854,0,0,0,,0,15,15,32,1,2,RL,speniven,print,speniven_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2222.877,2223.075,2223.075,2223.574,,,,,,,,,,,,,,1.088,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,17,0,2223.574,2224.675,m,1,1.088,,[],[],[],[],[],[],[],2224.675,2226.675,2226.675,2226.675,[],[],[],[],[],[],[],,2226.675,2226.675,0.000662252,-0.241721854,0,0,0,,0,16,16,150,1,2,word,SENTIMENT,cursive,sentiment_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2226.676,2226.875,2226.875,2227.375,,,,,,,,,,,,,,0.687,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,18,0,2227.376,2228.075,z,1,0.687,,[],[],[],[],[],[],[],2228.075,2230.075,2230.075,2230.075,[],[],[],[],[],[],[],,2230.075,2230.075,0.000662252,-0.241721854,0,0,0,,0,17,17,25,1,2,RL,rabigly,print,rabigly_p.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2230.076,2230.275,2230.275,2230.775,,,,,,,,,,,,,,0.654,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,19,1,2230.776,2231.442,m,0,0.654,,[],[],[],[],[],[],[],2231.442,2233.442,2233.442,2234.642,[],[],[],[],[],[],[],m,2234.642,2234.642,0.000662252,-0.241721854,0,0,0,,0,18,18,50,1,2,TL,donimant,print,donimant_p.png,1.19,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2234.643,2234.842,2234.842,2235.342,,,,,,,,,,,,,,1.737,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,20,0,2235.342,2237.092,z,1,1.737,,[],[],[],[],[],[],[],2237.092,2239.092,2239.092,2239.092,[],[],[],[],[],[],[],,2239.092,2239.092,0.000662252,-0.241721854,0,0,0,,0,19,19,44,1,2,TL,catipal,cursive,catipal_c.png,,,,,,
,,,,31933,001,2025-11-07_13h25.12.978,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,2239.093,2239.291,2239.291,2239.792,,,,,,,,,,,,,,0.892,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,21,1,2239.792,2240.692,z,0,0.892,,[],[],[],[],[],[],[],2240.692,2242.692,2242.692,2243.925,[],[],[],[],[],[],[],z,2243.925,2243.925,0.000662252,-0.241721854,0,0,0,,0,20,20,105,1,2,word,EDITOR,cursive,editor_c.png,1.221,,,,,
