counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
list1,,54.7465,54.7467,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,54.7643,56.1128,,-0.045837674,-0.374578993,1,0,1,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,56.1148,56.2088,,-0.045837674,-0.374578993,0,0,1,instr_done_button,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,56.2109,57.9783,,-0.01344184,-0.350690104,1,0,1,instr_done_button,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,57.9809,58.0785,,-0.01344184,-0.350690104,0,0,1,instr_done_button,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,58.1013,58.2771,58.2775,58.7759,58.7763,60.6949,,0,[0.34554253472222224],[-0.26318142361111113],[1],[0],[1],[1.9150000000000063],"[""button_right""]",1.915,1,60.6954,61.1951,0,0,0,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,61.1968,61.3923,61.3924,61.8943,61.8959,64.043,,0,[0.2602907986111111],[-0.3212065972222222],[1],[0],[1],[2.145699999999266],"[""button_right""]",2.1457,1,64.0432,64.5416,0,1,1,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,64.5436,64.7428,64.7429,65.2431,65.2441,66.6099,,0,[-0.3135677083333333],[-0.27856336805555554],[1],[0],[1],[1.3645999999977647],"[""button_left""]",1.3646,1,66.6101,67.1089,0,2,2,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,67.1109,67.3082,67.3082,67.8082,67.8095,68.8778,,0,[0.30463541666666666],[-0.28807725694444447],[1],[0],[1],[1.066900000002235],"[""button_right""]",1.0669,1,68.8781,69.377,0,3,3,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,69.379,69.5751,69.5753,70.0769,70.0783,73.3994,z,1,[],[],[],[],[],[],[],3.3038,1,73.3996,73.8944,0,4,4,15,1,1016,NW,UN,16,mushed,WHAISE,z,3.3038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,73.8961,74.0937,74.0938,74.5916,74.5928,78.476,z,1,[],[],[],[],[],[],[],3.8742,1,78.4853,78.9784,0,5,5,10,1,1011,NW,"ID",16,inlade,INLADE,z,3.8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,78.9803,79.1784,79.1784,79.6758,79.6772,82.3781,z,1,[],[],[],[],[],[],[],2.6843,1,82.3783,82.8764,0,6,6,9,1,1010,NW,"ID",33,fariny,FARINY,z,2.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,82.8782,83.0775,83.0776,83.5756,83.577,84.5429,m,1,[],[],[],[],[],[],[],0.9515,1,84.5447,85.0442,0,7,7,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,0.9515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,85.0462,85.243,85.243,85.7431,85.7444,87.0269,z,1,[],[],[],[],[],[],[],1.2734,1,87.027,87.526,0,8,8,11,1,1012,NW,"ID",16,rashet,RASHET,z,1.2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,87.5278,87.7256,87.7258,88.2262,88.2277,89.0118,m,1,[],[],[],[],[],[],[],0.7633,1,89.0119,89.5099,0,9,9,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,0.7633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,89.5114,89.7114,89.7114,90.2084,90.2095,90.9595,z,1,[],[],[],[],[],[],[],0.735,1,90.9597,91.4604,0,10,10,13,1,1014,NW,UN,33,winfer,ROUPET,z,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,91.462,91.6605,91.6605,92.1608,92.1619,92.9921,m,1,[],[],[],[],[],[],[],0.8206,1,92.9923,93.4923,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,0.8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,93.494,93.6941,93.6941,94.1944,94.1959,95.2951,m,1,[],[],[],[],[],[],[],1.0852,1,95.2952,95.7922,0,12,12,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,1.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,95.7939,95.993,95.993,96.4941,96.4953,97.4436,z,1,[],[],[],[],[],[],[],0.9371,1,97.4437,97.9444,0,13,13,8,1,1009,NW,"ID",33,aslert,ASLERT,z,0.9371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,97.9462,98.1426,98.1426,98.6429,98.6444,101.0615,z,1,[],[],[],[],[],[],[],2.3985,1,101.0722,101.5584,0,14,14,14,1,1015,NW,UN,16,miaber,THRALE,z,2.3985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,101.5602,101.7615,101.7616,102.2596,102.2608,103.7425,m,1,[],[],[],[],[],[],[],1.4734,1,103.7427,104.2459,0,15,15,4,1,1005,WORD,UN,33,abound,SQUEAK,m,1.4734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2532,105.5613,,0.008246528,-0.396171875,1,0,1,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,105.5719,105.7584,105.7585,106.2592,,,,,,,,,,,,5.0767,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,1,0,106.2603,111.3423,z,1,5.0767,,[],[],[],[],[],[],[],111.3426,113.3417,113.3421,113.3454,[],[],[],[],[],[],[],,113.3455,113.3473,0.008246528,-0.396171875,0,0,1,,0,0,0,74,1,1,TL,setanor,cursive,setanor_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,113.3581,113.5413,113.5414,114.0415,,,,,,,,,,,,1.2234,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,2,0,114.0422,115.2785,m,1,1.2234,,[],[],[],[],[],[],[],115.2786,117.2752,117.2752,117.2756,[],[],[],[],[],[],[],,117.2756,117.2759,0.008246528,-0.396171875,0,0,1,,0,1,1,158,1,1,word,VELOCITY,print,velocity_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,117.2861,117.4774,117.4774,117.9752,,,,,,,,,,,,8.7053,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,3,0,117.976,126.6928,m,1,8.7053,,[],[],[],[],[],[],[],126.693,128.6936,128.6937,128.694,[],[],[],[],[],[],[],,128.6941,128.6943,0.008246528,-0.396171875,0,0,1,,0,2,2,111,1,1,word,INDICATE,cursive,indicate_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,128.7057,128.8911,128.8912,129.392,,,,,,,,,,,,1.9735,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,4,0,129.3928,131.375,z,1,1.9735,,[],[],[],[],[],[],[],131.375,133.3756,133.3757,133.3761,[],[],[],[],[],[],[],,133.3762,133.3764,0.008246528,-0.396171875,0,0,1,,0,3,3,2,1,1,RL,asiral,print,asiral_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,133.3866,133.5751,133.5751,134.0774,,,,,,,,,,,,2.2068,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,5,0,134.0784,136.2938,m,1,2.2068,,[],[],[],[],[],[],[],136.2938,138.2934,138.2935,138.2937,[],[],[],[],[],[],[],,138.294,138.2941,0.008246528,-0.396171875,0,0,1,,0,4,4,147,1,1,word,ROMANTIC,cursive,romantic_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,138.3049,138.494,138.494,138.9945,,,,,,,,,,,,2.0392,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,6,0,138.9953,141.0447,m,0,2.0392,,[],[],[],[],[],[],[],141.0448,143.0433,143.0434,143.0441,[],[],[],[],[],[],[],,143.0442,143.0443,0.008246528,-0.396171875,0,0,1,,0,5,5,73,1,1,TL,ronamtic,cursive,ronamtic_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,143.055,143.2432,143.2433,143.7447,,,,,,,,,,,,0.9295,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,7,1,143.7454,144.6761,z,1,0.9295,,[],[],[],[],[],[],[],144.6765,146.6783,146.6784,154.0934,[],[],[],[],[],[],[],m,154.0934,154.0938,0.008246528,-0.396171875,0,0,1,,0,6,6,32,1,1,RL,rebicent,print,rebicent_p.png,7.4063,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,154.1047,154.2955,154.2955,154.7934,,,,,,,,,,,,2.622,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,8,1,154.7941,157.4276,m,1,2.622,,[],[],[],[],[],[],[],157.4278,159.4261,159.4261,160.9957,[],[],[],[],[],[],[],m,160.9958,160.9961,0.008246528,-0.396171875,0,0,1,,0,7,7,108,1,1,word,FORTUNE,print,fortune_p.png,1.5578,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,161.0073,161.1946,161.1947,161.695,,,,,,,,,,,,1.8054,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,9,0,161.6958,163.5097,z,1,1.8054,,[],[],[],[],[],[],[],163.5098,165.509,165.5091,165.5095,[],[],[],[],[],[],[],,165.5096,165.5098,0.008246528,-0.396171875,0,0,1,,0,8,8,34,1,1,RL,samite,print,samite_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,165.5204,165.7119,165.712,166.209,,,,,,,,,,,,1.8965,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,10,0,166.2096,168.1091,m,1,1.8965,,[],[],[],[],[],[],[],168.1092,170.1101,170.1103,170.1106,[],[],[],[],[],[],[],,170.111,170.1112,0.008246528,-0.396171875,0,0,1,,0,9,9,144,1,1,word,RESIDENT,print,resident_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,170.1129,170.309,170.3091,170.8109,,,,,,,,,,,,1.0237,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,11,0,170.8117,171.845,m,1,1.0237,,[],[],[],[],[],[],[],171.8451,173.8418,173.842,173.8424,[],[],[],[],[],[],[],,173.8424,173.8427,0.008246528,-0.396171875,0,0,1,,0,10,10,126,1,1,word,OPTIMAL,print,optimal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,173.8443,174.044,174.044,174.5442,,,,,,,,,,,,5.4881,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,12,0,174.5449,180.0456,z,1,5.4881,,[],[],[],[],[],[],[],180.0456,182.0436,182.0437,182.044,[],[],[],[],[],[],[],,182.0441,182.0443,0.008246528,-0.396171875,0,0,1,,0,11,11,79,1,1,TL,veretan,print,veretan_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,182.0548,182.2445,182.2445,182.7426,,,,,,,,,,,,1.2559,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,13,0,182.7438,184.0121,m,1,1.2559,,[],[],[],[],[],[],[],184.0122,186.0096,186.0097,186.0101,[],[],[],[],[],[],[],,186.0102,186.0103,0.008246528,-0.396171875,0,0,1,,0,12,12,98,1,1,word,CRIMINAL,print,criminal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,186.0118,186.2102,186.2102,186.7102,,,,,,,,,,,,1.4405,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,14,0,186.711,188.1604,z,1,1.4405,,[],[],[],[],[],[],[],188.1606,190.1601,190.1602,190.1606,[],[],[],[],[],[],[],,190.1607,190.161,0.008246528,-0.396171875,0,0,1,,0,13,13,20,1,1,RL,nunewical,print,nunewical_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,190.1626,190.3607,190.3607,190.8603,,,,,,,,,,,,2.8108,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,15,0,190.8612,193.6758,m,0,2.8108,,[],[],[],[],[],[],[],193.676,195.6779,195.678,195.6782,[],[],[],[],[],[],[],,195.6783,195.6784,0.008246528,-0.396171875,0,0,1,,0,14,14,24,1,1,RL,probice,print,probice_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,195.6891,195.8776,195.8777,196.378,,,,,,,,,,,,2.4731,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,16,0,196.3787,198.8619,m,1,2.4731,,[],[],[],[],[],[],[],198.862,200.8605,200.8605,200.8608,[],[],[],[],[],[],[],,200.8609,200.861,0.008246528,-0.396171875,0,0,1,,0,15,15,152,1,1,word,SPECIMEN,cursive,specimen_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,200.8721,201.0608,201.061,201.5593,,,,,,,,,,,,8.2414,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,17,0,201.5598,209.8114,m,1,8.2414,,[],[],[],[],[],[],[],209.8117,211.8103,211.8104,211.8107,[],[],[],[],[],[],[],,211.8108,211.8109,0.008246528,-0.396171875,0,0,1,,0,16,16,110,1,1,word,HERITAGE,cursive,heritage_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,211.8216,212.0104,212.0105,212.5088,,,,,,,,,,,,5.0091,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,18,0,212.5094,217.528,z,1,5.0091,,[],[],[],[],[],[],[],217.5281,219.5281,219.5281,219.5285,[],[],[],[],[],[],[],,219.5286,219.5288,0.008246528,-0.396171875,0,0,1,,0,17,17,70,1,1,TL,relugar,print,relugar_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,219.5396,219.7274,219.7275,220.2293,,,,,,,,,,,,2.4882,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,19,1,220.2299,222.7286,z,1,2.4882,,[],[],[],[],[],[],[],222.7287,224.7272,224.7272,228.0792,[],[],[],[],[],[],[],m,228.0793,228.0794,0.008246528,-0.396171875,0,0,1,,0,18,18,45,1,1,TL,cacapity,print,cacapity_p.png,3.3411,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,228.0909,228.2779,228.278,228.7791,,,,,,,,,,,,2.4091,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,20,0,228.7802,231.194,m,1,2.4091,,[],[],[],[],[],[],[],231.1941,233.192,233.1921,233.1923,[],[],[],[],[],[],[],,233.1924,233.1925,0.008246528,-0.396171875,0,0,1,,0,19,19,156,1,1,word,TRIBUTE,cursive,tribute_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,233.2032,233.3935,233.3935,233.8936,,,,,,,,,,,,2.1582,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,21,0,233.8944,236.0609,m,1,2.1582,,[],[],[],[],[],[],[],236.061,238.0633,238.0635,238.0638,[],[],[],[],[],[],[],,238.0639,238.0642,0.008246528,-0.396171875,0,0,1,,0,20,20,154,1,1,word,STORAGE,cursive,storage_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,238.0746,238.2629,238.263,238.7616,,,,,,,,,,,,4.7104,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,22,0,238.7623,243.4759,z,1,4.7104,,[],[],[],[],[],[],[],243.476,245.4788,245.4788,245.4791,[],[],[],[],[],[],[],,245.4792,245.4794,0.008246528,-0.396171875,0,0,1,,0,21,21,67,1,1,TL,pocily,cursive,pocily_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,245.492,245.6757,245.6758,246.1763,,,,,,,,,,,,2.8304,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,23,0,246.1769,249.0095,m,0,2.8304,,[],[],[],[],[],[],[],249.0097,251.0093,251.0094,251.0097,[],[],[],[],[],[],[],,251.0097,251.0099,0.008246528,-0.396171875,0,0,1,,0,22,22,58,1,1,TL,incidate,cursive,incidate_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,251.0213,251.2097,251.2098,251.7097,,,,,,,,,,,,6.626,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,24,0,251.7104,258.3448,m,1,6.626,,[],[],[],[],[],[],[],258.345,260.343,260.3431,260.3435,[],[],[],[],[],[],[],,260.3435,260.3438,0.008246528,-0.396171875,0,0,1,,0,23,23,151,1,1,word,SPECIFIC,cursive,specific_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,260.3553,260.5455,260.5456,261.0454,,,,,,,,,,,,7.5571,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,25,0,261.0461,268.6104,z,1,7.5571,,[],[],[],[],[],[],[],268.6106,270.6095,270.6095,270.6099,[],[],[],[],[],[],[],,270.6099,270.6101,0.008246528,-0.396171875,0,0,1,,0,24,24,35,1,1,RL,senvilent,cursive,senvilent_c.png,,,,,,
