counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,849.9597,850.161,850.161,850.658,,,,,,,,,,,,,,0.9823,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,109,0,850.6588,851.6418,z,1,0.9823,,[],[],[],[],[],[],[],851.6419,853.634,853.6342,853.6344,[],[],[],[],[],[],[],,853.6345,853.6349,-0.574561404,0.029605263,0,0,0,,0,108,108,19,1,3,RL,opcifal,cursive,opcifal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,853.6366,853.8268,853.8268,854.3267,,,,,,,,,,,,,,1.3503,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,110,0,854.3273,855.6783,z,0,1.3503,,[],[],[],[],[],[],[],855.6784,857.6663,857.6663,857.6664,[],[],[],[],[],[],[],,857.6664,857.6664,-0.574561404,0.029605263,0,0,0,,0,109,109,155,1,3,word,STRATEGY,print,strategy_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,857.6681,857.8789,857.879,858.3627,,,,,,,,,,,,,,0.9826,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,111,0,858.3631,859.3509,z,0,0.9826,,[],[],[],[],[],[],[],859.351,861.3518,861.3518,861.352,[],[],[],[],[],[],[],,861.352,861.3521,-0.574561404,0.029605263,0,0,0,,0,110,110,153,1,3,word,STOLEN,cursive,stolen_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,861.353,861.548,861.548,862.0525,,,,,,,,,,,,,,2.5714,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,112,0,862.053,864.6251,z,1,2.5714,,[],[],[],[],[],[],[],864.6252,866.6221,866.6221,866.6224,[],[],[],[],[],[],[],,866.6225,866.6226,-0.574561404,0.029605263,0,0,0,,0,111,111,53,1,3,TL,marnigal,print,marnigal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,866.6237,866.8224,866.8224,867.3153,,,,,,,,,,,,,,1.1865,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,113,0,867.3159,868.5068,m,1,1.1865,,[],[],[],[],[],[],[],868.5069,870.5084,870.5084,870.5086,[],[],[],[],[],[],[],,870.5087,870.5089,-0.574561404,0.029605263,0,0,0,,0,112,112,137,1,3,word,RAPIDLY,print,rapidly_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,870.5104,870.7085,870.7085,871.2085,,,,,,,,,,,,,,1.3465,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,114,0,871.2089,872.5568,z,1,1.3465,,[],[],[],[],[],[],[],872.5569,874.5613,874.5614,874.5615,[],[],[],[],[],[],[],,874.5617,874.5618,-0.574561404,0.029605263,0,0,0,,0,113,113,7,1,3,RL,cobeny,print,cobeny_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,874.5628,874.7611,874.7611,875.2616,,,,,,,,,,,,,,1.7802,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,115,0,875.2622,877.0461,z,1,1.7802,,[],[],[],[],[],[],[],877.0461,879.0473,879.0473,879.0475,[],[],[],[],[],[],[],,879.0475,879.0477,-0.574561404,0.029605263,0,0,0,,0,114,114,35,1,3,TL,cateferia,print,cateferia_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,879.0486,879.2478,879.2478,879.7476,,,,,,,,,,,,,,1.4296,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,116,0,879.7482,881.1825,m,1,1.4296,,[],[],[],[],[],[],[],881.1826,883.197,883.197,883.1971,[],[],[],[],[],[],[],,883.1972,883.1973,-0.574561404,0.029605263,0,0,0,,0,115,115,157,1,3,word,VALIDITY,cursive,validity_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,883.2007,883.3967,883.3967,883.9011,,,,,,,,,,,,,,1.2014,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,117,0,883.9017,885.104,m,1,1.2014,,[],[],[],[],[],[],[],885.1041,887.115,887.115,887.1153,[],[],[],[],[],[],[],,887.1153,887.1154,-0.574561404,0.029605263,0,0,0,,0,116,116,100,1,3,word,DECADE,cursive,decade_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,887.1167,887.3033,887.3034,887.8033,,,,,,,,,,,,,,2.0798,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,118,0,887.8036,889.8842,m,0,2.0798,,[],[],[],[],[],[],[],889.8843,891.8853,891.8854,891.8855,[],[],[],[],[],[],[],,891.8856,891.8858,-0.574561404,0.029605263,0,0,0,,0,117,117,54,1,3,TL,manire,cursive,manire_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,891.8866,892.1027,892.1028,892.599,,,,,,,,,,,,,,1.9045,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,119,0,892.5995,894.5082,m,1,1.9045,,[],[],[],[],[],[],[],894.5084,896.5098,896.5099,896.5103,[],[],[],[],[],[],[],,896.5104,896.5106,-0.574561404,0.029605263,0,0,0,,0,118,118,136,1,3,word,RADICAL,cursive,radical_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,896.5119,896.7098,896.7099,897.2227,,,,,,,,,,,,,,0.8825,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,120,1,897.2234,898.1106,m,1,0.8825,,[],[],[],[],[],[],[],898.1107,900.1079,900.108,902.1108,[],[],[],[],[],[],[],m,902.111,902.1111,-0.574561404,0.029605263,0,0,0,,0,119,119,95,1,3,word,COMEDY,print,comedy_p.png,2.0021,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,902.1132,902.3132,902.3132,902.8103,,,,,,,,,,,,,,1.0829,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,121,0,902.8108,903.898,m,1,1.0829,,[],[],[],[],[],[],[],903.8982,905.899,905.899,905.8992,[],[],[],[],[],[],[],,905.8993,905.8993,-0.574561404,0.029605263,0,0,0,,0,120,120,129,1,3,word,PARENT,print,parent_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,905.9003,906.0992,906.0992,906.5995,,,,,,,,,,,,,,2.4464,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,122,0,906.6,909.0511,m,1,2.4464,,[],[],[],[],[],[],[],909.0512,911.0525,911.0525,911.0528,[],[],[],[],[],[],[],,911.0528,911.0529,-0.574561404,0.029605263,0,0,0,,0,121,121,128,1,3,word,PACIFIC,cursive,pacific_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,911.0538,911.2525,911.2526,911.7529,,,,,,,,,,,,,,1.1128,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,123,0,911.7533,912.867,z,1,1.1128,,[],[],[],[],[],[],[],912.867,914.8551,914.8551,914.8552,[],[],[],[],[],[],[],,914.8553,914.8553,-0.574561404,0.029605263,0,0,0,,0,122,122,18,1,3,RL,onegator,print,onegator_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,914.8562,915.0552,915.0553,915.5557,,,,,,,,,,,,,,1.3792,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,124,0,915.5563,916.94,z,1,1.3792,,[],[],[],[],[],[],[],916.9402,918.9411,918.9412,918.9414,[],[],[],[],[],[],[],,918.9414,918.9416,-0.574561404,0.029605263,0,0,0,,0,123,123,32,1,3,TL,adacemy,print,adacemy_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,918.9425,919.1413,919.1414,919.6417,,,,,,,,,,,,,,1.0464,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,125,0,919.6421,920.6924,m,1,1.0464,,[],[],[],[],[],[],[],920.6924,922.6897,922.6897,922.6899,[],[],[],[],[],[],[],,922.6899,922.69,-0.574561404,0.029605263,0,0,0,,0,124,124,141,1,3,word,RELIGION,print,religion_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,922.6909,922.894,922.894,923.3777,,,,,,,,,,,,,,1.3458,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,126,0,923.3782,924.7287,z,1,1.3458,,[],[],[],[],[],[],[],924.7288,926.7302,926.7302,926.7304,[],[],[],[],[],[],[],,926.7305,926.7306,-0.574561404,0.029605263,0,0,0,,0,125,125,4,1,3,RL,cafigal,cursive,cafigal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,926.7317,926.9303,926.9303,927.4305,,,,,,,,,,,,,,1.6962,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,127,0,927.4311,929.1317,m,1,1.6962,,[],[],[],[],[],[],[],929.1318,931.1328,931.1328,931.1331,[],[],[],[],[],[],[],,931.1332,931.1332,-0.574561404,0.029605263,0,0,0,,0,126,126,156,1,3,word,TRIBUTE,print,tribute_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,931.1341,931.3331,931.3332,931.8335,,,,,,,,,,,,,,1.9654,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,128,0,931.8339,933.8016,z,1,1.9654,,[],[],[],[],[],[],[],933.8017,935.8029,935.803,935.8033,[],[],[],[],[],[],[],,935.8034,935.8035,-0.574561404,0.029605263,0,0,0,,0,127,127,58,1,3,TL,nuremical,print,nuremical_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,935.8045,936.003,936.003,936.5034,,,,,,,,,,,,,,1.7133,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,129,0,936.5038,938.2177,z,1,1.7133,,[],[],[],[],[],[],[],938.2177,940.219,940.219,940.2192,[],[],[],[],[],[],[],,940.2192,940.2193,-0.574561404,0.029605263,0,0,0,,0,128,128,39,1,3,TL,clicinal,print,clicinal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,940.221,940.4073,940.4073,940.916,,,,,,,,,,,,,,1.4199,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,130,0,940.9167,942.3378,z,0,1.4199,,[],[],[],[],[],[],[],942.3379,944.3381,944.3382,944.3384,[],[],[],[],[],[],[],,944.3385,944.3385,-0.574561404,0.029605263,0,0,0,,0,129,129,120,1,3,word,MILITARY,cursive,military_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,944.3396,944.5387,944.5388,945.0385,,,,,,,,,,,,,,1.8178,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,131,0,945.0389,946.8605,z,1,1.8178,,[],[],[],[],[],[],[],946.8606,948.8624,948.8624,948.8627,[],[],[],[],[],[],[],,948.8628,948.863,-0.574561404,0.029605263,0,0,0,,0,130,130,37,1,3,TL,cacapity,cursive,cacapity_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,948.8648,949.062,949.0621,949.5626,,,,,,,,,,,,,,2.1798,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,132,0,949.5632,951.7439,z,1,2.1798,,[],[],[],[],[],[],[],951.744,953.732,953.7321,953.7323,[],[],[],[],[],[],[],,953.7325,953.7325,-0.574561404,0.029605263,0,0,0,,0,131,131,34,1,3,TL,aminal,cursive,aminal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,953.7334,953.9281,953.9282,954.4332,,,,,,,,,,,,,,1.0076,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,133,0,954.4338,955.4424,m,1,1.0076,,[],[],[],[],[],[],[],955.4424,957.4475,957.4476,957.4478,[],[],[],[],[],[],[],,957.4478,957.4479,-0.574561404,0.029605263,0,0,0,,0,132,132,80,1,3,word,ACADEMY,print,academy_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,957.4494,957.6516,957.6516,958.1519,,,,,,,,,,,,,,1.918,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,134,0,958.1525,960.0715,z,1,1.918,,[],[],[],[],[],[],[],960.0716,962.0709,962.071,962.071,[],[],[],[],[],[],[],,962.071,962.0711,-0.574561404,0.029605263,0,0,0,,0,133,133,78,1,3,TL,vecolity,cursive,vecolity_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,962.0728,962.2712,962.2713,962.7716,,,,,,,,,,,,,,1.1134,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,135,1,962.7722,963.8889,m,1,1.1134,,[],[],[],[],[],[],[],963.889,965.8902,965.8903,967.4916,[],[],[],[],[],[],[],z,967.4916,967.4921,-0.574561404,0.029605263,0,0,0,,0,134,134,159,1,3,word,VETERAN,cursive,veteran_c.png,1.5984,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,967.4935,967.6921,967.6921,968.1923,,,,,,,,,,,,,,1.0127,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,136,1,968.193,969.2091,m,1,1.0127,,[],[],[],[],[],[],[],969.2092,971.211,971.2111,972.5615,[],[],[],[],[],[],[],z,972.5615,972.5617,-0.574561404,0.029605263,0,0,0,,0,135,135,98,1,3,word,CRIMINAL,print,criminal_p.png,1.3482,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,972.563,972.7619,972.7621,973.2624,,,,,,,,,,,,,,1.1145,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,137,0,973.263,974.3797,m,0,1.1145,,[],[],[],[],[],[],[],974.3798,976.3809,976.3809,976.3811,[],[],[],[],[],[],[],,976.3811,976.3812,-0.574561404,0.029605263,0,0,0,,0,136,136,41,1,3,TL,crinimal,print,crinimal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,976.3827,976.5814,976.5814,977.0812,,,,,,,,,,,,,,1.3807,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,138,1,977.0819,978.4661,z,1,1.3807,,[],[],[],[],[],[],[],978.4662,980.4672,980.4673,982.3849,[],[],[],[],[],[],[],z,982.3849,982.385,-0.574561404,0.029605263,0,0,0,,0,137,137,62,1,3,TL,prodive,print,prodive_p.png,1.9152,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,982.3864,982.5851,982.5851,983.0854,,,,,,,,,,,,,,1.3629,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,139,0,983.0859,984.4495,z,1,1.3629,,[],[],[],[],[],[],[],984.4496,986.4374,986.4375,986.4377,[],[],[],[],[],[],[],,986.4377,986.4377,-0.574561404,0.029605263,0,0,0,,0,138,138,61,1,3,TL,pocily,print,pocily_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,986.4391,986.6381,986.6381,987.1386,,,,,,,,,,,,,,1.8462,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,140,0,987.139,988.99,z,1,1.8462,,[],[],[],[],[],[],[],988.9902,990.991,990.9911,990.9911,[],[],[],[],[],[],[],,990.9911,990.9913,-0.574561404,0.029605263,0,0,0,,0,139,139,29,1,3,RL,selamor,cursive,selamor_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,990.9923,991.2036,991.2036,991.6914,,,,,,,,,,,,,,1.0124,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,141,1,991.6922,992.7055,z,1,1.0124,,[],[],[],[],[],[],[],992.7058,994.7064,994.7065,995.5404,[],[],[],[],[],[],[],z,995.5405,995.5409,-0.574561404,0.029605263,0,0,0,,0,140,140,11,1,3,RL,ebiwent,cursive,ebiwent_c.png,0.8337,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,995.5424,995.7368,995.7368,996.2298,,,,,,,,,,,,,,1.5437,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,142,0,996.2305,997.7793,m,1,1.5437,,[],[],[],[],[],[],[],997.7795,999.7803,999.7804,999.7806,[],[],[],[],[],[],[],,999.7807,999.7808,-0.574561404,0.029605263,0,0,0,,0,141,141,144,1,3,word,RESIDENT,cursive,resident_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,999.7822,999.9801,999.9802,1000.4769,,,,,,,,,,,,,,3.4179,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,143,0,1000.4775,1003.8959,z,1,3.4179,,[],[],[],[],[],[],[],1003.896,1005.8879,1005.8884,1005.8886,[],[],[],[],[],[],[],,1005.8887,1005.8889,-0.574561404,0.029605263,0,0,0,,0,142,142,36,1,3,TL,carema,cursive,carema_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1005.8904,1006.0805,1006.0805,1006.5985,,,,,,,,,,,,,,0.9514,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,144,0,1006.5991,1007.5519,z,1,0.9514,,[],[],[],[],[],[],[],1007.5521,1009.564,1009.564,1009.5643,[],[],[],[],[],[],[],,1009.5645,1009.5647,-0.574561404,0.029605263,0,0,0,,0,143,143,2,1,3,RL,betemit,print,betemit_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1009.5661,1009.7539,1009.754,1010.2542,,,,,,,,,,,,,,0.8458,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,145,0,1010.2549,1011.1017,m,1,0.8458,,[],[],[],[],[],[],[],1011.1017,1013.0895,1013.0896,1013.0899,[],[],[],[],[],[],[],,1013.09,1013.0901,-0.574561404,0.029605263,0,0,0,,0,144,144,105,1,3,word,EDITOR,print,editor_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1013.0917,1013.2894,1013.2895,1013.8029,,,,,,,,,,,,,,1.2661,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,146,1,1013.8035,1015.0704,m,1,1.2661,,[],[],[],[],[],[],[],1015.0705,1017.0706,1017.0707,1018.0561,[],[],[],[],[],[],[],m,1018.0561,1018.0562,-0.574561404,0.029605263,0,0,0,,0,145,145,81,1,3,word,ADVISORY,print,advisory_p.png,0.9847,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1018.0572,1018.2442,1018.2442,1018.7599,,,,,,,,,,,,,,0.8799,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,147,0,1018.7604,1019.6441,z,1,0.8799,,[],[],[],[],[],[],[],1019.6442,1021.6411,1021.6411,1021.6414,[],[],[],[],[],[],[],,1021.6414,1021.6415,-0.574561404,0.029605263,0,0,0,,0,146,146,26,1,3,RL,repifion,print,repifion_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1021.6423,1021.8577,1021.8577,1022.3457,,,,,,,,,,,,,,1.1331,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,148,0,1022.3461,1023.48,z,0,1.1331,,[],[],[],[],[],[],[],1023.48,1025.481,1025.481,1025.481,[],[],[],[],[],[],[],,1025.4811,1025.4812,-0.574561404,0.029605263,0,0,0,,0,147,147,96,1,3,word,CONSIDER,print,consider_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1025.482,1025.6812,1025.6812,1026.1821,,,,,,,,,,,,,,1.6795,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,149,0,1026.1826,1027.8628,m,1,1.6795,,[],[],[],[],[],[],[],1027.8629,1029.8536,1029.8537,1029.8539,[],[],[],[],[],[],[],,1029.8539,1029.8541,-0.574561404,0.029605263,0,0,0,,0,148,148,102,1,3,word,DENSITY,print,density_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1029.8557,1030.0634,1030.0634,1030.5512,,,,,,,,,,,,,,1.129,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,150,1,1030.5521,1031.6822,z,1,1.129,,[],[],[],[],[],[],[],1031.6824,1033.67,1033.67,1035.9344,[],[],[],[],[],[],[],m,1035.9345,1035.9349,-0.574561404,0.029605263,0,0,0,,0,149,149,67,1,3,TL,retome,print,retome_p.png,2.2638,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1035.9361,1036.1238,1036.1239,1036.6345,,,,,,,,,,,,,,1.7473,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,151,0,1036.6349,1038.3831,z,1,1.7473,,[],[],[],[],[],[],[],1038.3833,1040.3748,1040.3748,1040.3753,[],[],[],[],[],[],[],,1040.3753,1040.3755,-0.574561404,0.029605263,0,0,0,,0,150,150,31,1,3,RL,trilude,print,trilude_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1040.3769,1040.5748,1040.5749,1041.0715,,,,,,,,,,,,,,4.7202,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,152,0,1041.0718,1045.7951,z,1,4.7202,,[],[],[],[],[],[],[],1045.7952,1047.7964,1047.7964,1047.7968,[],[],[],[],[],[],[],,1047.7968,1047.7972,-0.574561404,0.029605263,0,0,0,,0,151,151,6,1,3,RL,cenesony,cursive,cenesony_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,1047.7985,1047.9966,1047.9966,1048.4973,,,,,,,,,,,,,,2.112,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,153,0,1048.498,1050.6148,z,1,2.112,,[],[],[],[],[],[],[],1050.6149,1052.6163,1052.6164,1052.6167,[],[],[],[],[],[],[],,1052.6167,1052.6168,-0.574561404,0.029605263,0,0,0,,0,152,152,59,1,3,TL,paficic,cursive,paficic_c.png,,,,,,,
