counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,57.5048,57.7043,57.7043,58.2044,58.2048,59.1882,m,1,0.9827,,[],[],[],[],[],[],[],0.9827,1,59.1883,59.6875,0,5,5,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,59.6881,59.8766,59.8767,60.3877,60.388,61.3492,z,1,0.9602,,[],[],[],[],[],[],[],0.9602,1,61.3494,61.84,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,61.8413,62.0377,62.0377,62.5377,62.5379,63.5709,z,1,1.0323,,[],[],[],[],[],[],[],1.0323,1,63.5709,64.0709,0,7,7,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,64.0714,64.271,64.271,64.771,64.7713,65.421,m,1,0.6492,,[],[],[],[],[],[],[],0.6492,1,65.4211,65.9212,0,8,8,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,65.9216,66.1209,66.121,66.621,66.6212,67.7602,z,1,1.1382,,[],[],[],[],[],[],[],1.1382,1,67.7602,68.2543,0,9,9,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,68.2547,68.4544,68.4544,68.9544,68.9547,70.0542,m,1,1.099,,[],[],[],[],[],[],[],1.099,1,70.0544,70.5544,0,10,10,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,70.5547,70.7544,70.7545,71.2544,71.2547,72.3544,z,1,1.0989,,[],[],[],[],[],[],[],1.0989,1,72.3545,72.8543,0,11,11,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,72.855,73.0543,73.0543,73.5543,73.5547,74.321,m,1,0.7655,,[],[],[],[],[],[],[],0.7655,1,74.321,74.8212,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,74.8216,75.0211,75.0211,75.521,75.5213,76.2877,m,1,0.7656,,[],[],[],[],[],[],[],0.7656,1,76.2877,76.7877,0,13,13,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,76.7881,76.9878,76.9878,77.4877,77.4881,78.1043,m,1,0.6155,,[],[],[],[],[],[],[],0.6155,1,78.1043,78.6044,0,14,14,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,78.6049,78.8044,78.8044,79.3043,79.3046,80.4044,m,1,1.0992,,[],[],[],[],[],[],[],1.0992,1,80.4045,80.9044,0,15,15,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.9069,92.9823,,-0.05233941,-0.423211806,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,92.991,93.1754,93.1754,93.6716,,,,,,,,,,,,,,1.6315,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,93.6722,95.305,m,1,1.6315,,[],[],[],[],[],[],[],95.305,97.3047,97.3047,97.3057,[],[],[],[],[],[],[],,97.3058,97.3065,-0.002460938,-0.365750868,0,0,0,,0,0,0,81,1,3,word,ADVISORY,print,advisory_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,97.307,97.5044,97.5044,98.0044,,,,,,,,,,,,,,1.9545,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,98.0046,99.9597,z,1,1.9545,,[],[],[],[],[],[],[],99.9598,101.9538,101.9539,101.9539,[],[],[],[],[],[],[],,101.9539,101.9539,0.023572049,-0.346588542,0,0,0,,0,1,1,54,1,3,TL,manire,cursive,manire_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,101.9545,102.1545,102.1545,102.6546,,,,,,,,,,,,,,1.1659,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,102.655,103.8215,z,1,1.1659,,[],[],[],[],[],[],[],103.8215,105.8212,105.8212,105.8213,[],[],[],[],[],[],[],,105.8213,105.8214,0.023572049,-0.346588542,0,0,0,,0,2,2,31,1,3,RL,trilude,print,trilude_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,105.8217,106.0202,106.0202,106.5212,,,,,,,,,,,,,,0.8658,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,106.5215,107.3877,m,1,0.8658,,[],[],[],[],[],[],[],107.3878,109.3879,109.3879,109.3881,[],[],[],[],[],[],[],,109.3881,109.3881,0.023572049,-0.346588542,0,0,0,,0,3,3,150,1,3,word,SENTIMENT,print,sentiment_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,109.3885,109.5878,109.5878,110.0879,,,,,,,,,,,,,,0.7664,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,110.0882,110.8548,z,1,0.7664,,[],[],[],[],[],[],[],110.8548,112.8536,112.8537,112.8538,[],[],[],[],[],[],[],,112.8538,112.8539,0.023572049,-0.346588542,0,0,0,,0,4,4,23,1,3,RL,quakity,print,quakity_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,112.8546,113.0544,113.0544,113.5545,,,,,,,,,,,,,,3.8847,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,6,0,113.5549,117.4417,z,1,3.8847,,[],[],[],[],[],[],[],117.4419,119.438,119.438,119.4382,[],[],[],[],[],[],[],,119.4382,119.4382,0.023572049,-0.346588542,0,0,0,,0,5,5,43,1,3,TL,dedace,cursive,dedace_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,119.4389,119.6369,119.6369,120.1369,,,,,,,,,,,,,,3.1671,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,120.1373,123.3047,m,1,3.1671,,[],[],[],[],[],[],[],123.3047,125.3047,125.3047,125.3047,[],[],[],[],[],[],[],,125.3047,125.3048,0.023572049,-0.346588542,0,0,0,,0,6,6,110,1,3,word,HERITAGE,cursive,heritage_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,125.3053,125.5045,125.5045,126.0046,,,,,,,,,,,,,,1.2329,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,126.0049,127.2381,m,1,1.2329,,[],[],[],[],[],[],[],127.2381,129.2378,129.2378,129.2379,[],[],[],[],[],[],[],,129.2379,129.238,0.023572049,-0.346588542,0,0,0,,0,7,7,155,1,3,word,STRATEGY,print,strategy_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,129.2384,129.4383,129.4384,129.9369,,,,,,,,,,,,,,1.6484,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,129.937,131.586,m,1,1.6484,,[],[],[],[],[],[],[],131.586,133.5878,133.5878,133.588,[],[],[],[],[],[],[],,133.588,133.5881,0.023572049,-0.346588542,0,0,0,,0,8,8,114,1,3,word,LOCATE,cursive,locate_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,133.5885,133.7879,133.7879,134.2868,,,,,,,,,,,,,,0.8506,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,134.287,135.1381,m,1,0.8506,,[],[],[],[],[],[],[],135.1381,137.138,137.138,137.1381,[],[],[],[],[],[],[],,137.1381,137.1381,0.023572049,-0.346588542,0,0,0,,0,9,9,109,1,3,word,GRATEFUL,cursive,grateful_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,137.1387,137.338,137.338,137.838,,,,,,,,,,,,,,4.6828,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,137.8381,142.5214,z,0,4.6828,,[],[],[],[],[],[],[],142.5215,144.5213,144.5213,144.5214,[],[],[],[],[],[],[],,144.5214,144.5215,0.023572049,-0.346588542,0,0,0,,0,10,10,93,1,3,word,CEREMONY,cursive,ceremony_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,144.5219,144.7213,144.7213,145.2214,,,,,,,,,,,,,,4.3672,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,145.2216,149.5892,z,1,4.3672,,[],[],[],[],[],[],[],149.5892,151.588,151.588,151.5881,[],[],[],[],[],[],[],,151.5882,151.5882,0.023572049,-0.346588542,0,0,0,,0,11,11,17,1,3,RL,motide,cursive,motide_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,151.5887,151.7879,151.7879,152.288,,,,,,,,,,,,,,2.7163,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,152.2882,155.005,m,1,2.7163,,[],[],[],[],[],[],[],155.005,157.0037,157.0037,157.0039,[],[],[],[],[],[],[],,157.0039,157.0039,0.023572049,-0.346588542,0,0,0,,0,12,12,149,1,3,word,SENATOR,cursive,senator_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,157.0045,157.2046,157.2046,157.7046,,,,,,,,,,,,,,1.2999,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,1,157.7049,159.0051,z,1,1.2999,,[],[],[],[],[],[],[],159.0051,161.0047,161.0047,168.654,[],[],[],[],[],[],[],m,168.6541,168.6541,0.023572049,-0.346588542,0,0,0,,0,13,13,2,1,3,RL,betemit,print,betemit_p.png,7.6489,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,168.6546,168.8541,168.8542,169.3547,,,,,,,,,,,,,,1.5681,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,169.3549,170.9235,m,0,1.5681,,[],[],[],[],[],[],[],170.9235,172.9213,172.9214,172.9215,[],[],[],[],[],[],[],,172.9215,172.9216,0.023572049,-0.346588542,0,0,0,,0,14,14,55,1,3,TL,mecidine,print,mecidine_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,172.9226,173.1213,173.1214,173.6215,,,,,,,,,,,,,,1.2175,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,173.6218,174.8397,m,1,1.2175,,[],[],[],[],[],[],[],174.8397,176.8381,176.8381,176.8382,[],[],[],[],[],[],[],,176.8382,176.8382,0.023572049,-0.346588542,0,0,0,,0,15,15,113,1,3,word,LITERAL,print,literal_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,176.8389,177.0382,177.0382,177.5382,,,,,,,,,,,,,,0.6326,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,177.5384,178.1715,m,1,0.6326,,[],[],[],[],[],[],[],178.1716,180.1713,180.1713,180.1714,[],[],[],[],[],[],[],,180.1714,180.1714,0.023572049,-0.346588542,0,0,0,,0,16,16,125,1,3,word,OPERATOR,print,operator_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,180.1718,180.3713,180.3713,180.8713,,,,,,,,,,,,,,0.7292,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,180.8716,181.6019,m,1,0.7292,,[],[],[],[],[],[],[],181.6019,183.6049,183.6049,183.605,[],[],[],[],[],[],[],,183.605,183.605,0.023572049,-0.346588542,0,0,0,,0,17,17,152,1,3,word,SPECIMEN,print,specimen_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,183.6072,183.7994,183.7995,184.3048,,,,,,,,,,,,,,1.6661,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,184.3051,185.9718,m,1,1.6661,,[],[],[],[],[],[],[],185.9718,187.9714,187.9714,187.9715,[],[],[],[],[],[],[],,187.9715,187.9715,0.023572049,-0.346588542,0,0,0,,0,18,18,92,1,3,word,CATEGORY,cursive,category_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,187.9721,188.1714,188.1714,188.6708,,,,,,,,,,,,,,0.75,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,188.6711,189.4214,m,1,0.75,,[],[],[],[],[],[],[],189.4214,191.4214,191.4215,191.4215,[],[],[],[],[],[],[],,191.4215,191.4216,0.023572049,-0.346588542,0,0,0,,0,19,19,96,1,3,word,CONSIDER,print,consider_p.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,191.422,191.6213,191.6213,192.1215,,,,,,,,,,,,,,1.2332,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,21,0,192.1217,193.3552,m,0,1.2332,9.99999E-05,[],[],[],[],[],[],[],193.3553,195.3538,195.3538,195.3538,[],[],[],[],[],[],[],,195.3538,195.3539,0.023572049,-0.346588542,0,0,0,,0,20,20,42,1,3,TL,detabe,cursive,detabe_c.png,,,,,,
,,,,32105,001,2025-12-02_09h26.58.940,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,195.3543,195.5548,195.5548,196.0542,,,,,,,,,,,,,,0.7833,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,196.0545,196.8384,m,1,0.7833,,[],[],[],[],[],[],[],196.8384,198.8381,198.8382,198.8382,[],[],[],[],[],[],[],,198.8382,198.8382,0.023572049,-0.346588542,0,0,0,,0,21,21,94,1,3,word,CLINICAL,print,clinical_p.png,,,,,,
