counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,60.8335,61.0313,61.0315,61.5306,61.5325,62.1994,m,1,0.6513,,[],[],[],[],[],[],[],0.6513,1,62.1997,62.6979,0,5,5,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,62.7012,62.8985,62.8986,63.3986,63.3998,64.0163,m,1,0.601,,[],[],[],[],[],[],[],0.601,1,64.0165,64.5136,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,64.5158,64.7131,64.7132,65.2138,65.2155,65.8656,z,1,0.6339,,[],[],[],[],[],[],[],0.6339,1,65.8658,66.3645,0,7,7,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,66.3675,66.6364,66.6364,67.0574,67.0588,67.6562,z,1,0.5745,,[],[],[],[],[],[],[],0.5745,1,67.6564,68.1563,0,8,8,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,68.1593,68.3567,68.3568,68.8569,68.8595,69.5305,z,1,0.6509,,[],[],[],[],[],[],[],0.6509,1,69.5306,70.0316,0,9,9,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,70.0331,70.2317,70.2317,70.7312,70.7331,71.3317,z,0,0.5817,,[],[],[],[],[],[],[],0.5817,0,71.3328,71.8325,0,10,10,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,71.8344,72.0317,72.0318,72.5295,72.5312,73.3659,z,1,0.8189,,[],[],[],[],[],[],[],0.8189,1,73.3671,73.866,0,11,11,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,73.8681,74.0651,74.0652,74.5634,74.5645,75.2989,z,1,0.7186,,[],[],[],[],[],[],[],0.7186,1,75.2991,75.7907,0,12,12,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,75.793,75.9905,75.9906,76.4905,76.492,77.4235,m,0,0.9015,,[],[],[],[],[],[],[],0.9015,0,77.425,77.9243,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,77.9264,78.1234,78.1234,78.6447,78.6458,79.4401,m,1,0.7718,,[],[],[],[],[],[],[],0.7718,1,79.442,79.9318,0,14,14,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,79.9343,80.1313,80.1314,80.6297,80.6306,81.7997,m,1,1.152,,[],[],[],[],[],[],[],1.152,1,81.7998,82.2982,0,15,15,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3085,94.31,,0.012789793,-0.413269409,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,94.3274,94.5069,94.5069,95.007,,,,,,,,,,,,,,3.3662,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,95.0111,98.3836,z,0,3.3662,,[],[],[],[],[],[],[],98.384,100.3746,100.375,100.3898,[],[],[],[],[],[],[],,100.39,100.3965,0.119904077,-0.288569169,0,0,0,,0,0,0,105,1,2,word,EDITOR,cursive,editor_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,100.398,100.5903,100.5904,101.09,,,,,,,,,,,,,,1.3729,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,1,101.0913,102.4741,z,1,1.3729,,[],[],[],[],[],[],[],102.4743,104.4739,104.4741,107.2239,[],[],[],[],[],[],[],m,107.224,107.2242,0.119904077,-0.288569169,0,0,0,,0,1,1,0,1,2,RL,adnicory,print,adnicory_p.png,2.7483,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,107.226,107.424,107.4241,107.9239,,,,,,,,,,,,,,4.2622,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,107.9247,112.1904,z,1,4.2622,,[],[],[],[],[],[],[],112.1907,114.1905,114.1907,114.191,[],[],[],[],[],[],[],,114.1912,114.1913,0.119904077,-0.288569169,0,0,0,,0,2,2,33,1,2,RL,strapely,cursive,strapely_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,114.1938,114.3911,114.3912,114.8907,,,,,,,,,,,,,,3.3073,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,114.8916,118.2072,m,0,3.3073,,[],[],[],[],[],[],[],118.2074,120.2071,120.2072,120.2074,[],[],[],[],[],[],[],,120.2075,120.2076,0.119904077,-0.288569169,0,0,0,,0,3,3,8,1,2,RL,desifate,print,desifate_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,120.2096,120.4075,120.4076,120.907,,,,,,,,,,,,,,2.5354,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,120.9076,123.4458,z,1,2.5354,,[],[],[],[],[],[],[],123.446,125.4409,125.441,125.4415,[],[],[],[],[],[],[],,125.4415,125.4417,0.119904077,-0.288569169,0,0,0,,0,4,4,38,1,2,TL,atameur,cursive,atameur_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,125.4436,125.6543,125.6544,126.1323,,,,,,,,,,,,,,1.2179,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,126.1333,127.3579,m,1,1.2179,,[],[],[],[],[],[],[],127.3582,129.3567,129.3567,129.3572,[],[],[],[],[],[],[],,129.3573,129.3574,0.119904077,-0.288569169,0,0,0,,0,5,5,156,1,2,word,TRIBUTE,cursive,tribute_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,129.3595,129.5508,129.5508,130.0566,,,,,,,,,,,,,,0.8653,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,130.0571,130.925,m,1,0.8653,,[],[],[],[],[],[],[],130.9251,132.9243,132.9246,132.9251,[],[],[],[],[],[],[],,132.9253,132.9257,0.119904077,-0.288569169,0,0,0,,0,6,6,130,1,2,word,POLICY,print,policy_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,132.9305,133.1243,133.1244,133.6472,,,,,,,,,,,,,,2.1024,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,0,133.6479,135.7578,m,0,2.1024,,[],[],[],[],[],[],[],135.758,137.7577,137.7578,137.7582,[],[],[],[],[],[],[],,137.7583,137.7587,0.119904077,-0.288569169,0,0,0,,0,7,7,61,1,2,TL,nuremical,cursive,nuremical_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,137.7618,137.9575,137.9575,138.4573,,,,,,,,,,,,,,0.792,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,138.4582,139.2578,m,1,0.792,,[],[],[],[],[],[],[],139.258,141.2571,141.2572,141.2574,[],[],[],[],[],[],[],,141.2575,141.2577,0.119904077,-0.288569169,0,0,0,,0,8,8,153,1,2,word,STOLEN,print,stolen_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,141.2601,141.4578,141.4579,141.9577,,,,,,,,,,,,,,1.0282,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,141.9589,142.9909,z,1,1.0282,,[],[],[],[],[],[],[],142.9911,144.9907,144.9909,144.9912,[],[],[],[],[],[],[],,144.9913,144.9917,0.119904077,-0.288569169,0,0,0,,0,9,9,77,1,2,TL,sloten,print,sloten_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,144.9941,145.1909,145.191,145.6904,,,,,,,,,,,,,,1.2799,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,145.6911,146.9744,m,1,1.2799,,[],[],[],[],[],[],[],146.9745,148.9749,148.975,148.9752,[],[],[],[],[],[],[],,148.9753,148.9755,0.119904077,-0.288569169,0,0,0,,0,10,10,151,1,2,word,SPECIFIC,print,specific_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,148.9781,149.1746,149.1748,149.674,,,,,,,,,,,,,,1.275,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,1,149.6751,150.9576,z,1,1.275,,[],[],[],[],[],[],[],150.9578,152.9597,152.9598,154.6592,[],[],[],[],[],[],[],z,154.6593,154.6594,0.119904077,-0.288569169,0,0,0,,0,11,11,69,1,2,TL,resufal,cursive,resufal_c.png,1.698,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,154.6613,154.8575,154.8577,155.3582,,,,,,,,,,,,,,2.1396,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,1,155.3597,157.5073,z,1,2.1396,,[],[],[],[],[],[],[],157.5075,159.5077,159.5079,166.0406,[],[],[],[],[],[],[],z,166.0408,166.0415,0.119904077,-0.288569169,0,0,0,,0,12,12,30,1,2,RL,selamor,print,selamor_p.png,6.5309,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,166.0435,166.2415,166.2417,166.7415,,,,,,,,,,,,,,2.2393,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,166.7424,168.9841,z,1,2.2393,,[],[],[],[],[],[],[],168.9843,170.9745,170.9746,170.9748,[],[],[],[],[],[],[],,170.9748,170.975,0.119904077,-0.288569169,0,0,0,,0,13,13,78,1,2,TL,stogare,print,stogare_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,170.9769,171.1745,171.1745,171.6739,,,,,,,,,,,,,,2.2776,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,171.6747,173.9579,z,1,2.2776,,[],[],[],[],[],[],[],173.9579,175.9579,175.958,175.9582,[],[],[],[],[],[],[],,175.9583,175.9585,0.119904077,-0.288569169,0,0,0,,0,14,14,41,1,2,TL,befenit,cursive,befenit_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,175.9604,176.158,176.1581,176.6579,,,,,,,,,,,,,,1.2292,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,176.6586,177.8916,m,1,1.2292,,[],[],[],[],[],[],[],177.8918,179.8917,179.8918,179.8921,[],[],[],[],[],[],[],,179.8922,179.8923,0.119904077,-0.288569169,0,0,0,,0,15,15,80,1,2,word,ACADEMY,cursive,academy_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,179.8944,180.0918,180.092,180.591,,,,,,,,,,,,,,0.9121,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,180.5919,181.5075,m,1,0.9121,,[],[],[],[],[],[],[],181.5076,183.5076,183.5077,183.5081,[],[],[],[],[],[],[],,183.5082,183.5083,0.119904077,-0.288569169,0,0,0,,0,16,16,99,1,2,word,DEBATE,print,debate_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,183.5107,183.7079,183.7079,184.2086,,,,,,,,,,,,,,1.4937,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,184.2096,185.7078,z,1,1.4937,,[],[],[],[],[],[],[],185.7079,187.7087,187.7087,187.709,[],[],[],[],[],[],[],,187.7091,187.7093,0.119904077,-0.288569169,0,0,0,,0,17,17,62,1,2,TL,opmital,cursive,opmital_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,187.7113,187.9093,187.9094,188.4082,,,,,,,,,,,,,,1.762,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,188.4088,190.1749,m,1,1.762,,[],[],[],[],[],[],[],190.1751,192.1745,192.1746,192.1749,[],[],[],[],[],[],[],,192.1749,192.1753,0.119904077,-0.288569169,0,0,0,,0,18,18,128,1,2,word,PACIFIC,print,pacific_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,192.1776,192.3746,192.3746,192.8746,,,,,,,,,,,,,,0.8921,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,192.8751,193.7746,z,1,0.8921,,[],[],[],[],[],[],[],193.7746,195.7745,195.7746,195.7748,[],[],[],[],[],[],[],,195.7749,195.775,0.119904077,-0.288569169,0,0,0,,0,19,19,13,1,2,RL,helicage,print,helicage_p.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,195.7773,195.9749,195.975,196.4751,,,,,,,,,,,,,,2.1785,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,196.4758,198.6577,z,0,2.1785,,[],[],[],[],[],[],[],198.6578,200.6578,200.6579,200.6582,[],[],[],[],[],[],[],,200.6582,200.6583,0.119904077,-0.288569169,0,0,0,,0,20,20,123,1,2,word,MODERATE,cursive,moderate_c.png,,,,,
,,,,28003,001,2025-11-08_21h31.47.875,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,200.66,200.8584,200.8584,201.3583,,,,,,,,,,,,,,2.9394,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,201.3591,204.3006,m,1,2.9394,,[],[],[],[],[],[],[],204.3007,206.2913,206.2914,206.2916,[],[],[],[],[],[],[],,206.2917,206.2918,0.119904077,-0.288569169,0,0,0,,0,21,21,112,1,2,word,LIBERAL,print,liberal_p.png,,,,,
