counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,133.6294,133.8275,133.8276,134.3276,,,,,,,,,,,,0.2787,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,23,0,134.3282,134.611,m,1,0.2787,,[],[],[],[],[],[],[],134.6111,136.6109,136.6109,136.6113,[],[],[],[],[],[],[],,136.6113,136.6114,-0.005104903,-0.268494117,0,0,0,,0,22,22,124,1,4,word,NUMERICAL,cursive,numerical_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,136.6127,136.8109,136.8109,137.3109,,,,,,,,,,,,0.7798,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,24,0,137.3114,138.0942,m,1,0.7798,,[],[],[],[],[],[],[],138.0942,140.094,140.0941,140.0943,[],[],[],[],[],[],[],,140.0944,140.0945,-0.005104903,-0.268494117,0,0,0,,0,23,23,95,1,4,word,COMEDY,print,comedy_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,140.0958,140.294,140.2941,140.7941,,,,,,,,,,,,0.7379,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,25,0,140.7947,141.5438,z,1,0.7379,,[],[],[],[],[],[],[],141.5439,143.5433,143.5434,143.5437,[],[],[],[],[],[],[],,143.5438,143.5438,-0.005104903,-0.268494117,0,0,0,,0,24,24,76,1,4,TL,setanor,print,setanor_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,143.5452,143.744,143.744,144.2439,,,,,,,,,,,,0.7301,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,26,0,144.2445,144.9773,z,1,0.7301,,[],[],[],[],[],[],[],144.9774,146.9771,146.9773,146.9775,[],[],[],[],[],[],[],,146.9775,146.9777,-0.005104903,-0.268494117,0,0,0,,0,25,25,23,1,4,RL,linefal,cursive,linefal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,146.979,147.1771,147.1771,147.6771,,,,,,,,,,,,1.4305,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,27,0,147.6778,149.1104,z,1,1.4305,,[],[],[],[],[],[],[],149.1106,151.1103,151.1103,151.1107,[],[],[],[],[],[],[],,151.1108,151.111,-0.005104903,-0.268494117,0,0,0,,0,26,26,41,1,4,RL,rebicent,cursive,rebicent_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,151.1124,151.3101,151.3102,151.8102,,,,,,,,,,,,0.6875,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,28,0,151.8108,152.5104,z,0,0.6875,,[],[],[],[],[],[],[],152.5104,154.5101,154.5102,154.5104,[],[],[],[],[],[],[],,154.5105,154.5105,-0.005104903,-0.268494117,0,0,0,,0,27,27,138,1,4,word,REFUSAL,cursive,refusal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,154.5118,154.7103,154.7103,155.2102,,,,,,,,,,,,0.513,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,29,0,155.2108,155.7268,m,1,0.513,,[],[],[],[],[],[],[],155.7269,157.7268,157.7268,157.727,[],[],[],[],[],[],[],,157.7271,157.7272,-0.005104903,-0.268494117,0,0,0,,0,28,28,126,1,4,word,OPTIMAL,print,optimal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,157.7284,157.9267,157.9267,158.4268,,,,,,,,,,,,1.0936,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,30,0,158.4273,159.5267,m,1,1.0936,,[],[],[],[],[],[],[],159.5267,161.5266,161.5266,161.5269,[],[],[],[],[],[],[],,161.527,161.527,-0.005104903,-0.268494117,0,0,0,,0,29,29,152,1,4,word,SPECIMEN,cursive,specimen_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,161.5283,161.7266,161.7266,162.2265,,,,,,,,,,,,0.7372,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,31,0,162.2271,162.9766,m,1,0.7372,,[],[],[],[],[],[],[],162.9767,164.9765,164.9765,164.9767,[],[],[],[],[],[],[],,164.9768,164.9769,-0.005104903,-0.268494117,0,0,0,,0,30,30,132,1,4,word,PROPOSAL,print,proposal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,164.9783,165.1764,165.1764,165.676,,,,,,,,,,,,0.7275,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,32,0,165.6766,166.409,m,1,0.7275,,[],[],[],[],[],[],[],166.4092,168.409,168.4091,168.4094,[],[],[],[],[],[],[],,168.4094,168.4095,-0.005104903,-0.268494117,0,0,0,,0,31,31,122,1,4,word,MOBILE,print,mobile_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,168.4107,168.6095,168.6096,169.1095,,,,,,,,,,,,0.8539,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,33,0,169.1102,169.9763,z,0,0.8539,,[],[],[],[],[],[],[],169.9764,171.9758,171.9759,171.976,[],[],[],[],[],[],[],,171.976,171.9761,-0.005104903,-0.268494117,0,0,0,,0,32,32,114,1,4,word,LOCATE,cursive,locate_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,171.9773,172.1761,172.1761,172.6761,,,,,,,,,,,,1.1133,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,34,0,172.6766,173.7928,z,1,1.1133,,[],[],[],[],[],[],[],173.7929,175.7926,175.7926,175.7928,[],[],[],[],[],[],[],,175.7929,175.793,-0.005104903,-0.268494117,0,0,0,,0,33,33,15,1,4,RL,debave,cursive,debave_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,175.7944,175.9927,175.9927,176.4923,,,,,,,,,,,,0.795,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,35,0,176.4928,177.2925,z,1,0.795,,[],[],[],[],[],[],[],177.2927,179.2919,179.2919,179.2922,[],[],[],[],[],[],[],,179.2922,179.2923,-0.005104903,-0.268494117,0,0,0,,0,34,34,37,1,4,RL,renutal,cursive,renutal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,179.2935,179.4924,179.4925,179.9924,,,,,,,,,,,,0.88,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,36,0,179.993,180.8758,m,1,0.88,,[],[],[],[],[],[],[],180.8759,182.8756,182.8757,182.8759,[],[],[],[],[],[],[],,182.876,182.8761,-0.005104903,-0.268494117,0,0,0,,0,35,35,146,1,4,word,RETIRE,print,retire_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,182.8774,183.0757,183.0757,183.5756,,,,,,,,,,,,0.7727,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,37,0,183.5761,184.3589,z,1,0.7727,,[],[],[],[],[],[],[],184.359,186.359,186.359,186.3592,[],[],[],[],[],[],[],,186.3593,186.3593,-0.005104903,-0.268494117,0,0,0,,0,36,36,13,1,4,RL,crisival,cursive,crisival_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,186.3604,186.5589,186.559,187.0585,,,,,,,,,,,,0.6707,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,38,1,187.0591,187.7421,m,1,0.6707,,[],[],[],[],[],[],[],187.7423,189.7421,189.7421,193.2421,[],[],[],[],[],[],[],z,193.2421,193.2423,-0.005104903,-0.268494117,0,0,0,,0,37,37,119,1,4,word,MEMORY,print,memory_p.png,3.4878,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,193.2436,193.4411,193.4412,193.9419,,,,,,,,,,,,1.204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,39,0,193.9424,195.1586,m,1,1.204,,[],[],[],[],[],[],[],195.1587,197.1585,197.1585,197.1588,[],[],[],[],[],[],[],,197.1588,197.159,-0.005104903,-0.268494117,0,0,0,,0,38,38,110,1,4,word,HERITAGE,print,heritage_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,197.1604,197.3585,197.3586,197.8584,,,,,,,,,,,,0.78,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,40,0,197.8589,198.6416,m,1,0.78,,[],[],[],[],[],[],[],198.6418,200.6413,200.6413,200.6416,[],[],[],[],[],[],[],,200.6416,200.6418,-0.005104903,-0.268494117,0,0,0,,0,39,39,136,1,4,word,RADICAL,print,radical_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,200.6429,200.8417,200.8418,201.3411,,,,,,,,,,,,0.913,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,41,0,201.3417,202.2583,m,1,0.913,,[],[],[],[],[],[],[],202.2584,204.2581,204.2582,204.2584,[],[],[],[],[],[],[],,204.2584,204.2585,-0.005104903,-0.268494117,0,0,0,,0,40,40,82,1,4,word,AMATEUR,cursive,amateur_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,204.2598,204.4582,204.4583,204.9582,,,,,,,,,,,,0.8131,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,42,0,204.9589,205.7747,m,1,0.8131,,[],[],[],[],[],[],[],205.7748,207.7739,207.7739,207.7742,[],[],[],[],[],[],[],,207.7744,207.7744,-0.005104903,-0.268494117,0,0,0,,0,41,41,89,1,4,word,CAPACITY,cursive,capacity_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,207.7757,207.9747,207.9748,208.4743,,,,,,,,,,,,1.0961,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,43,0,208.4745,209.5747,z,1,1.0961,,[],[],[],[],[],[],[],209.5748,211.5745,211.5746,211.5749,[],[],[],[],[],[],[],,211.5749,211.575,-0.005104903,-0.268494117,0,0,0,,0,42,42,36,1,4,RL,rabigly,cursive,rabigly_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,211.5764,211.7746,211.7746,212.2737,,,,,,,,,,,,1.0976,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,44,0,212.2744,213.3745,z,1,1.0976,,[],[],[],[],[],[],[],213.3746,215.3743,215.3744,215.3746,[],[],[],[],[],[],[],,215.3747,215.3748,-0.005104903,-0.268494117,0,0,0,,0,43,43,24,1,4,RL,marmipal,cursive,marmipal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,215.376,215.5744,215.5745,216.0744,,,,,,,,,,,,0.9725,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,45,0,216.075,217.0575,z,1,0.9725,,[],[],[],[],[],[],[],217.0575,219.0576,219.0577,219.0579,[],[],[],[],[],[],[],,219.058,219.0583,-0.005104903,-0.268494117,0,0,0,,0,44,44,49,1,4,RL,vesofity,cursive,vesofity_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,219.0599,219.2576,219.2576,219.7575,,,,,,,,,,,,3.6875,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,46,0,219.7581,223.4574,m,1,3.6875,,[],[],[],[],[],[],[],223.4574,225.4573,225.4575,225.4576,[],[],[],[],[],[],[],,225.4577,225.4578,-0.005104903,-0.268494117,0,0,0,,0,45,45,140,1,4,word,RELATIVE,print,relative_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,225.4594,225.6573,225.6573,226.1565,,,,,,,,,,,,1.6886,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,47,0,226.157,227.8574,z,1,1.6886,,[],[],[],[],[],[],[],227.8575,229.8572,229.8573,229.8574,[],[],[],[],[],[],[],,229.8576,229.8577,-0.005104903,-0.268494117,0,0,0,,0,46,46,47,1,4,RL,stopave,print,stopave_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,229.8589,230.0572,230.0572,230.5565,,,,,,,,,,,,2.4058,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,48,0,230.5572,232.9737,m,0,2.4058,,[],[],[],[],[],[],[],232.9738,234.9733,234.9733,234.9735,[],[],[],[],[],[],[],,234.9736,234.9737,-0.005104903,-0.268494117,0,0,0,,0,47,47,53,1,4,TL,cemerony,print,cemerony_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,234.975,235.1737,235.1738,235.6737,,,,,,,,,,,,0.6891,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,49,0,235.6743,236.3733,m,1,0.6891,,[],[],[],[],[],[],[],236.3734,238.3732,238.3732,238.3735,[],[],[],[],[],[],[],,238.3735,238.3737,-0.005104903,-0.268494117,0,0,0,,0,48,48,120,1,4,word,MILITARY,print,military_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,238.375,238.5735,238.5735,239.0735,,,,,,,,,,,,0.9538,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,50,0,239.0741,240.0402,z,1,0.9538,,[],[],[],[],[],[],[],240.0403,242.0394,242.0395,242.0397,[],[],[],[],[],[],[],,242.0397,242.0398,-0.005104903,-0.268494117,0,0,0,,0,49,49,17,1,4,RL,denficy,cursive,denficy_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,242.0411,242.2401,242.2401,242.7399,,,,,,,,,,,,0.621,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,51,0,242.7405,243.3728,z,1,0.621,,[],[],[],[],[],[],[],243.3731,245.3727,245.3728,245.373,[],[],[],[],[],[],[],,245.373,245.3732,-0.005104903,-0.268494117,0,0,0,,0,50,50,22,1,4,RL,linedal,cursive,linedal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,245.3743,245.5726,245.5727,246.0731,,,,,,,,,,,,0.999,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,52,0,246.0737,247.0734,m,0,0.999,,[],[],[],[],[],[],[],247.0735,249.0731,249.0731,249.0734,[],[],[],[],[],[],[],,249.0735,249.0735,-0.005104903,-0.268494117,0,0,0,,0,51,51,33,1,4,RL,pamest,cursive,pamest_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,249.0749,249.273,249.273,249.773,,,,,,,,,,,,0.6385,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,53,0,249.7735,250.423,m,1,0.6385,,[],[],[],[],[],[],[],250.4232,252.423,252.423,252.4232,[],[],[],[],[],[],[],,252.4233,252.4234,-0.005104903,-0.268494117,0,0,0,,0,52,52,109,1,4,word,GRATEFUL,print,grateful_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,252.4247,252.6227,252.6227,253.1229,,,,,,,,,,,,0.6894,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,54,1,253.1235,253.8229,m,1,0.6894,,[],[],[],[],[],[],[],253.8229,255.8228,255.8229,256.3896,[],[],[],[],[],[],[],z,256.3897,256.3899,-0.005104903,-0.268494117,0,0,0,,0,53,53,118,1,4,word,MEDICINE,cursive,medicine_c.png,0.5546,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,256.3911,256.5896,256.5897,257.0894,,,,,,,,,,,,0.6041,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,55,1,257.09,257.7064,m,1,0.6041,,[],[],[],[],[],[],[],257.7064,259.706,259.7061,260.6895,[],[],[],[],[],[],[],m,260.6896,260.6898,-0.005104903,-0.268494117,0,0,0,,0,54,54,123,1,4,word,MODERATE,print,moderate_p.png,0.983,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,260.691,260.8883,260.8883,261.3892,,,,,,,,,,,,1.2285,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,56,0,261.3899,262.6218,z,0,1.2285,,[],[],[],[],[],[],[],262.6219,264.6224,264.6225,264.6227,[],[],[],[],[],[],[],,264.6228,264.6229,-0.005104903,-0.268494117,0,0,0,,0,55,55,113,1,4,word,LITERAL,cursive,literal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,264.6242,264.8216,264.8217,265.3216,,,,,,,,,,,,0.4713,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,57,1,265.3224,265.8051,m,1,0.4713,,[],[],[],[],[],[],[],265.8052,267.8053,267.8054,268.8724,[],[],[],[],[],[],[],m,268.8725,268.8727,-0.005104903,-0.268494117,0,0,0,,0,56,56,131,1,4,word,POPULAR,print,popular_p.png,1.0581,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,268.874,269.0715,269.0715,269.5717,,,,,,,,,,,,1.0995,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,58,0,269.5723,270.6724,z,1,1.0995,,[],[],[],[],[],[],[],270.6726,272.6719,272.672,272.6722,[],[],[],[],[],[],[],,272.6723,272.6724,-0.005104903,-0.268494117,0,0,0,,0,57,57,3,1,4,RL,bewoted,print,bewoted_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,272.6735,272.872,272.872,273.3721,,,,,,,,,,,,0.631,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,59,1,273.3727,274.0054,m,0,0.631,,[],[],[],[],[],[],[],274.0055,276.0052,276.0054,276.8554,[],[],[],[],[],[],[],m,276.8555,276.8557,-0.005104903,-0.268494117,0,0,0,,0,58,58,60,1,4,TL,hetirage,print,hetirage_p.png,0.8407,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,276.857,277.0553,277.0553,277.5553,,,,,,,,,,,,0.7974,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,60,0,277.556,278.3551,z,0,0.7974,,[],[],[],[],[],[],[],278.3551,280.3551,280.3552,280.3554,[],[],[],[],[],[],[],,280.3555,280.3556,-0.005104903,-0.268494117,0,0,0,,0,59,59,85,1,4,word,BENEFIT,cursive,benefit_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,280.3568,280.5553,280.5554,281.0551,,,,,,,,,,,,0.8866,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,61,0,281.0558,281.9551,z,1,0.8866,,[],[],[],[],[],[],[],281.9551,283.955,283.9551,283.9553,[],[],[],[],[],[],[],,283.9553,283.9554,-0.005104903,-0.268494117,0,0,0,,0,60,60,50,1,4,RL,vecelan,cursive,vecelan_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,283.9567,284.1551,284.1551,284.655,,,,,,,,,,,,0.5204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,62,0,284.6556,285.1883,m,1,0.5204,,[],[],[],[],[],[],[],285.1884,287.1882,287.1883,287.1885,[],[],[],[],[],[],[],,287.1885,287.1887,-0.005104903,-0.268494117,0,0,0,,0,61,61,115,1,4,word,LOGICAL,print,logical_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,287.19,287.3882,287.3882,287.8882,,,,,,,,,,,,0.5708,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,63,0,287.8888,288.4716,m,1,0.5708,,[],[],[],[],[],[],[],288.4716,290.4714,290.4715,290.4717,[],[],[],[],[],[],[],,290.4718,290.4719,-0.005104903,-0.268494117,0,0,0,,0,62,62,156,1,4,word,TRIBUTE,print,tribute_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,290.4731,290.6714,290.6715,291.1714,,,,,,,,,,,,0.6039,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,64,0,291.172,291.7881,m,1,0.6039,,[],[],[],[],[],[],[],291.7882,293.7881,293.7882,293.7883,[],[],[],[],[],[],[],,293.7885,293.7885,-0.005104903,-0.268494117,0,0,0,,0,63,63,150,1,4,word,SENTIMENT,print,sentiment_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,293.7897,293.9881,293.9881,294.4878,,,,,,,,,,,,0.9727,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,65,0,294.4885,295.4714,z,1,0.9727,,[],[],[],[],[],[],[],295.4714,297.4703,297.4703,297.4706,[],[],[],[],[],[],[],,297.4707,297.4707,-0.005104903,-0.268494117,0,0,0,,0,64,64,6,1,4,RL,caleberia,cursive,caleberia_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,297.4717,297.6708,297.6708,298.1711,,,,,,,,,,,,0.7991,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,66,0,298.1715,298.9713,z,1,0.7991,,[],[],[],[],[],[],[],298.9713,300.9709,300.9709,300.9712,[],[],[],[],[],[],[],,300.9712,300.9713,-0.005104903,-0.268494117,0,0,0,,0,65,65,2,1,4,RL,asiral,cursive,asiral_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,300.9723,301.1711,301.1711,301.671,,,,,,,,,,,,0.6637,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,67,0,301.6715,302.3376,m,1,0.6637,,[],[],[],[],[],[],[],302.3377,304.3374,304.3374,304.3374,[],[],[],[],[],[],[],,304.3375,304.3376,-0.005104903,-0.268494117,0,0,0,,0,66,66,159,1,4,word,VETERAN,cursive,veteran_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,304.3383,304.5377,304.5377,305.0375,,,,,,,,,,,,1.6976,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,68,0,305.0382,306.7378,m,1,1.6976,,[],[],[],[],[],[],[],306.7379,308.7375,308.7376,308.738,[],[],[],[],[],[],[],,308.7381,308.7383,-0.005104903,-0.268494117,0,0,0,,0,67,67,99,1,4,word,DEBATE,cursive,debate_c.png,,,,,
