counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,996.109,996.3067,996.3067,996.8073,,,,,,,,,,,,,,1.5752,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,152,0,996.808,998.3915,m,1,1.5752,,[],[],[],[],[],[],[],998.3916,1000.3909,1000.3912,1000.3915,[],[],[],[],[],[],[],,1000.3915,1000.3917,0.510416667,0.280794271,0,0,0,,0,151,151,158,1,3,word,VELOCITY,cursive,velocity_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1000.3925,1000.5904,1000.5904,1001.0929,,,,,,,,,,,,,,3.2781,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,153,0,1001.0933,1004.3734,z,1,3.2781,,[],[],[],[],[],[],[],1004.3735,1006.3751,1006.3753,1006.3757,[],[],[],[],[],[],[],,1006.3757,1006.3759,0.510416667,0.280794271,0,0,0,,0,152,152,12,1,3,RL,formuke,cursive,formuke_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1006.3768,1006.576,1006.5761,1007.0749,,,,,,,,,,,,,,1.9955,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,154,0,1007.0754,1009.0741,z,1,1.9955,,[],[],[],[],[],[],[],1009.0741,1011.0756,1011.0756,1011.0758,[],[],[],[],[],[],[],,1011.0758,1011.0759,0.510416667,0.280794271,0,0,0,,0,153,153,20,1,3,RL,orimipal,cursive,orimipal_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1011.0768,1011.2736,1011.2736,1011.7746,,,,,,,,,,,,,,2.2317,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,155,1,1011.7751,1014.0076,m,1,2.2317,,[],[],[],[],[],[],[],1014.0077,1016.009,1016.009,1023.7908,[],[],[],[],[],[],[],z,1023.7909,1023.791,0.510416667,0.280794271,0,0,0,,0,154,154,96,1,3,word,CONSIDER,print,consider_p.png,7.7799,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1023.7918,1023.9924,1023.9924,1024.4902,,,,,,,,,,,,,,2.1735,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,156,0,1024.4906,1026.6741,z,0,2.1735,,[],[],[],[],[],[],[],1026.6743,1028.6743,1028.6744,1028.6748,[],[],[],[],[],[],[],,1028.6749,1028.675,0.510416667,0.280794271,0,0,0,,0,155,155,88,1,3,word,CAMERA,cursive,camera_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1028.6758,1028.8745,1028.8746,1029.3734,,,,,,,,,,,,,,2.516,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,157,1,1029.3737,1031.8905,m,1,2.516,,[],[],[],[],[],[],[],1031.8905,1033.8914,1033.8915,1035.0736,[],[],[],[],[],[],[],z,1035.0737,1035.0738,0.510416667,0.280794271,0,0,0,,0,156,156,159,1,3,word,VETERAN,cursive,veteran_c.png,1.1744,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1035.0751,1035.2742,1035.2743,1035.7734,,,,,,,,,,,,,,1.5909,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,158,0,1035.7739,1037.3739,z,0,1.5909,,[],[],[],[],[],[],[],1037.3739,1039.3764,1039.3765,1039.3768,[],[],[],[],[],[],[],,1039.3768,1039.3769,0.510416667,0.280794271,0,0,0,,0,157,157,122,1,3,word,MOBILE,cursive,mobile_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1039.3777,1039.5754,1039.5754,1040.0732,,,,,,,,,,,,,,2.4318,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,159,0,1040.0735,1042.5073,z,1,2.4318,,[],[],[],[],[],[],[],1042.5075,1044.5078,1044.5078,1044.5082,[],[],[],[],[],[],[],,1044.5084,1044.5084,0.510416667,0.280794271,0,0,0,,0,158,158,48,1,3,TL,grafetul,cursive,grafetul_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,1044.5095,1044.7088,1044.7088,1045.2065,,,,,,,,,,,,,,2.3307,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,160,0,1045.2068,1047.5406,z,0,2.3307,,[],[],[],[],[],[],[],1047.5406,1049.5399,1049.5399,1049.5401,[],[],[],[],[],[],[],,1049.5401,1049.5402,0.510416667,0.280794271,0,0,0,,0,159,159,90,1,3,word,CAPITAL,cursive,capital_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.554,1054.5406
