counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,69.4868,69.6854,69.6854,70.1854,70.1864,70.9521,m,1,0.7409,,[],[],[],[],[],[],[],0.7409,1,70.9523,71.4521,0,5,5,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,71.4536,71.652,71.6521,72.152,72.1529,73.1021,m,1,0.9382,,[],[],[],[],[],[],[],0.9382,1,73.1023,73.602,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,73.6035,73.8019,73.802,74.3021,74.3032,75.4688,z,1,1.1454,,[],[],[],[],[],[],[],1.1454,1,75.4689,75.9687,0,7,7,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,75.9701,76.1686,76.1687,76.6686,76.6695,77.3852,z,1,0.7062,,[],[],[],[],[],[],[],0.7062,1,77.3853,77.8854,0,8,8,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,77.8869,78.0854,78.0854,78.5853,78.5863,79.1521,m,1,0.5444,,[],[],[],[],[],[],[],0.5444,1,79.1523,79.6519,0,9,9,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,79.6529,79.852,79.852,80.352,80.3529,81.202,m,1,0.829,,[],[],[],[],[],[],[],0.829,1,81.2022,81.702,0,10,10,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,81.7034,81.9009,81.901,82.4019,82.4028,82.9521,m,1,0.5291,,[],[],[],[],[],[],[],0.5291,1,82.9522,83.452,0,11,11,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,83.4535,83.6519,83.652,84.1517,84.1526,84.802,m,1,0.6172,,[],[],[],[],[],[],[],0.6172,1,84.8022,85.302,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,85.3033,85.5019,85.502,86.002,86.003,86.6519,m,1,0.6384,,[],[],[],[],[],[],[],0.6384,1,86.6521,87.152,0,13,13,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,87.1534,87.3519,87.352,87.8519,87.8529,88.8354,z,1,0.9605,,[],[],[],[],[],[],[],0.9605,1,88.8356,89.3353,0,14,14,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,89.3368,89.5353,89.5353,90.0353,90.0362,90.8685,z,1,0.8162,,[],[],[],[],[],[],[],0.8162,1,90.8688,91.3687,0,15,15,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3749,115.136,space,23.7342,,0.344429666,-0.133751608,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,115.1501,115.335,115.335,115.8354,,,,,,,,,,,,,,1.5452,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,1,1,115.8374,117.3858,m,0,1.5452,,[],[],[],[],[],[],[],117.3861,119.3856,119.3858,121.6857,[],[],[],[],[],[],[],m,2.2949,,121.686,121.6882,0.344429666,-0.133751608,0,0,0,,0,0,0,79,1,2,TL,vadility,print,vadility_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,121.689,121.8853,121.8854,122.385,,,,,,,,,,,,,,1.9153,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,2,1,122.3855,124.3021,m,1,1.9153,,[],[],[],[],[],[],[],124.3022,126.3021,126.3021,127.5188,[],[],[],[],[],[],[],z,1.2151,,127.5189,127.519,0.344429666,-0.133751608,0,0,0,,0,1,1,132,1,2,word,PROPOSAL,cursive,proposal_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,127.52,127.7186,127.7186,128.2185,,,,,,,,,,,,,,2.5974,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,3,0,128.2192,130.8187,z,0,2.5974,,[],[],[],[],[],[],[],130.8189,132.8186,132.8187,132.8189,[],[],[],[],[],[],[],,,,132.819,132.8191,0.344429666,-0.133751608,0,0,0,,0,2,2,121,1,2,word,MISTAKE,cursive,mistake_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,132.8204,133.0186,133.0187,133.5186,,,,,,,,,,,,,,2.2712,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,4,0,133.5193,135.8021,z,0,2.2712,,[],[],[],[],[],[],[],135.8022,137.8018,137.802,137.8022,[],[],[],[],[],[],[],,,,137.8023,137.8025,0.344429666,-0.133751608,0,0,0,,0,3,3,123,1,2,word,MODERATE,cursive,moderate_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,137.8038,138.0019,138.002,138.5019,,,,,,,,,,,,,,0.9746,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,5,0,138.5025,139.4854,z,1,0.9746,,[],[],[],[],[],[],[],139.4855,141.4852,141.4854,141.4856,[],[],[],[],[],[],[],,,,141.4857,141.4858,0.344429666,-0.133751608,0,0,0,,0,4,4,31,1,2,RL,spetisic,print,spetisic_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,141.4869,141.6853,141.6853,142.1852,,,,,,,,,,,,,,1.1801,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,6,0,142.1859,143.3685,z,1,1.1801,,[],[],[],[],[],[],[],143.3687,145.3686,145.3687,145.3691,[],[],[],[],[],[],[],,,,145.3692,145.3693,0.344429666,-0.133751608,0,0,0,,0,5,5,0,1,2,RL,adnicory,print,adnicory_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,145.3707,145.5685,145.5686,146.0686,,,,,,,,,,,,,,0.8377,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,7,1,146.0692,146.9187,z,1,0.8377,,[],[],[],[],[],[],[],146.9188,148.9187,148.9188,150.3187,[],[],[],[],[],[],[],m,1.3987,,150.3188,150.3191,0.344429666,-0.133751608,0,0,0,,0,6,6,2,1,2,RL,casagity,print,casagity_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,150.3202,150.5186,150.5186,151.0185,,,,,,,,,,,,,,1.7877,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,8,0,151.0191,152.8186,m,1,1.7877,,[],[],[],[],[],[],[],152.8188,154.8186,154.8187,154.8189,[],[],[],[],[],[],[],,,,154.819,154.8192,0.344429666,-0.133751608,0,0,0,,0,7,7,119,1,2,word,MEMORY,cursive,memory_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,154.8204,155.0187,155.0187,155.5185,,,,,,,,,,,,,,1.5411,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,155.5192,157.0686,z,0,1.5411,,[],[],[],[],[],[],[],157.0687,159.0686,159.0687,159.0688,[],[],[],[],[],[],[],,,,159.0689,159.069,0.344429666,-0.133751608,0,0,0,,0,8,8,106,1,2,word,ELABORATE,cursive,elaborate_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,159.07,159.2686,159.2686,159.7686,,,,,,,,,,,,,,1.3403,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,10,1,159.7691,161.1187,z,1,1.3403,,[],[],[],[],[],[],[],161.1187,163.1185,163.1186,165.3186,[],[],[],[],[],[],[],z,2.1983,,165.3186,165.3188,0.344429666,-0.133751608,0,0,0,,0,9,9,74,1,2,TL,rerite,cursive,rerite_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,165.3198,165.5185,165.5186,166.0185,,,,,,,,,,,,,,3.1045,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,11,0,166.0192,169.1354,z,1,3.1045,,[],[],[],[],[],[],[],169.1355,171.1354,171.1354,171.1356,[],[],[],[],[],[],[],,,,171.1357,171.1359,0.344429666,-0.133751608,0,0,0,,0,10,10,54,1,2,TL,liretal,cursive,liretal_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,171.1371,171.3353,171.3353,171.8352,,,,,,,,,,,,,,0.8549,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,171.8357,172.7021,z,1,0.8549,,[],[],[],[],[],[],[],172.7023,174.7019,174.702,174.7022,[],[],[],[],[],[],[],,,,174.7022,174.7024,0.344429666,-0.133751608,0,0,0,,0,11,11,35,1,2,RL,vesofity,print,vesofity_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,174.7036,174.9008,174.9009,175.4019,,,,,,,,,,,,,,1.9551,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,13,1,175.4024,177.3678,z,1,1.9551,,[],[],[],[],[],[],[],177.3679,179.3686,179.3687,180.9508,[],[],[],[],[],[],[],z,1.5814,,180.9509,180.9511,0.344429666,-0.133751608,0,0,0,,0,12,12,51,1,2,TL,etidor,cursive,etidor_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,180.9518,181.152,181.152,181.651,,,,,,,,,,,,,,2.7233,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,14,0,181.6516,184.3852,z,1,2.7233,,[],[],[],[],[],[],[],184.3853,186.3852,186.3853,186.3855,[],[],[],[],[],[],[],,,,186.3855,186.3856,0.344429666,-0.133751608,0,0,0,,0,13,13,67,1,2,TL,quafily,cursive,quafily_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,186.3869,186.5851,186.5853,187.0843,,,,,,,,,,,,,,1.655,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,15,1,187.0849,188.7509,z,1,1.655,,[],[],[],[],[],[],[],188.751,190.7513,190.7513,192.3687,[],[],[],[],[],[],[],z,1.6067,,192.3687,192.369,0.344429666,-0.133751608,0,0,0,,0,14,14,40,1,2,TL,bevoled,cursive,bevoled_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,192.3702,192.5685,192.5686,193.0685,,,,,,,,,,,,,,2.5546,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,0,193.069,195.6354,z,1,2.5546,,[],[],[],[],[],[],[],195.6355,197.6352,197.6353,197.6355,[],[],[],[],[],[],[],,,,197.6356,197.6357,0.344429666,-0.133751608,0,0,0,,0,15,15,44,1,2,TL,catipal,cursive,catipal_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,197.637,197.8345,197.8345,198.3351,,,,,,,,,,,,,,1.0971,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,198.3359,199.4343,z,0,1.0971,,[],[],[],[],[],[],[],199.4344,201.4352,201.4353,201.4355,[],[],[],[],[],[],[],,,,201.4356,201.4357,0.344429666,-0.133751608,0,0,0,,0,16,16,138,1,2,word,REFUSAL,cursive,refusal_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,201.437,201.6344,201.6344,202.1352,,,,,,,,,,,,,,0.7558,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,18,0,202.1359,202.902,z,1,0.7558,,[],[],[],[],[],[],[],202.9021,204.9018,204.9019,204.9022,[],[],[],[],[],[],[],,,,204.9022,204.9024,0.344429666,-0.133751608,0,0,0,,0,17,17,10,1,2,RL,disluge,cursive,disluge_c.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,204.9037,205.1019,205.1019,205.6009,,,,,,,,,,,,,,1.1092,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,19,0,205.6013,206.7177,m,1,1.1092,,[],[],[],[],[],[],[],206.7178,208.7187,208.7187,208.7189,[],[],[],[],[],[],[],,,,208.7189,208.7191,0.344429666,-0.133751608,0,0,0,,0,18,18,130,1,2,word,POLICY,print,policy_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,208.7204,208.9184,208.9186,209.4185,,,,,,,,,,,,,,0.8296,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,20,0,209.4191,210.2517,z,1,0.8296,,[],[],[],[],[],[],[],210.2518,212.2519,212.2519,212.2522,[],[],[],[],[],[],[],,,,212.2523,212.2523,0.344429666,-0.133751608,0,0,0,,0,19,19,75,1,2,TL,ronamtic,print,ronamtic_p.png,,,,
,,,,30950,001,2025-10-16_20h22.20.347,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,212.2536,212.4517,212.4517,212.9518,,,,,,,,,,,,,,0.7474,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,21,0,212.9524,213.7019,z,1,0.7474,,[],[],[],[],[],[],[],213.702,215.7018,215.7019,215.7021,[],[],[],[],[],[],[],,,,215.7022,215.7022,0.344429666,-0.133751608,0,0,0,,0,20,20,9,1,2,RL,denficy,print,denficy_p.png,,,,
