counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,42.2917,42.4903,42.4904,42.9903,42.9914,43.7901,z,1,0.7894,,[],[],[],[],[],[],[],0.7894,1,43.7901,44.2893,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,44.2908,44.4892,44.4893,44.9903,44.9909,45.7226,z,1,0.7121,,[],[],[],[],[],[],[],0.7121,1,45.7227,46.2236,0,9,9,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,46.225,46.4225,46.4225,46.9236,46.9246,47.8237,z,1,0.8775,,[],[],[],[],[],[],[],0.8775,1,47.8238,48.3237,0,10,10,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,48.3253,48.5235,48.5235,49.0237,49.0246,49.7227,m,1,0.679,,[],[],[],[],[],[],[],0.679,1,49.7228,50.2229,0,11,11,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,50.2243,50.4237,50.4238,50.9237,50.9248,51.4571,m,1,0.5242,,[],[],[],[],[],[],[],0.5242,1,51.4573,51.957,0,12,12,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,51.9587,52.1569,52.157,52.6569,52.6575,53.3903,z,1,0.713,,[],[],[],[],[],[],[],0.713,1,53.3904,53.8895,0,13,13,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,53.8909,54.0905,54.0905,54.5904,54.5912,55.5394,m,0,0.9307,,[],[],[],[],[],[],[],0.9307,0,55.5404,56.0405,0,14,14,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,56.0419,56.2405,56.2406,56.7404,56.7412,57.3571,m,1,0.6073,,[],[],[],[],[],[],[],0.6073,1,57.3582,57.8571,0,15,15,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.8645,59.9741,,-0.023376551,-0.368766622,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,59.9928,60.1738,60.1739,60.674,,,,,,,,,,,,,,1.7337,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,60.6755,62.4232,m,1,1.7337,,[],[],[],[],[],[],[],62.4235,64.4241,64.4244,64.4284,[],[],[],[],[],[],[],,64.4286,64.4302,-0.023376551,-0.368766622,0,0,0,,0,0,0,102,1,4,word,DENSITY,cursive,density_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,64.4313,64.6239,64.624,65.1238,,,,,,,,,,,,,,2.3026,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,65.1244,67.4406,z,1,2.3026,,[],[],[],[],[],[],[],67.4407,69.4406,69.4407,69.4408,[],[],[],[],[],[],[],,69.4409,69.4409,-0.023376551,-0.368766622,0,0,0,,0,1,1,35,1,4,RL,probice,cursive,probice_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,69.442,69.6406,69.6406,70.1402,,,,,,,,,,,,,,3.1044,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,1,70.141,73.2576,m,0,3.1044,,[],[],[],[],[],[],[],73.2577,75.2574,75.2575,79.8909,[],[],[],[],[],[],[],m,79.8909,79.8911,-0.023376551,-0.368766622,0,0,0,,0,2,2,0,1,4,RL,abanemy,print,abanemy_p.png,4.6265,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,79.8924,80.0904,80.0904,80.5898,,,,,,,,,,,,,,0.8697,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,80.5902,81.4743,m,1,0.8697,,[],[],[],[],[],[],[],81.4744,83.4742,83.4742,83.4746,[],[],[],[],[],[],[],,83.4746,83.4747,-0.023376551,-0.368766622,0,0,0,,0,3,3,122,1,4,word,MOBILE,print,mobile_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,83.4762,83.6743,83.6743,84.1732,,,,,,,,,,,,,,5.3537,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,84.1737,89.5404,z,1,5.3537,,[],[],[],[],[],[],[],89.5405,91.5408,91.5409,91.5411,[],[],[],[],[],[],[],,91.5411,91.5413,-0.023376551,-0.368766622,0,0,0,,0,4,4,23,1,4,RL,linefal,cursive,linefal_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,91.5422,91.74,91.7401,92.2409,,,,,,,,,,,,,,1.052,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,92.2413,93.3077,m,1,1.052,,[],[],[],[],[],[],[],93.3079,95.3075,95.3077,95.3079,[],[],[],[],[],[],[],,95.308,95.3081,-0.023376551,-0.368766622,0,0,0,,0,5,5,125,1,4,word,OPERATOR,print,operator_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,95.3093,95.5075,95.5077,96.0065,,,,,,,,,,,,,,0.9384,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,96.0069,96.9574,m,1,0.9384,,[],[],[],[],[],[],[],96.9575,98.9578,98.9578,98.9581,[],[],[],[],[],[],[],,98.9582,98.9583,-0.023376551,-0.368766622,0,0,0,,0,6,6,98,1,4,word,CRIMINAL,cursive,criminal_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,98.9598,99.1578,99.1579,99.6577,,,,,,,,,,,,,,1.5697,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,1,99.6583,101.2411,m,0,1.5697,,[],[],[],[],[],[],[],101.2413,103.2413,103.2414,104.707,[],[],[],[],[],[],[],m,104.7071,104.7073,-0.023376551,-0.368766622,0,0,0,,0,7,7,69,1,4,TL,quafily,print,quafily_p.png,1.4649,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,104.7083,104.9077,104.9077,105.4077,,,,,,,,,,,,,,0.9069,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,9,0,105.4085,106.3232,z,1,0.9069,,[],[],[],[],[],[],[],106.3234,108.3245,108.3245,108.3247,[],[],[],[],[],[],[],,108.3248,108.325,-0.023376551,-0.368766622,0,0,0,,0,8,8,54,1,4,TL,codemy,print,codemy_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,108.3266,108.5239,108.524,109.0245,,,,,,,,,,,,,,0.7021,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,109.0251,109.7412,m,1,0.7021,,[],[],[],[],[],[],[],109.7414,111.7401,111.7403,111.7405,[],[],[],[],[],[],[],,111.7405,111.7408,-0.023376551,-0.368766622,0,0,0,,0,9,9,90,1,4,word,CAPITAL,print,capital_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,111.7423,111.9413,111.9413,112.4413,,,,,,,,,,,,,,2.0146,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,0,112.4418,114.4578,z,1,2.0146,,[],[],[],[],[],[],[],114.458,116.4573,116.4573,116.4574,[],[],[],[],[],[],[],,116.4574,116.4576,-0.023376551,-0.368766622,0,0,0,,0,10,10,6,1,4,RL,caleberia,cursive,caleberia_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,116.459,116.658,116.6581,117.1579,,,,,,,,,,,,,,1.1254,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,117.1586,118.2914,z,1,1.1254,,[],[],[],[],[],[],[],118.2915,120.2914,120.2914,120.2917,[],[],[],[],[],[],[],,120.2917,120.2919,-0.023376551,-0.368766622,0,0,0,,0,11,11,75,1,4,TL,sanile,print,sanile_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,120.2935,120.4913,120.4913,120.9902,,,,,,,,,,,,,,0.8985,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,120.9906,121.8913,m,1,0.8985,,[],[],[],[],[],[],[],121.8913,123.8913,123.8915,123.8917,[],[],[],[],[],[],[],,123.8917,123.8918,-0.023376551,-0.368766622,0,0,0,,0,12,12,86,1,4,word,BESIDE,print,beside_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,123.8933,124.0915,124.0916,124.5913,,,,,,,,,,,,,,2.1475,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,124.5918,126.7403,m,0,2.1475,,[],[],[],[],[],[],[],126.7405,128.7413,128.7415,128.7416,[],[],[],[],[],[],[],,128.7417,128.7418,-0.023376551,-0.368766622,0,0,0,,0,13,13,30,1,4,RL,nunewical,cursive,nunewical_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,128.7433,128.9415,128.9415,129.4415,,,,,,,,,,,,,,0.739,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,129.4422,130.1917,m,1,0.739,,[],[],[],[],[],[],[],130.1917,132.1905,132.1906,132.1907,[],[],[],[],[],[],[],,132.1909,132.1909,-0.023376551,-0.368766622,0,0,0,,0,14,14,154,1,4,word,STORAGE,print,storage_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,132.1925,132.3915,132.3915,132.8916,,,,,,,,,,,,,,1.5353,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,0,132.8922,134.4416,z,1,1.5353,,[],[],[],[],[],[],[],134.4416,136.4415,136.4416,136.4418,[],[],[],[],[],[],[],,136.4418,136.4419,-0.023376551,-0.368766622,0,0,0,,0,15,15,13,1,4,RL,crisival,cursive,crisival_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,136.4431,136.6414,136.6414,137.1416,,,,,,,,,,,,,,1.0196,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,0,137.1422,138.175,z,1,1.0196,,[],[],[],[],[],[],[],138.1752,140.1752,140.1752,140.1755,[],[],[],[],[],[],[],,140.1756,140.1757,-0.023376551,-0.368766622,0,0,0,,0,16,16,28,1,4,RL,mifikary,print,mifikary_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,140.1772,140.3751,140.3751,140.8749,,,,,,,,,,,,,,1.1008,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,140.8757,141.9913,z,1,1.1008,,[],[],[],[],[],[],[],141.9914,143.9917,143.9918,143.9921,[],[],[],[],[],[],[],,143.9921,143.9922,-0.023376551,-0.368766622,0,0,0,,0,17,17,67,1,4,TL,polupar,print,polupar_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,143.9938,144.1907,144.1908,144.6917,,,,,,,,,,,,,,1.8309,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,144.6924,146.5249,m,1,1.8309,,[],[],[],[],[],[],[],146.525,148.5243,148.5243,148.5245,[],[],[],[],[],[],[],,148.5246,148.5247,-0.023376551,-0.368766622,0,0,0,,0,18,18,129,1,4,word,PARENT,cursive,parent_c.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,148.5258,148.724,148.7241,149.225,,,,,,,,,,,,,,0.7679,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,149.2257,150.0085,m,1,0.7679,,[],[],[],[],[],[],[],150.0086,152.0085,152.0086,152.009,[],[],[],[],[],[],[],,152.0091,152.0092,-0.023376551,-0.368766622,0,0,0,,0,19,19,94,1,4,word,CLINICAL,print,clinical_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,152.0106,152.2085,152.2086,152.7077,,,,,,,,,,,,,,0.5204,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,152.7083,153.242,m,1,0.5204,,[],[],[],[],[],[],[],153.2421,155.2417,155.2418,155.2421,[],[],[],[],[],[],[],,155.2422,155.2423,-0.023376551,-0.368766622,0,0,0,,0,20,20,149,1,4,word,SENATOR,print,senator_p.png,,,,,
,,,,29493,001,2025-10-16_13h44.20.014,HW_LDT_1,2024.2.4,MacIntel,61.72839506,,,,,,,,,,,,,,,,,,,,,,155.2438,155.4416,155.4417,155.9418,,,,,,,,,,,,,,1.8716,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,155.9422,157.8252,z,1,1.8716,,[],[],[],[],[],[],[],157.8253,159.8253,159.8254,159.8258,[],[],[],[],[],[],[],,159.8259,159.826,-0.023376551,-0.368766622,0,0,0,,0,21,21,24,1,4,RL,marmipal,cursive,marmipal_c.png,,,,,
