counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,key_resp_probe.rt,key_resp_probe.duration,End.started,End.stopped
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,169.1672,169.3649,169.3649,169.8604,,,,,,,,,,,,1.9215,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,23,0,169.8612,171.7939,z,1,1.9215,,[],[],[],[],[],[],[],171.794,173.7816,173.7816,173.782,[],[],[],[],[],[],[],,173.782,173.7821,0.130555556,-0.137037065,0,0,0,,0,22,22,58,1,2,TL,mitilary,cursive,mitilary_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,173.784,173.9812,173.9812,174.4769,,,,,,,,,,,,1.6199,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,24,0,174.4775,176.0984,m,1,1.6199,,[],[],[],[],[],[],[],176.0985,178.0979,178.0981,178.0983,[],[],[],[],[],[],[],,178.0984,178.0986,0.126851908,-0.132407422,0,0,0,,0,23,23,117,1,2,word,MARINE,cursive,marine_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,178.0999,178.2966,178.2967,178.7938,,,,,,,,,,,,0.7533,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,25,1,178.7945,179.5487,m,1,0.7533,,[],[],[],[],[],[],[],179.5489,181.5436,181.5437,183.6489,[0.2768519083658854],[-0.31018524169921874],[1],[0],[0],[2.1048999999985085],"[""button_right_probe""]",,183.649,183.6491,0.276851908,-0.310185242,1,0,0,,0,24,24,128,1,2,word,PACIFIC,print,pacific_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,183.6503,183.8439,183.8439,184.3482,,,,,,,,,,,,2.4667,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,26,0,184.3489,186.8164,,0,,,[-0.41851849026150173],[-0.2685185750325521],[1],[0],[0],[2.466700000002959],"[""button_left_main""]",186.8165,188.8136,188.8137,188.814,[],[],[],[],[],[],[],,188.8142,188.8142,-0.239814801,-0.160185199,0,0,0,,0,25,25,5,1,2,RL,clisimal,cursive,clisimal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,188.8157,189.0104,189.0104,189.5104,,,,,,,,,,,,1.1033,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,27,0,189.5111,190.6154,z,1,1.1033,,[],[],[],[],[],[],[],190.6157,192.6144,192.6144,192.6146,[],[],[],[],[],[],[],,192.6148,192.6149,-0.239814801,-0.160185199,0,0,0,,0,26,26,11,1,2,RL,formuke,print,formuke_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,192.6165,192.8148,192.8148,193.3102,,,,,,,,,,,,1.0708,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,28,0,193.3109,194.3829,m,1,1.0708,,[],[],[],[],[],[],[],194.3829,196.3772,196.3772,196.3775,[],[],[],[],[],[],[],,196.3775,196.3776,-0.239814801,-0.160185199,0,0,0,,0,27,27,116,1,2,word,MARGINAL,cursive,marginal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,196.3787,196.5816,196.5816,197.0771,,,,,,,,,,,,0.9875,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,29,0,197.0775,198.0661,m,1,0.9875,,[],[],[],[],[],[],[],198.0662,200.0639,200.0639,200.0642,[],[],[],[],[],[],[],,200.0642,200.0643,-0.239814801,-0.160185199,0,0,0,,0,28,28,159,1,2,word,VETERAN,print,veteran_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,200.066,200.2604,200.2605,200.7649,,,,,,,,,,,,0.7661,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,30,0,200.7655,201.5327,m,1,0.7661,,[],[],[],[],[],[],[],201.5328,203.5318,203.5318,203.5322,[],[],[],[],[],[],[],,203.5323,203.5324,-0.239814801,-0.160185199,0,0,0,,0,29,29,140,1,2,word,RELATIVE,print,relative_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,203.5339,203.7274,203.7274,204.2272,,,,,,,,,,,,3.055,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,31,0,204.2279,207.294,m,1,3.055,,[],[],[],[],[],[],[],207.294,209.2973,209.2974,209.2977,[],[],[],[],[],[],[],,209.2977,209.298,-0.239814801,-0.160185199,0,0,0,,0,30,30,150,1,2,word,SENTIMENT,cursive,sentiment_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,209.2995,209.4971,209.4971,209.9988,,,,,,,,,,,,1.0487,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,32,0,209.9996,211.0493,m,1,1.0487,,[],[],[],[],[],[],[],211.0495,213.0437,213.0438,213.0441,[],[],[],[],[],[],[],,213.0442,213.0444,-0.239814801,-0.160185199,0,0,0,,0,31,31,104,1,2,word,DOMINANT,print,dominant_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,213.0455,213.2441,213.2442,213.7439,,,,,,,,,,,,0.746,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,33,0,213.7446,214.494,z,1,0.746,,[],[],[],[],[],[],[],214.4942,216.4941,216.4941,216.4944,[],[],[],[],[],[],[],,216.4944,216.4944,-0.239814801,-0.160185199,0,0,0,,0,32,32,6,1,2,RL,conbicer,print,conbicer_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,216.4957,216.6982,216.6983,217.198,,,,,,,,,,,,1.8843,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,34,0,217.1985,219.0942,z,1,1.8843,,[],[],[],[],[],[],[],219.0944,221.0943,221.0943,221.0948,[],[],[],[],[],[],[],,221.0948,221.0949,-0.249074046,-0.145370399,0,0,0,,0,33,33,19,1,2,RL,monebate,cursive,monebate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,221.0967,221.294,221.2941,221.7984,,,,,,,,,,,,0.6418,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,35,0,221.799,222.4444,m,1,0.6418,,[],[],[],[],[],[],[],222.4445,224.4472,224.4472,224.4476,[],[],[],[],[],[],[],,224.4477,224.448,-0.260185157,-0.139814843,0,0,0,,0,34,34,157,1,2,word,VALIDITY,print,validity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,224.4494,224.6486,224.6487,225.1486,,,,,,,,,,,,0.9929,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,36,0,225.1492,226.1441,m,0,0.9929,,[],[],[],[],[],[],[],226.1442,228.1441,228.1441,228.1443,[],[],[],[],[],[],[],,228.1443,228.1444,-0.260185157,-0.139814843,0,0,0,,0,35,35,64,1,2,TL,paficic,print,paficic_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,228.1456,228.3441,228.3441,228.8439,,,,,,,,,,,,1.287,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,37,1,228.8446,230.1324,z,1,1.287,,[],[],[],[],[],[],[],230.1324,232.1274,232.1275,233.9166,[-0.3759259117974175],[-0.309259287516276],[1],[0],[0],[1.788699999995515],"[""button_left_probe""]",,233.9166,233.9169,-0.375925912,-0.309259288,1,0,0,,0,36,36,24,1,2,RL,rasibal,cursive,rasibal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,233.9181,234.1152,234.1153,234.6153,,,,,,,,,,,,1.4315,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,38,0,234.6159,236.0484,z,0,1.4315,,[],[],[],[],[],[],[],236.0485,238.044,238.0441,238.0443,[],[],[],[],[],[],[],,238.0444,238.0445,-0.375925912,-0.309259288,0,0,0,,0,37,37,146,1,2,word,RETIRE,cursive,retire_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,238.0457,238.2481,238.2482,238.7443,,,,,,,,,,,,1.07,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,39,0,238.7448,239.8158,z,1,1.07,,[],[],[],[],[],[],[],239.8159,241.8107,241.8108,241.8112,[],[],[],[],[],[],[],,241.8112,241.8113,-0.375925912,-0.309259288,0,0,0,,0,38,38,29,1,2,RL,samite,cursive,samite_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,241.8126,242.0145,242.0146,242.5109,,,,,,,,,,,,0.5868,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,40,1,242.5114,243.0992,m,1,0.5868,,[],[],[],[],[],[],[],243.0994,245.0986,245.0986,246.4489,[0.46018524169921876],[-0.375],[1],[0],[0],[1.3501000000014756],"[""button_right_probe""]",,246.449,246.4491,0.460185242,-0.375,1,0,0,,0,39,39,115,1,2,word,LOGICAL,print,logical_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,246.4504,246.6441,246.6442,247.1441,,,,,,,,,,,,2.9738,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,41,0,247.1448,250.1279,z,1,2.9738,,[],[],[],[],[],[],[],250.128,252.1278,252.1279,252.1283,[],[],[],[],[],[],[],,252.1283,252.1285,0.128703732,-0.111111111,0,0,0,,0,40,40,62,1,2,TL,opmital,cursive,opmital_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,252.1297,252.3315,252.3315,252.8278,,,,,,,,,,,,2.9403,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,42,0,252.8283,255.7776,z,1,2.9403,,[],[],[],[],[],[],[],255.7778,257.7816,257.7817,257.7819,[],[],[],[],[],[],[],,257.7821,257.7822,0.128703732,-0.111111111,0,0,0,,0,41,41,42,1,2,TL,bedise,cursive,bedise_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,257.7838,257.9777,257.9778,258.4819,,,,,,,,,,,,0.7856,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,43,0,258.4825,259.2776,m,1,0.7856,,[],[],[],[],[],[],[],259.2777,261.282,261.2821,261.2823,[],[],[],[],[],[],[],,261.2823,261.2826,0.128703732,-0.111111111,0,0,0,,0,42,42,122,1,2,word,MOBILE,print,mobile_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,261.2843,261.4776,261.4776,261.9775,,,,,,,,,,,,0.6032,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,44,0,261.9781,262.5824,m,1,0.6032,,[],[],[],[],[],[],[],262.5826,264.5778,264.5779,264.5781,[],[],[],[],[],[],[],,264.5782,264.5782,0.128703732,-0.111111111,0,0,0,,0,43,43,118,1,2,word,MEDICINE,print,medicine_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,264.5794,264.7812,264.7813,265.2822,,,,,,,,,,,,0.699,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,45,0,265.2827,265.9828,z,1,0.699,,[],[],[],[],[],[],[],265.983,267.9775,267.9776,267.9779,[],[],[],[],[],[],[],,267.978,267.9782,0.128703732,-0.111111111,0,0,0,,0,44,44,32,1,2,RL,speniven,print,speniven_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,267.9794,268.178,268.1781,268.6819,,,,,,,,,,,,2.8666,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,46,0,268.6826,271.5503,z,1,2.8666,,[],[],[],[],[],[],[],271.5505,273.5443,273.5443,273.5446,[],[],[],[],[],[],[],,273.5448,273.5448,0.128703732,-0.111111111,0,0,0,,0,45,45,67,1,2,TL,quafily,cursive,quafily_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,273.5468,273.7477,273.7477,274.2447,,,,,,,,,,,,3.6705,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,47,0,274.2451,277.9166,z,1,3.6705,,[],[],[],[],[],[],[],277.9167,279.9113,279.9113,279.9115,[],[],[],[],[],[],[],,279.9115,279.9116,0.128703732,-0.111111111,0,0,0,,0,46,46,41,1,2,TL,befenit,cursive,befenit_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,279.9126,280.1113,280.1114,280.6114,,,,,,,,,,,,0.5819,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,48,0,280.6118,281.1947,m,1,0.5819,,[],[],[],[],[],[],[],281.1948,283.1947,283.1948,283.195,[],[],[],[],[],[],[],,283.195,283.1951,0.128703732,-0.111111111,0,0,0,,0,47,47,100,1,2,word,DECADE,print,decade_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,283.197,283.399,283.3991,283.8945,,,,,,,,,,,,2.0024,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,49,0,283.8951,285.8987,m,0,2.0024,,[],[],[],[],[],[],[],285.8988,287.8949,287.8949,287.8952,[],[],[],[],[],[],[],,287.8953,287.8953,0.128703732,-0.111111111,0,0,0,,0,48,48,76,1,2,TL,senmitent,cursive,senmitent_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,287.8967,288.0948,288.0948,288.599,,,,,,,,,,,,0.999,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,50,0,288.5998,289.5999,m,1,0.999,,[],[],[],[],[],[],[],289.6001,291.5945,291.5945,291.5948,[],[],[],[],[],[],[],,291.5948,291.595,0.128703732,-0.111111111,0,0,0,,0,49,49,81,1,2,word,ADVISORY,print,advisory_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,291.5964,291.7989,291.7991,292.2946,,,,,,,,,,,,2.1033,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,51,0,292.2952,294.3995,z,1,2.1033,,[],[],[],[],[],[],[],294.3995,296.3949,296.395,296.3953,[],[],[],[],[],[],[],,296.3953,296.3955,0.128703732,-0.111111111,0,0,0,,0,50,50,72,1,2,TL,revomal,print,revomal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,296.3967,296.5988,296.5988,297.0951,,,,,,,,,,,,1.154,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,52,1,297.0958,298.2507,m,1,1.154,,[],[],[],[],[],[],[],298.2508,300.2449,300.2449,301.5284,[-0.325],[-0.2620370652940538],[1],[0],[0],[1.283200000002978],"[""button_left_probe""]",,301.5284,301.5286,-0.325,-0.262037065,1,0,0,,0,51,51,139,1,2,word,REGULAR,cursive,regular_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,301.5297,301.7284,301.7284,302.2164,,,,,,,,,,,,2.718,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,53,0,302.2171,304.945,z,0,2.718,,[],[],[],[],[],[],[],304.9451,306.9494,306.9495,306.9498,[],[],[],[],[],[],[],,306.9498,306.95,-0.091666667,-0.126851866,0,0,0,,0,52,52,109,1,2,word,GRATEFUL,cursive,grateful_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,306.9514,307.1491,307.1491,307.6498,,,,,,,,,,,,1.7318,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,54,0,307.6505,309.3835,z,1,1.7318,,[],[],[],[],[],[],[],309.3837,311.3781,311.3781,311.3784,[],[],[],[],[],[],[],,311.3784,311.3787,-0.091666667,-0.126851866,0,0,0,,0,53,53,26,1,2,RL,retupar,cursive,retupar_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,311.3799,311.578,311.5781,312.0783,,,,,,,,,,,,1.1374,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,55,0,312.0787,313.2172,z,1,1.1374,,[],[],[],[],[],[],[],313.2173,315.2162,315.2163,315.2166,[],[],[],[],[],[],[],,315.2166,315.2167,-0.091666667,-0.126851866,0,0,0,,0,54,54,77,1,2,TL,sloten,print,sloten_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,315.2182,315.416,315.4161,315.9115,,,,,,,,,,,,0.6364,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,56,1,315.912,316.5496,m,1,0.6364,,[],[],[],[],[],[],[],316.5497,318.549,318.5491,320.433,[0.2518519083658854],[-0.29814817640516494],[1],[0],[0],[1.8836999999955424],"[""button_right_probe""]",,320.4331,320.4333,0.251851908,-0.298148176,1,0,0,,0,55,55,147,1,2,word,ROMANTIC,print,romantic_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,320.4346,320.6285,320.6285,321.1326,,,,,,,,,,,,1.3526,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,57,0,321.1333,322.4952,z,1,1.3526,,[],[],[],[],[],[],[],322.4954,324.4996,324.4997,324.5,[],[],[],[],[],[],[],,324.5,324.5001,0.251851908,-0.298148176,0,0,0,,0,56,56,75,1,2,TL,ronamtic,print,ronamtic_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,324.5017,324.6998,324.6999,325.1948,,,,,,,,,,,,0.8539,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,58,0,325.1955,326.0505,z,1,0.8539,,[],[],[],[],[],[],[],326.0506,328.0492,328.0493,328.0496,[],[],[],[],[],[],[],,328.0497,328.0499,0.251851908,-0.298148176,0,0,0,,0,57,57,1,1,2,RL,caleberia,print,caleberia_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,328.0514,328.2494,328.2495,328.7448,,,,,,,,,,,,1.3248,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,59,0,328.7454,330.0783,m,0,1.3248,,[],[],[],[],[],[],[],330.0785,332.0785,332.0786,332.0788,[],[],[],[],[],[],[],,332.0788,332.0789,0.251851908,-0.298148176,0,0,0,,0,58,58,56,1,2,TL,marnigal,cursive,marnigal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,332.0803,332.2782,332.2782,332.7783,,,,,,,,,,,,0.7943,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,60,1,332.7789,333.5785,z,1,0.7943,,[],[],[],[],[],[],[],333.5786,335.5784,335.5785,337.7009,[0.3611111111111111],[-0.2990741305881076],[1],[0],[0],[2.122100000001467],"[""button_right_probe""]",,337.7009,337.701,0.361111111,-0.299074131,1,0,0,,0,59,59,36,1,2,RL,vecelan,print,vecelan_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,337.7021,337.8949,337.895,338.3996,,,,,,,,,,,,2.6151,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,61,0,338.4006,341.017,m,1,2.6151,,[],[],[],[],[],[],[],341.0173,343.0119,343.012,343.0123,[],[],[],[],[],[],[],,343.0124,343.0124,0.361111111,-0.299074131,0,0,0,,0,60,60,135,1,2,word,QUALITY,cursive,quality_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,343.0135,343.2116,343.2117,343.7118,,,,,,,,,,,,1.8647,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,62,0,343.7123,345.5784,m,0,1.8647,,[],[],[],[],[],[],[],345.5785,347.5783,347.5784,347.5785,[],[],[],[],[],[],[],,347.5786,347.5786,0.361111111,-0.299074131,0,0,0,,0,61,61,74,1,2,TL,rerite,cursive,rerite_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,347.5798,347.7667,347.7667,348.2784,,,,,,,,,,,,1.275,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,63,0,348.279,349.5619,z,0,1.275,,[],[],[],[],[],[],[],349.562,351.5666,351.5666,351.567,[],[],[],[],[],[],[],,351.567,351.5671,0.361111111,-0.299074131,0,0,0,,0,62,62,123,1,2,word,MODERATE,cursive,moderate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,351.5687,351.7666,351.7666,352.2617,,,,,,,,,,,,1.1034,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,64,0,352.2624,353.3671,z,1,1.1034,,[],[],[],[],[],[],[],353.3671,355.3618,355.3619,355.3621,[],[],[],[],[],[],[],,355.3622,355.3623,0.361111111,-0.299074131,0,0,0,,0,63,63,48,1,2,TL,detabe,print,detabe_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,355.3634,355.5617,355.5618,356.0666,,,,,,,,,,,,1.6212,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,65,0,356.0672,357.6954,m,1,1.6212,,[],[],[],[],[],[],[],357.6956,359.6952,359.6953,359.6955,[],[],[],[],[],[],[],,359.6956,359.6957,0.361111111,-0.299074131,0,0,0,,0,64,64,151,1,2,word,SPECIFIC,print,specific_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,359.697,359.8954,359.8955,360.3995,,,,,,,,,,,,1.2163,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,66,0,360.4001,361.6178,m,1,1.2163,,[],[],[],[],[],[],[],361.6178,363.6165,363.6165,363.617,[],[],[],[],[],[],[],,363.617,363.6172,0.358333333,-0.315740797,0,0,0,,0,65,65,95,1,2,word,COMEDY,cursive,comedy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,363.6187,363.8118,363.8119,364.3121,,,,,,,,,,,,1.3041,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,67,0,364.3127,365.6289,z,1,1.3041,,[],[],[],[],[],[],[],365.629,367.6328,367.6329,367.6331,[],[],[],[],[],[],[],,367.6331,367.6332,0.358333333,-0.315740797,0,0,0,,0,66,66,44,1,2,TL,catipal,cursive,catipal_c.png,,,,,
